Date,prediction_type,SKU,Demand,model,model_ranking,real/pred,identifier_ranking
2023-07-18 00:00:00,upper_bound,AntifungalY_Online Store,434.9059959498776,Additive,1.0,pred,1.0
2023-07-25 00:00:00,predicted_value,AntifungalY_Online Store,406.5944758682521,Additive,1.0,pred,1.0
2023-07-25 00:00:00,lower_bound,AntifungalY_Online Store,367.7255847393006,Additive,1.0,pred,1.0
2023-07-25 00:00:00,upper_bound,AntifungalY_Online Store,445.4234106669358,Additive,1.0,pred,1.0
2023-08-01 00:00:00,predicted_value,AntifungalY_Online Store,415.8413106413047,Additive,1.0,pred,1.0
2023-08-01 00:00:00,lower_bound,AntifungalY_Online Store,377.8896465096004,Additive,1.0,pred,1.0
2023-08-01 00:00:00,upper_bound,AntifungalY_Online Store,457.5083115546427,Additive,1.0,pred,1.0
2023-08-08 00:00:00,predicted_value,AntifungalY_Online Store,429.5100754107101,Additive,1.0,pred,1.0
2023-08-08 00:00:00,lower_bound,AntifungalY_Online Store,391.21872998160376,Additive,1.0,pred,1.0
2023-08-08 00:00:00,upper_bound,AntifungalY_Online Store,467.621824893973,Additive,1.0,pred,1.0
2023-08-15 00:00:00,predicted_value,AntifungalY_Online Store,406.2544269242865,Additive,1.0,pred,1.0
2023-08-15 00:00:00,lower_bound,AntifungalY_Online Store,367.54060179842486,Additive,1.0,pred,1.0
2023-08-15 00:00:00,upper_bound,AntifungalY_Online Store,445.995423525896,Additive,1.0,pred,1.0
2023-08-22 00:00:00,predicted_value,AntifungalY_Online Store,411.70909177332135,Additive,1.0,pred,1.0
2023-08-22 00:00:00,lower_bound,AntifungalY_Online Store,374.2776961067939,Additive,1.0,pred,1.0
2023-08-22 00:00:00,upper_bound,AntifungalY_Online Store,450.70059771942215,Additive,1.0,pred,1.0
2023-08-29 00:00:00,predicted_value,AntifungalY_Online Store,402.4950608301758,Additive,1.0,pred,1.0
2023-08-29 00:00:00,lower_bound,AntifungalY_Online Store,366.8540954012343,Additive,1.0,pred,1.0
2023-08-29 00:00:00,upper_bound,AntifungalY_Online Store,437.7773823796924,Additive,1.0,pred,1.0
2023-09-05 00:00:00,predicted_value,AntifungalY_Online Store,415.2468090884708,Additive,1.0,pred,1.0
2023-09-05 00:00:00,lower_bound,AntifungalY_Online Store,378.1914398183196,Additive,1.0,pred,1.0
2023-09-05 00:00:00,upper_bound,AntifungalY_Online Store,456.9124884143424,Additive,1.0,pred,1.0
2023-09-12 00:00:00,predicted_value,AntifungalY_Online Store,487.783835306002,Additive,1.0,pred,1.0
2023-09-12 00:00:00,lower_bound,AntifungalY_Online Store,449.1595630259063,Additive,1.0,pred,1.0
2023-09-12 00:00:00,upper_bound,AntifungalY_Online Store,526.1239791728797,Additive,1.0,pred,1.0
2023-09-19 00:00:00,predicted_value,AntifungalY_Online Store,398.6517077044102,Additive,1.0,pred,1.0
2023-09-19 00:00:00,lower_bound,AntifungalY_Online Store,361.7298427833167,Additive,1.0,pred,1.0
2023-09-19 00:00:00,upper_bound,AntifungalY_Online Store,434.9535925476205,Additive,1.0,pred,1.0
2023-09-26 00:00:00,predicted_value,AntifungalY_Online Store,349.05913416348403,Additive,1.0,pred,1.0
2023-09-26 00:00:00,lower_bound,AntifungalY_Online Store,309.3998027770156,Additive,1.0,pred,1.0
2023-09-26 00:00:00,upper_bound,AntifungalY_Online Store,387.08494587743775,Additive,1.0,pred,1.0
2023-10-03 00:00:00,predicted_value,AntifungalY_Online Store,483.071967766372,Additive,1.0,pred,1.0
2023-10-03 00:00:00,lower_bound,AntifungalY_Online Store,448.10809502681104,Additive,1.0,pred,1.0
2023-10-03 00:00:00,upper_bound,AntifungalY_Online Store,520.6997376974685,Additive,1.0,pred,1.0
2023-10-10 00:00:00,predicted_value,AntifungalY_Online Store,457.6039582037532,Additive,1.0,pred,1.0
2023-10-10 00:00:00,lower_bound,AntifungalY_Online Store,417.0730425292437,Additive,1.0,pred,1.0
2023-10-10 00:00:00,upper_bound,AntifungalY_Online Store,494.9692781822808,Additive,1.0,pred,1.0
2023-10-17 00:00:00,predicted_value,AntifungalY_Online Store,363.13393945406784,Additive,1.0,pred,1.0
2023-10-17 00:00:00,lower_bound,AntifungalY_Online Store,323.13078053567097,Additive,1.0,pred,1.0
2023-10-17 00:00:00,upper_bound,AntifungalY_Online Store,403.8004306539921,Additive,1.0,pred,1.0
2023-10-24 00:00:00,predicted_value,AntifungalY_Online Store,388.137093578739,Additive,1.0,pred,1.0
2023-10-24 00:00:00,lower_bound,AntifungalY_Online Store,348.0662354986565,Additive,1.0,pred,1.0
2023-10-24 00:00:00,upper_bound,AntifungalY_Online Store,423.5567847742826,Additive,1.0,pred,1.0
2023-10-31 00:00:00,predicted_value,AntifungalY_Online Store,410.2660096201948,Additive,1.0,pred,1.0
2023-10-31 00:00:00,lower_bound,AntifungalY_Online Store,369.9613540285843,Additive,1.0,pred,1.0
2023-10-31 00:00:00,upper_bound,AntifungalY_Online Store,447.8365076588773,Additive,1.0,pred,1.0
2023-11-07 00:00:00,predicted_value,AntifungalY_Online Store,402.1356926901482,Additive,1.0,pred,1.0
2023-11-07 00:00:00,lower_bound,AntifungalY_Online Store,364.66476029105473,Additive,1.0,pred,1.0
2023-11-07 00:00:00,upper_bound,AntifungalY_Online Store,441.1757296650413,Additive,1.0,pred,1.0
2023-11-14 00:00:00,predicted_value,AntifungalY_Online Store,405.967378423768,Additive,1.0,pred,1.0
2023-11-14 00:00:00,lower_bound,AntifungalY_Online Store,366.961837666458,Additive,1.0,pred,1.0
2023-11-14 00:00:00,upper_bound,AntifungalY_Online Store,447.02968574118375,Additive,1.0,pred,1.0
2023-11-21 00:00:00,predicted_value,AntifungalY_Online Store,487.329358316559,Additive,1.0,pred,1.0
2023-11-21 00:00:00,lower_bound,AntifungalY_Online Store,447.75672076820194,Additive,1.0,pred,1.0
2023-11-21 00:00:00,upper_bound,AntifungalY_Online Store,526.5423980087759,Additive,1.0,pred,1.0
2023-11-28 00:00:00,predicted_value,AntifungalY_Online Store,507.9299402453474,Additive,1.0,pred,1.0
2023-11-28 00:00:00,lower_bound,AntifungalY_Online Store,467.4494776262765,Additive,1.0,pred,1.0
2023-11-28 00:00:00,upper_bound,AntifungalY_Online Store,547.9333043538867,Additive,1.0,pred,1.0
2023-12-05 00:00:00,predicted_value,AntifungalY_Online Store,412.0407103636578,Additive,1.0,pred,1.0
2023-12-05 00:00:00,lower_bound,AntifungalY_Online Store,374.9944227738226,Additive,1.0,pred,1.0
2023-12-05 00:00:00,upper_bound,AntifungalY_Online Store,449.4515961071699,Additive,1.0,pred,1.0
2023-12-12 00:00:00,predicted_value,AntifungalY_Online Store,508.3875011029414,Additive,1.0,pred,1.0
2023-12-12 00:00:00,lower_bound,AntifungalY_Online Store,469.8391725233889,Additive,1.0,pred,1.0
2023-12-12 00:00:00,upper_bound,AntifungalY_Online Store,547.0266872573773,Additive,1.0,pred,1.0
2023-12-19 00:00:00,predicted_value,AntifungalY_Online Store,642.9416448295044,Additive,1.0,pred,1.0
2023-12-19 00:00:00,lower_bound,AntifungalY_Online Store,604.0138515682307,Additive,1.0,pred,1.0
2023-12-19 00:00:00,upper_bound,AntifungalY_Online Store,682.0201243040535,Additive,1.0,pred,1.0
2023-12-26 00:00:00,predicted_value,AntifungalY_Online Store,498.2281172587504,Additive,1.0,pred,1.0
2023-12-26 00:00:00,lower_bound,AntifungalY_Online Store,460.1392100669541,Additive,1.0,pred,1.0
2023-12-26 00:00:00,upper_bound,AntifungalY_Online Store,536.3650034815703,Additive,1.0,pred,1.0
2024-01-02 00:00:00,predicted_value,AntifungalY_Online Store,348.0576680593261,Additive,1.0,pred,1.0
2024-01-02 00:00:00,lower_bound,AntifungalY_Online Store,309.1306242474269,Additive,1.0,pred,1.0
2024-01-02 00:00:00,upper_bound,AntifungalY_Online Store,386.316884518888,Additive,1.0,pred,1.0
2024-01-09 00:00:00,predicted_value,AntifungalY_Online Store,358.7253730652548,Additive,1.0,pred,1.0
2024-01-09 00:00:00,lower_bound,AntifungalY_Online Store,323.24453494889985,Additive,1.0,pred,1.0
2024-01-09 00:00:00,upper_bound,AntifungalY_Online Store,399.8550031735734,Additive,1.0,pred,1.0
2024-01-16 00:00:00,predicted_value,AntifungalY_Online Store,353.1882317835914,Additive,1.0,pred,1.0
2024-01-16 00:00:00,lower_bound,AntifungalY_Online Store,318.4047675066326,Additive,1.0,pred,1.0
2024-01-16 00:00:00,upper_bound,AntifungalY_Online Store,394.5074536511268,Additive,1.0,pred,1.0
2024-01-23 00:00:00,predicted_value,AntifungalY_Online Store,327.41946307705587,Additive,1.0,pred,1.0
2024-01-23 00:00:00,lower_bound,AntifungalY_Online Store,289.19559572024457,Additive,1.0,pred,1.0
2024-01-23 00:00:00,upper_bound,AntifungalY_Online Store,365.398617614817,Additive,1.0,pred,1.0
2024-01-30 00:00:00,predicted_value,AntifungalY_Online Store,371.0588300559384,Additive,1.0,pred,1.0
2024-01-30 00:00:00,lower_bound,AntifungalY_Online Store,330.845548519393,Additive,1.0,pred,1.0
2024-01-30 00:00:00,upper_bound,AntifungalY_Online Store,407.3186312886564,Additive,1.0,pred,1.0
2024-02-06 00:00:00,predicted_value,AntifungalY_Online Store,419.0103750558994,Additive,1.0,pred,1.0
2024-02-06 00:00:00,lower_bound,AntifungalY_Online Store,379.225952613246,Additive,1.0,pred,1.0
2024-02-06 00:00:00,upper_bound,AntifungalY_Online Store,458.3214694823676,Additive,1.0,pred,1.0
2024-02-13 00:00:00,predicted_value,AntifungalY_Online Store,412.2908859275082,Additive,1.0,pred,1.0
2024-02-13 00:00:00,lower_bound,AntifungalY_Online Store,374.3875562528944,Additive,1.0,pred,1.0
2024-02-13 00:00:00,upper_bound,AntifungalY_Online Store,450.7412960439069,Additive,1.0,pred,1.0
2024-02-20 00:00:00,predicted_value,AntifungalY_Online Store,391.4546477234561,Additive,1.0,pred,1.0
2024-02-20 00:00:00,lower_bound,AntifungalY_Online Store,351.07170535403355,Additive,1.0,pred,1.0
2024-02-20 00:00:00,upper_bound,AntifungalY_Online Store,427.05276455881113,Additive,1.0,pred,1.0
2024-02-27 00:00:00,predicted_value,AntifungalY_Online Store,379.0301045048901,Additive,1.0,pred,1.0
2024-02-27 00:00:00,lower_bound,AntifungalY_Online Store,338.9134491799634,Additive,1.0,pred,1.0
2024-02-27 00:00:00,upper_bound,AntifungalY_Online Store,419.8433468519525,Additive,1.0,pred,1.0
2024-03-05 00:00:00,predicted_value,AntifungalY_Online Store,400.49162287432944,Additive,1.0,pred,1.0
2024-03-05 00:00:00,lower_bound,AntifungalY_Online Store,365.46587086666005,Additive,1.0,pred,1.0
2024-03-05 00:00:00,upper_bound,AntifungalY_Online Store,441.861832864322,Additive,1.0,pred,1.0
2024-03-12 00:00:00,predicted_value,AntifungalY_Online Store,386.87894451984033,Additive,1.0,pred,1.0
2024-03-12 00:00:00,lower_bound,AntifungalY_Online Store,351.3843268437131,Additive,1.0,pred,1.0
2024-03-12 00:00:00,upper_bound,AntifungalY_Online Store,429.33069536766857,Additive,1.0,pred,1.0
2023-06-13 00:00:00,predicted_value,AntifungalY_Retail Store,334.0338250394948,Additive,1.0,pred,1.0
2023-06-13 00:00:00,lower_bound,AntifungalY_Retail Store,300.6476648351881,Additive,1.0,pred,1.0
2023-06-13 00:00:00,upper_bound,AntifungalY_Retail Store,367.5973415297056,Additive,1.0,pred,1.0
2023-06-20 00:00:00,predicted_value,AntifungalY_Retail Store,328.62619802702534,Additive,1.0,pred,1.0
2023-06-20 00:00:00,lower_bound,AntifungalY_Retail Store,298.622690479321,Additive,1.0,pred,1.0
2023-06-20 00:00:00,upper_bound,AntifungalY_Retail Store,361.1011461076927,Additive,1.0,pred,1.0
2023-06-27 00:00:00,predicted_value,AntifungalY_Retail Store,350.0765643267157,Additive,1.0,pred,1.0
2023-06-27 00:00:00,lower_bound,AntifungalY_Retail Store,316.5005413256312,Additive,1.0,pred,1.0
2023-06-27 00:00:00,upper_bound,AntifungalY_Retail Store,384.7671630910237,Additive,1.0,pred,1.0
2023-07-04 00:00:00,predicted_value,AntifungalY_Retail Store,391.510906285359,Additive,1.0,pred,1.0
2023-07-04 00:00:00,lower_bound,AntifungalY_Retail Store,360.3787465143571,Additive,1.0,pred,1.0
2023-07-04 00:00:00,upper_bound,AntifungalY_Retail Store,425.18373550707537,Additive,1.0,pred,1.0
2023-07-11 00:00:00,predicted_value,AntifungalY_Retail Store,349.0767025001228,Additive,1.0,pred,1.0
2023-07-11 00:00:00,lower_bound,AntifungalY_Retail Store,318.72468624854173,Additive,1.0,pred,1.0
2023-07-11 00:00:00,upper_bound,AntifungalY_Retail Store,381.2318728277899,Additive,1.0,pred,1.0
