Region,Country,Store,SKU,date,quantity
APAC,Australia,Store11,Dermaglow,2020-11-07 00:00:00,194.0
APAC,Australia,Store11,Dermaglow,2020-11-08 00:00:00,169.0
APAC,Australia,Store11,Dermaglow,2020-11-09 00:00:00,139.0
APAC,Australia,Store11,Dermaglow,2020-11-10 00:00:00,151.0
APAC,Australia,Store11,Dermaglow,2020-11-11 00:00:00,223.0
APAC,Australia,Store11,Dermaglow,2020-11-12 00:00:00,185.0
APAC,Australia,Store11,Dermaglow,2020-11-14 00:00:00,92.0
APAC,Australia,Store11,Dermaglow,2020-11-15 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2020-11-16 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2020-11-17 00:00:00,200.0
APAC,Australia,Store11,Dermaglow,2020-11-19 00:00:00,197.0
APAC,Australia,Store11,Dermaglow,2020-11-20 00:00:00,193.0
APAC,Australia,Store11,Dermaglow,2020-11-21 00:00:00,141.0
APAC,Australia,Store11,Dermaglow,2020-11-22 00:00:00,160.0
APAC,Australia,Store11,Dermaglow,2020-11-23 00:00:00,115.0
APAC,Australia,Store11,Dermaglow,2020-11-24 00:00:00,142.0
APAC,Australia,Store11,Dermaglow,2020-11-25 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2020-11-26 00:00:00,161.0
APAC,Australia,Store11,Dermaglow,2020-11-27 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2020-11-28 00:00:00,144.0
APAC,Australia,Store11,Dermaglow,2020-11-29 00:00:00,114.0
APAC,Australia,Store11,Dermaglow,2020-11-30 00:00:00,160.0
APAC,Australia,Store11,Dermaglow,2020-12-01 00:00:00,124.0
APAC,Australia,Store11,Dermaglow,2020-12-02 00:00:00,211.0
APAC,Australia,Store11,Dermaglow,2020-12-03 00:00:00,236.0
APAC,Australia,Store11,Dermaglow,2020-12-04 00:00:00,210.0
APAC,Australia,Store11,Dermaglow,2020-12-05 00:00:00,182.0
APAC,Australia,Store11,Dermaglow,2020-12-06 00:00:00,141.0
APAC,Australia,Store11,Dermaglow,2020-12-07 00:00:00,136.0
APAC,Australia,Store11,Dermaglow,2020-12-08 00:00:00,143.0
APAC,Australia,Store11,Dermaglow,2020-12-09 00:00:00,217.0
APAC,Australia,Store11,Dermaglow,2020-12-10 00:00:00,218.0
APAC,Australia,Store11,Dermaglow,2020-12-11 00:00:00,132.0
APAC,Australia,Store11,Dermaglow,2020-12-12 00:00:00,141.0
APAC,Australia,Store11,Dermaglow,2020-12-13 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2020-12-14 00:00:00,185.0
APAC,Australia,Store11,Dermaglow,2020-12-15 00:00:00,155.0
APAC,Australia,Store11,Dermaglow,2020-12-16 00:00:00,166.0
APAC,Australia,Store11,Dermaglow,2020-12-17 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2020-12-18 00:00:00,198.0
APAC,Australia,Store11,Dermaglow,2020-12-19 00:00:00,116.0
APAC,Australia,Store11,Dermaglow,2020-12-20 00:00:00,189.0
APAC,Australia,Store11,Dermaglow,2020-12-21 00:00:00,180.0
APAC,Australia,Store11,Dermaglow,2020-12-22 00:00:00,218.0
APAC,Australia,Store11,Dermaglow,2020-12-23 00:00:00,199.0
APAC,Australia,Store11,Dermaglow,2020-12-24 00:00:00,204.0
APAC,Australia,Store11,Dermaglow,2020-12-25 00:00:00,161.0
APAC,Australia,Store11,Dermaglow,2020-12-26 00:00:00,174.0
APAC,Australia,Store11,Dermaglow,2020-12-27 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2020-12-28 00:00:00,200.0
APAC,Australia,Store11,Dermaglow,2020-12-30 00:00:00,161.0
APAC,Australia,Store11,Dermaglow,2020-12-31 00:00:00,200.0
APAC,Australia,Store11,Dermaglow,2021-01-01 00:00:00,136.0
APAC,Australia,Store11,Dermaglow,2021-01-02 00:00:00,163.0
APAC,Australia,Store11,Dermaglow,2021-01-03 00:00:00,140.0
APAC,Australia,Store11,Dermaglow,2021-01-04 00:00:00,164.0
APAC,Australia,Store11,Dermaglow,2021-01-05 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2021-01-06 00:00:00,185.0
APAC,Australia,Store11,Dermaglow,2021-01-07 00:00:00,204.0
APAC,Australia,Store11,Dermaglow,2021-01-08 00:00:00,158.0
APAC,Australia,Store11,Dermaglow,2021-01-09 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-01-10 00:00:00,140.0
APAC,Australia,Store11,Dermaglow,2021-01-11 00:00:00,121.0
APAC,Australia,Store11,Dermaglow,2021-01-12 00:00:00,114.0
APAC,Australia,Store11,Dermaglow,2021-01-13 00:00:00,161.0
APAC,Australia,Store11,Dermaglow,2021-01-14 00:00:00,200.0
APAC,Australia,Store11,Dermaglow,2021-01-15 00:00:00,187.0
APAC,Australia,Store11,Dermaglow,2021-01-16 00:00:00,175.0
APAC,Australia,Store11,Dermaglow,2021-01-17 00:00:00,99.0
APAC,Australia,Store11,Dermaglow,2021-01-18 00:00:00,202.0
APAC,Australia,Store11,Dermaglow,2021-01-19 00:00:00,152.0
APAC,Australia,Store11,Dermaglow,2021-01-20 00:00:00,118.0
APAC,Australia,Store11,Dermaglow,2021-01-21 00:00:00,157.0
APAC,Australia,Store11,Dermaglow,2021-01-22 00:00:00,182.0
APAC,Australia,Store11,Dermaglow,2021-01-23 00:00:00,157.0
APAC,Australia,Store11,Dermaglow,2021-01-24 00:00:00,212.0
APAC,Australia,Store11,Dermaglow,2021-01-25 00:00:00,209.0
APAC,Australia,Store11,Dermaglow,2021-01-26 00:00:00,185.0
APAC,Australia,Store11,Dermaglow,2021-01-27 00:00:00,171.0
APAC,Australia,Store11,Dermaglow,2021-01-28 00:00:00,207.0
APAC,Australia,Store11,Dermaglow,2021-01-29 00:00:00,164.0
APAC,Australia,Store11,Dermaglow,2021-01-30 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2021-01-31 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2021-02-01 00:00:00,161.0
APAC,Australia,Store11,Dermaglow,2021-02-02 00:00:00,133.0
APAC,Australia,Store11,Dermaglow,2021-02-03 00:00:00,181.0
APAC,Australia,Store11,Dermaglow,2021-02-04 00:00:00,152.0
APAC,Australia,Store11,Dermaglow,2021-02-05 00:00:00,134.0
APAC,Australia,Store11,Dermaglow,2021-02-06 00:00:00,236.0
APAC,Australia,Store11,Dermaglow,2021-02-08 00:00:00,178.0
APAC,Australia,Store11,Dermaglow,2021-02-09 00:00:00,131.0
APAC,Australia,Store11,Dermaglow,2021-02-10 00:00:00,166.0
APAC,Australia,Store11,Dermaglow,2021-02-11 00:00:00,205.0
APAC,Australia,Store11,Dermaglow,2021-02-12 00:00:00,174.0
APAC,Australia,Store11,Dermaglow,2021-02-13 00:00:00,154.0
APAC,Australia,Store11,Dermaglow,2021-02-14 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2021-02-15 00:00:00,150.0
APAC,Australia,Store11,Dermaglow,2021-02-16 00:00:00,205.0
APAC,Australia,Store11,Dermaglow,2021-02-17 00:00:00,187.0
APAC,Australia,Store11,Dermaglow,2021-02-18 00:00:00,154.0
APAC,Australia,Store11,Dermaglow,2021-02-19 00:00:00,131.0
APAC,Australia,Store11,Dermaglow,2021-02-20 00:00:00,133.0
APAC,Australia,Store11,Dermaglow,2021-02-21 00:00:00,150.0
APAC,Australia,Store11,Dermaglow,2021-02-22 00:00:00,157.0
APAC,Australia,Store11,Dermaglow,2021-02-23 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2021-02-24 00:00:00,162.0
APAC,Australia,Store11,Dermaglow,2021-02-25 00:00:00,208.0
APAC,Australia,Store11,Dermaglow,2021-02-26 00:00:00,201.0
APAC,Australia,Store11,Dermaglow,2021-02-27 00:00:00,154.0
APAC,Australia,Store11,Dermaglow,2021-02-28 00:00:00,154.0
APAC,Australia,Store11,Dermaglow,2021-03-01 00:00:00,150.0
APAC,Australia,Store11,Dermaglow,2021-03-02 00:00:00,193.0
APAC,Australia,Store11,Dermaglow,2021-03-03 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2021-03-04 00:00:00,135.0
APAC,Australia,Store11,Dermaglow,2021-03-05 00:00:00,218.0
APAC,Australia,Store11,Dermaglow,2021-03-06 00:00:00,124.0
APAC,Australia,Store11,Dermaglow,2021-03-07 00:00:00,146.0
APAC,Australia,Store11,Dermaglow,2021-03-08 00:00:00,125.0
APAC,Australia,Store11,Dermaglow,2021-03-09 00:00:00,173.0
APAC,Australia,Store11,Dermaglow,2021-03-10 00:00:00,168.0
APAC,Australia,Store11,Dermaglow,2021-03-11 00:00:00,134.0
APAC,Australia,Store11,Dermaglow,2021-03-12 00:00:00,141.0
APAC,Australia,Store11,Dermaglow,2021-03-13 00:00:00,141.0
APAC,Australia,Store11,Dermaglow,2021-03-14 00:00:00,134.0
APAC,Australia,Store11,Dermaglow,2021-03-15 00:00:00,85.0
APAC,Australia,Store11,Dermaglow,2021-03-16 00:00:00,186.0
APAC,Australia,Store11,Dermaglow,2021-03-17 00:00:00,151.0
APAC,Australia,Store11,Dermaglow,2021-03-18 00:00:00,178.0
APAC,Australia,Store11,Dermaglow,2021-03-19 00:00:00,218.0
APAC,Australia,Store11,Dermaglow,2021-03-20 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-03-21 00:00:00,106.0
APAC,Australia,Store11,Dermaglow,2021-03-22 00:00:00,177.0
APAC,Australia,Store11,Dermaglow,2021-03-23 00:00:00,136.0
APAC,Australia,Store11,Dermaglow,2021-03-24 00:00:00,167.0
APAC,Australia,Store11,Dermaglow,2021-03-25 00:00:00,176.0
APAC,Australia,Store11,Dermaglow,2021-03-27 00:00:00,145.0
APAC,Australia,Store11,Dermaglow,2021-03-28 00:00:00,149.0
APAC,Australia,Store11,Dermaglow,2021-03-29 00:00:00,142.0
APAC,Australia,Store11,Dermaglow,2021-03-30 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2021-03-31 00:00:00,180.0
APAC,Australia,Store11,Dermaglow,2021-04-01 00:00:00,199.0
APAC,Australia,Store11,Dermaglow,2021-04-02 00:00:00,168.0
APAC,Australia,Store11,Dermaglow,2021-04-03 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2021-04-05 00:00:00,158.0
APAC,Australia,Store11,Dermaglow,2021-04-06 00:00:00,122.0
APAC,Australia,Store11,Dermaglow,2021-04-07 00:00:00,176.0
APAC,Australia,Store11,Dermaglow,2021-04-08 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-04-09 00:00:00,164.0
APAC,Australia,Store11,Dermaglow,2021-04-10 00:00:00,204.0
APAC,Australia,Store11,Dermaglow,2021-04-11 00:00:00,123.0
APAC,Australia,Store11,Dermaglow,2021-04-12 00:00:00,149.0
APAC,Australia,Store11,Dermaglow,2021-04-13 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-04-15 00:00:00,168.0
APAC,Australia,Store11,Dermaglow,2021-04-16 00:00:00,175.0
APAC,Australia,Store11,Dermaglow,2021-04-17 00:00:00,112.0
APAC,Australia,Store11,Dermaglow,2021-04-18 00:00:00,97.0
APAC,Australia,Store11,Dermaglow,2021-04-19 00:00:00,185.0
APAC,Australia,Store11,Dermaglow,2021-04-22 00:00:00,116.0
APAC,Australia,Store11,Dermaglow,2021-04-23 00:00:00,199.0
APAC,Australia,Store11,Dermaglow,2021-04-24 00:00:00,104.0
APAC,Australia,Store11,Dermaglow,2021-04-25 00:00:00,136.0
APAC,Australia,Store11,Dermaglow,2021-04-26 00:00:00,139.0
APAC,Australia,Store11,Dermaglow,2021-04-27 00:00:00,109.0
APAC,Australia,Store11,Dermaglow,2021-04-28 00:00:00,122.0
APAC,Australia,Store11,Dermaglow,2021-04-29 00:00:00,195.0
APAC,Australia,Store11,Dermaglow,2021-04-30 00:00:00,157.0
APAC,Australia,Store11,Dermaglow,2021-05-01 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2021-05-02 00:00:00,166.0
APAC,Australia,Store11,Dermaglow,2021-05-03 00:00:00,118.0
APAC,Australia,Store11,Dermaglow,2021-05-04 00:00:00,163.0
APAC,Australia,Store11,Dermaglow,2021-05-05 00:00:00,171.0
APAC,Australia,Store11,Dermaglow,2021-05-06 00:00:00,143.0
APAC,Australia,Store11,Dermaglow,2021-05-07 00:00:00,144.0
APAC,Australia,Store11,Dermaglow,2021-05-08 00:00:00,114.0
APAC,Australia,Store11,Dermaglow,2021-05-09 00:00:00,79.0
APAC,Australia,Store11,Dermaglow,2021-05-10 00:00:00,193.0
APAC,Australia,Store11,Dermaglow,2021-05-11 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2021-05-12 00:00:00,111.0
APAC,Australia,Store11,Dermaglow,2021-05-13 00:00:00,132.0
APAC,Australia,Store11,Dermaglow,2021-05-14 00:00:00,134.0
APAC,Australia,Store11,Dermaglow,2021-05-15 00:00:00,137.0
APAC,Australia,Store11,Dermaglow,2021-05-16 00:00:00,113.0
APAC,Australia,Store11,Dermaglow,2021-05-17 00:00:00,108.0
APAC,Australia,Store11,Dermaglow,2021-05-19 00:00:00,133.0
APAC,Australia,Store11,Dermaglow,2021-05-20 00:00:00,114.0
APAC,Australia,Store11,Dermaglow,2021-05-21 00:00:00,158.0
APAC,Australia,Store11,Dermaglow,2021-05-22 00:00:00,85.0
APAC,Australia,Store11,Dermaglow,2021-05-23 00:00:00,123.0
APAC,Australia,Store11,Dermaglow,2021-05-25 00:00:00,146.0
APAC,Australia,Store11,Dermaglow,2021-05-26 00:00:00,179.0
APAC,Australia,Store11,Dermaglow,2021-05-27 00:00:00,110.0
APAC,Australia,Store11,Dermaglow,2021-05-29 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2021-05-31 00:00:00,160.0
APAC,Australia,Store11,Dermaglow,2021-06-01 00:00:00,147.0
APAC,Australia,Store11,Dermaglow,2021-06-02 00:00:00,193.0
APAC,Australia,Store11,Dermaglow,2021-06-03 00:00:00,124.0
APAC,Australia,Store11,Dermaglow,2021-06-05 00:00:00,172.0
APAC,Australia,Store11,Dermaglow,2021-06-06 00:00:00,134.0
APAC,Australia,Store11,Dermaglow,2021-06-07 00:00:00,79.0
APAC,Australia,Store11,Dermaglow,2021-06-08 00:00:00,117.0
APAC,Australia,Store11,Dermaglow,2021-06-09 00:00:00,121.0
APAC,Australia,Store11,Dermaglow,2021-06-10 00:00:00,217.0
APAC,Australia,Store11,Dermaglow,2021-06-11 00:00:00,131.0
APAC,Australia,Store11,Dermaglow,2021-06-12 00:00:00,163.0
APAC,Australia,Store11,Dermaglow,2021-06-13 00:00:00,119.0
APAC,Australia,Store11,Dermaglow,2021-06-15 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2021-06-16 00:00:00,142.0
APAC,Australia,Store11,Dermaglow,2021-06-17 00:00:00,117.0
APAC,Australia,Store11,Dermaglow,2021-06-18 00:00:00,120.0
APAC,Australia,Store11,Dermaglow,2021-06-19 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2021-06-20 00:00:00,117.0
APAC,Australia,Store11,Dermaglow,2021-06-21 00:00:00,128.0
APAC,Australia,Store11,Dermaglow,2021-06-22 00:00:00,157.0
APAC,Australia,Store11,Dermaglow,2021-06-23 00:00:00,151.0
APAC,Australia,Store11,Dermaglow,2021-06-25 00:00:00,115.0
APAC,Australia,Store11,Dermaglow,2021-06-26 00:00:00,87.0
APAC,Australia,Store11,Dermaglow,2021-06-27 00:00:00,118.0
APAC,Australia,Store11,Dermaglow,2021-06-29 00:00:00,128.0
APAC,Australia,Store11,Dermaglow,2021-06-30 00:00:00,112.0
APAC,Australia,Store11,Dermaglow,2021-07-01 00:00:00,137.0
APAC,Australia,Store11,Dermaglow,2021-07-02 00:00:00,108.0
APAC,Australia,Store11,Dermaglow,2021-07-03 00:00:00,119.0
APAC,Australia,Store11,Dermaglow,2021-07-05 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2021-07-06 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2021-07-07 00:00:00,154.0
APAC,Australia,Store11,Dermaglow,2021-07-08 00:00:00,100.0
APAC,Australia,Store11,Dermaglow,2021-07-09 00:00:00,125.0
APAC,Australia,Store11,Dermaglow,2021-07-11 00:00:00,116.0
APAC,Australia,Store11,Dermaglow,2021-07-12 00:00:00,116.0
APAC,Australia,Store11,Dermaglow,2021-07-13 00:00:00,106.0
APAC,Australia,Store11,Dermaglow,2021-07-14 00:00:00,162.0
APAC,Australia,Store11,Dermaglow,2021-07-15 00:00:00,111.0
APAC,Australia,Store11,Dermaglow,2021-07-16 00:00:00,138.0
APAC,Australia,Store11,Dermaglow,2021-07-17 00:00:00,152.0
APAC,Australia,Store11,Dermaglow,2021-07-19 00:00:00,136.0
APAC,Australia,Store11,Dermaglow,2021-07-20 00:00:00,103.0
APAC,Australia,Store11,Dermaglow,2021-07-21 00:00:00,103.0
APAC,Australia,Store11,Dermaglow,2021-07-22 00:00:00,110.0
APAC,Australia,Store11,Dermaglow,2021-07-25 00:00:00,160.0
APAC,Australia,Store11,Dermaglow,2021-07-27 00:00:00,106.0
APAC,Australia,Store11,Dermaglow,2021-07-28 00:00:00,100.0
APAC,Australia,Store11,Dermaglow,2021-07-29 00:00:00,156.0
APAC,Australia,Store11,Dermaglow,2021-07-30 00:00:00,182.0
APAC,Australia,Store11,Dermaglow,2021-08-01 00:00:00,128.0
APAC,Australia,Store11,Dermaglow,2021-08-02 00:00:00,111.0
APAC,Australia,Store11,Dermaglow,2021-08-03 00:00:00,109.0
APAC,Australia,Store11,Dermaglow,2021-08-05 00:00:00,116.0
APAC,Australia,Store11,Dermaglow,2021-08-07 00:00:00,151.0
APAC,Australia,Store11,Dermaglow,2021-08-08 00:00:00,108.0
APAC,Australia,Store11,Dermaglow,2021-08-09 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2021-08-10 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2021-08-11 00:00:00,133.0
APAC,Australia,Store11,Dermaglow,2021-08-12 00:00:00,160.0
APAC,Australia,Store11,Dermaglow,2021-08-15 00:00:00,104.0
APAC,Australia,Store11,Dermaglow,2021-08-16 00:00:00,122.0
APAC,Australia,Store11,Dermaglow,2021-08-17 00:00:00,120.0
APAC,Australia,Store11,Dermaglow,2021-08-18 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2021-08-19 00:00:00,115.0
APAC,Australia,Store11,Dermaglow,2021-08-20 00:00:00,123.0
APAC,Australia,Store11,Dermaglow,2021-08-22 00:00:00,100.0
APAC,Australia,Store11,Dermaglow,2021-08-25 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2021-08-26 00:00:00,193.0
APAC,Australia,Store11,Dermaglow,2021-08-27 00:00:00,166.0
APAC,Australia,Store11,Dermaglow,2021-08-29 00:00:00,148.0
APAC,Australia,Store11,Dermaglow,2021-08-30 00:00:00,153.0
APAC,Australia,Store11,Dermaglow,2021-08-31 00:00:00,142.0
APAC,Australia,Store11,Dermaglow,2021-09-01 00:00:00,123.0
APAC,Australia,Store11,Dermaglow,2021-09-02 00:00:00,144.0
APAC,Australia,Store11,Dermaglow,2021-09-03 00:00:00,150.0
APAC,Australia,Store11,Dermaglow,2021-09-04 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-09-05 00:00:00,164.0
APAC,Australia,Store11,Dermaglow,2021-09-09 00:00:00,158.0
APAC,Australia,Store11,Dermaglow,2021-09-10 00:00:00,115.0
APAC,Australia,Store11,Dermaglow,2021-09-11 00:00:00,155.0
APAC,Australia,Store11,Dermaglow,2021-09-12 00:00:00,176.0
APAC,Australia,Store11,Dermaglow,2021-09-13 00:00:00,106.0
APAC,Australia,Store11,Dermaglow,2021-09-14 00:00:00,92.0
APAC,Australia,Store11,Dermaglow,2021-09-15 00:00:00,114.0
APAC,Australia,Store11,Dermaglow,2021-09-16 00:00:00,124.0
APAC,Australia,Store11,Dermaglow,2021-09-17 00:00:00,126.0
APAC,Australia,Store11,Dermaglow,2021-09-18 00:00:00,124.0
APAC,Australia,Store11,Dermaglow,2021-09-19 00:00:00,137.0
APAC,Australia,Store11,Dermaglow,2021-09-20 00:00:00,158.0
APAC,Australia,Store11,Dermaglow,2021-09-21 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2021-09-22 00:00:00,135.0
APAC,Australia,Store11,Dermaglow,2021-09-23 00:00:00,190.0
APAC,Australia,Store11,Dermaglow,2021-09-24 00:00:00,187.0
APAC,Australia,Store11,Dermaglow,2021-09-25 00:00:00,147.0
APAC,Australia,Store11,Dermaglow,2021-09-26 00:00:00,109.0
APAC,Australia,Store11,Dermaglow,2021-09-27 00:00:00,146.0
APAC,Australia,Store11,Dermaglow,2021-09-28 00:00:00,92.0
APAC,Australia,Store11,Dermaglow,2021-09-29 00:00:00,163.0
APAC,Australia,Store11,Dermaglow,2021-09-30 00:00:00,183.0
APAC,Australia,Store11,Dermaglow,2021-10-01 00:00:00,126.0
APAC,Australia,Store11,Dermaglow,2021-10-03 00:00:00,143.0
APAC,Australia,Store11,Dermaglow,2021-10-04 00:00:00,127.0
APAC,Australia,Store11,Dermaglow,2021-10-05 00:00:00,131.0
APAC,Australia,Store11,Dermaglow,2021-10-06 00:00:00,129.0
APAC,Australia,Store11,Dermaglow,2021-10-07 00:00:00,146.0
APAC,Australia,Store11,Dermaglow,2021-10-08 00:00:00,137.0
APAC,Australia,Store11,Dermaglow,2021-10-09 00:00:00,149.0
APAC,Australia,Store11,Dermaglow,2021-10-10 00:00:00,176.0
APAC,Australia,Store11,Dermaglow,2021-10-12 00:00:00,148.0
APAC,Australia,Store11,Dermaglow,2021-10-14 00:00:00,209.0
APAC,Australia,Store11,Dermaglow,2021-10-15 00:00:00,159.0
APAC,Australia,Store11,Dermaglow,2021-10-17 00:00:00,121.0
APAC,Australia,Store11,Dermaglow,2021-10-18 00:00:00,162.0
APAC,Australia,Store11,Dermaglow,2021-10-19 00:00:00,108.0
APAC,Australia,Store11,Dermaglow,2021-10-20 00:00:00,105.0
APAC,Australia,Store11,Dermaglow,2021-10-21 00:00:00,133.0
APAC,Australia,Store11,Dermaglow,2021-10-22 00:00:00,92.0
APAC,Australia,Store11,Dermaglow,2021-10-23 00:00:00,140.0
APAC,Australia,Store11,Dermaglow,2021-10-24 00:00:00,112.0
APAC,Australia,Store11,Dermaglow,2021-10-25 00:00:00,149.0
APAC,Australia,Store11,Dermaglow,2021-10-26 00:00:00,98.0
APAC,Australia,Store11,Dermaglow,2021-10-27 00:00:00,170.0
APAC,Australia,Store11,Dermaglow,2021-10-28 00:00:00,184.0
APAC,Australia,Store11,Dermaglow,2021-10-29 00:00:00,189.0
APAC,Australia,Store11,Dermaglow,2021-10-30 00:00:00,208.0
APAC,Australia,Store11,Dermaglow,2021-10-31 00:00:00,214.0
APAC,Australia,Store11,Dermaglow,2021-11-01 00:00:00,177.0
APAC,Australia,Store11,Dermaglow,2021-11-02 00:00:00,204.0
APAC,Australia,Store11,Dermaglow,2021-11-03 00:00:00,253.0
APAC,Australia,Store11,Dermaglow,2021-11-04 00:00:00,148.0
APAC,Australia,Store11,Dermaglow,2021-11-05 00:00:00,152.0
APAC,Australia,Store11,Dermaglow,2021-11-06 00:00:00,177.0
APAC,Australia,Store11,Dermaglow,2021-11-07 00:00:00,147.0
APAC,Australia,Store11,Dermaglow,2021-11-08 00:00:00,135.0
APAC,Australia,Store11,Dermaglow,2021-11-09 00:00:00,111.0
APAC,Australia,Store11,Dermaglow,2021-11-10 00:00:00,147.0
APAC,Australia,Store11,Dermaglow,2021-11-11 00:00:00,208.0
