sku,quantity,unit_price,inventory,date
Paingelix,13.0,92.0,169.0,2020-02-15 00:00:00
Paingelix,25.0,92.0,144.0,2020-02-16 00:00:00
Paingelix,13.0,92.0,131.0,2020-02-17 00:00:00
Paingelix,19.0,92.0,112.0,2020-02-18 00:00:00
Paingelix,21.0,92.0,91.0,2020-02-19 00:00:00
Paingelix,16.0,92.0,75.0,2020-02-20 00:00:00
Paingelix,13.0,92.0,62.0,2020-02-21 00:00:00
Paingelix,15.0,92.0,47.0,2020-02-22 00:00:00
Paingelix,8.0,92.0,39.0,2020-02-23 00:00:00
Paingelix,15.0,92.0,24.0,2020-02-24 00:00:00
Paingelix,11.0,92.0,13.0,2020-02-25 00:00:00
Paingelix,13.0,92.0,0.0,2020-02-26 00:00:00
Paingelix,0.0,92.0,0.0,2020-02-27 00:00:00
Paingelix,0.0,92.0,0.0,2020-02-28 00:00:00
Paingelix,0.0,92.0,0.0,2020-02-29 00:00:00
Paingelix,17.0,92.0,159.0,2020-03-01 00:00:00
Paingelix,13.0,92.0,146.0,2020-03-02 00:00:00
Paingelix,20.0,92.0,126.0,2020-03-03 00:00:00
Paingelix,9.0,92.0,117.0,2020-03-04 00:00:00
Paingelix,13.0,92.0,104.0,2020-03-05 00:00:00
Paingelix,15.0,92.0,89.0,2020-03-06 00:00:00
Paingelix,12.0,92.0,77.0,2020-03-07 00:00:00
Paingelix,16.0,92.0,61.0,2020-03-08 00:00:00
Paingelix,8.0,92.0,53.0,2020-03-09 00:00:00
Paingelix,4.0,92.0,49.0,2020-03-10 00:00:00
Paingelix,12.0,92.0,37.0,2020-03-11 00:00:00
Paingelix,19.0,92.0,18.0,2020-03-12 00:00:00
Paingelix,13.0,92.0,5.0,2020-03-13 00:00:00
Paingelix,20.0,92.0,293.0,2020-03-14 00:00:00
Paingelix,13.0,92.0,280.0,2020-03-15 00:00:00
Paingelix,15.0,92.0,265.0,2020-03-16 00:00:00
Paingelix,7.0,92.0,258.0,2020-03-17 00:00:00
Paingelix,9.0,92.0,249.0,2020-03-18 00:00:00
Paingelix,13.0,92.0,236.0,2020-03-19 00:00:00
Paingelix,15.0,92.0,221.0,2020-03-20 00:00:00
Paingelix,13.0,92.0,208.0,2020-03-21 00:00:00
Paingelix,16.0,92.0,192.0,2020-03-22 00:00:00
Paingelix,11.0,92.0,181.0,2020-03-23 00:00:00
Paingelix,8.0,92.0,173.0,2020-03-24 00:00:00
Paingelix,11.0,92.0,162.0,2020-03-25 00:00:00
Paingelix,13.0,92.0,149.0,2020-03-26 00:00:00
Paingelix,12.0,92.0,137.0,2020-03-27 00:00:00
Paingelix,10.0,92.0,127.0,2020-03-28 00:00:00
Paingelix,8.0,92.0,119.0,2020-03-29 00:00:00
Paingelix,9.0,92.0,110.0,2020-03-30 00:00:00
Paingelix,9.0,92.0,101.0,2020-03-31 00:00:00
Paingelix,11.0,92.0,90.0,2020-04-01 00:00:00
Paingelix,23.0,92.0,67.0,2020-04-02 00:00:00
Paingelix,14.0,92.0,53.0,2020-04-03 00:00:00
Paingelix,10.0,92.0,43.0,2020-04-04 00:00:00
Paingelix,11.0,92.0,32.0,2020-04-05 00:00:00
Paingelix,10.0,92.0,22.0,2020-04-06 00:00:00
Paingelix,14.0,92.0,8.0,2020-04-07 00:00:00
Paingelix,10.0,92.0,196.0,2020-04-08 00:00:00
Paingelix,19.0,92.0,177.0,2020-04-09 00:00:00
Paingelix,9.0,92.0,168.0,2020-04-10 00:00:00
Paingelix,7.0,92.0,161.0,2020-04-11 00:00:00
Paingelix,11.0,92.0,150.0,2020-04-12 00:00:00
Paingelix,15.0,92.0,135.0,2020-04-13 00:00:00
Paingelix,16.0,92.0,119.0,2020-04-14 00:00:00
Paingelix,12.0,92.0,107.0,2020-04-15 00:00:00
Paingelix,6.0,92.0,101.0,2020-04-16 00:00:00
Paingelix,11.0,92.0,90.0,2020-04-17 00:00:00
Paingelix,10.0,92.0,80.0,2020-04-18 00:00:00
Paingelix,4.0,92.0,76.0,2020-04-19 00:00:00
Paingelix,11.0,92.0,65.0,2020-04-20 00:00:00
Paingelix,6.0,92.0,59.0,2020-04-21 00:00:00
Paingelix,5.0,92.0,54.0,2020-04-22 00:00:00
Paingelix,8.0,92.0,46.0,2020-04-23 00:00:00
Paingelix,15.0,92.0,31.0,2020-04-24 00:00:00
Paingelix,9.0,92.0,22.0,2020-04-25 00:00:00
Paingelix,9.0,92.0,13.0,2020-04-26 00:00:00
Paingelix,9.0,92.0,4.0,2020-04-27 00:00:00
Paingelix,6.0,92.0,152.0,2020-04-28 00:00:00
Paingelix,10.0,92.0,142.0,2020-04-29 00:00:00
Paingelix,14.0,92.0,128.0,2020-04-30 00:00:00
Paingelix,8.0,92.0,120.0,2020-05-01 00:00:00
Paingelix,7.0,92.0,113.0,2020-05-02 00:00:00
Paingelix,7.0,92.0,106.0,2020-05-03 00:00:00
Paingelix,6.0,92.0,100.0,2020-05-04 00:00:00
Paingelix,4.0,92.0,96.0,2020-05-05 00:00:00
Paingelix,19.0,92.0,77.0,2020-05-06 00:00:00
Paingelix,11.0,92.0,66.0,2020-05-07 00:00:00
Paingelix,9.0,92.0,57.0,2020-05-08 00:00:00
Paingelix,18.0,92.0,39.0,2020-05-09 00:00:00
Paingelix,6.0,92.0,33.0,2020-05-10 00:00:00
Paingelix,7.0,92.0,26.0,2020-05-11 00:00:00
Paingelix,6.0,92.0,20.0,2020-05-12 00:00:00
Paingelix,4.0,92.0,16.0,2020-05-13 00:00:00
Paingelix,5.0,92.0,11.0,2020-05-14 00:00:00
Paingelix,5.0,92.0,6.0,2020-05-15 00:00:00
Paingelix,12.0,92.0,82.0,2020-05-16 00:00:00
Paingelix,3.0,92.0,79.0,2020-05-17 00:00:00
Paingelix,4.0,92.0,75.0,2020-05-18 00:00:00
Paingelix,7.0,92.0,68.0,2020-05-19 00:00:00
Paingelix,18.0,92.0,50.0,2020-05-20 00:00:00
Paingelix,10.0,92.0,40.0,2020-05-21 00:00:00
Paingelix,4.0,92.0,36.0,2020-05-22 00:00:00
Paingelix,6.0,92.0,30.0,2020-05-23 00:00:00
Paingelix,6.0,92.0,24.0,2020-05-24 00:00:00
Paingelix,13.0,92.0,11.0,2020-05-25 00:00:00
Paingelix,3.0,92.0,8.0,2020-05-26 00:00:00
Paingelix,11.0,92.0,63.0,2020-05-27 00:00:00
Paingelix,6.0,92.0,57.0,2020-05-28 00:00:00
Paingelix,8.0,92.0,49.0,2020-05-29 00:00:00
Paingelix,4.0,92.0,45.0,2020-05-30 00:00:00
Paingelix,8.0,92.0,37.0,2020-05-31 00:00:00
Paingelix,5.0,92.0,32.0,2020-06-01 00:00:00
Paingelix,5.0,92.0,27.0,2020-06-02 00:00:00
Paingelix,2.0,92.0,25.0,2020-06-03 00:00:00
Paingelix,8.0,92.0,17.0,2020-06-04 00:00:00
Paingelix,12.0,92.0,5.0,2020-06-05 00:00:00
Paingelix,5.0,92.0,0.0,2020-06-06 00:00:00
Paingelix,0.0,92.0,0.0,2020-06-07 00:00:00
Paingelix,15.0,92.0,216.0,2020-06-08 00:00:00
Paingelix,5.0,92.0,211.0,2020-06-09 00:00:00
Paingelix,10.0,92.0,201.0,2020-06-10 00:00:00
Paingelix,6.0,92.0,195.0,2020-06-11 00:00:00
Paingelix,4.0,92.0,191.0,2020-06-12 00:00:00
Paingelix,7.0,92.0,184.0,2020-06-13 00:00:00
Paingelix,3.0,92.0,181.0,2020-06-14 00:00:00
Paingelix,10.0,92.0,171.0,2020-06-15 00:00:00
Paingelix,3.0,92.0,168.0,2020-06-16 00:00:00
Paingelix,5.0,92.0,163.0,2020-06-17 00:00:00
Paingelix,5.0,92.0,158.0,2020-06-18 00:00:00
Paingelix,6.0,92.0,152.0,2020-06-19 00:00:00
Paingelix,9.0,92.0,143.0,2020-06-20 00:00:00
Paingelix,7.0,92.0,136.0,2020-06-21 00:00:00
Paingelix,7.0,92.0,129.0,2020-06-22 00:00:00
Paingelix,9.0,92.0,120.0,2020-06-23 00:00:00
Paingelix,6.0,92.0,114.0,2020-06-24 00:00:00
Paingelix,6.0,92.0,108.0,2020-06-25 00:00:00
Paingelix,9.0,92.0,99.0,2020-06-26 00:00:00
Paingelix,2.0,92.0,97.0,2020-06-27 00:00:00
Paingelix,3.0,92.0,94.0,2020-06-28 00:00:00
Paingelix,9.0,92.0,85.0,2020-06-29 00:00:00
Paingelix,4.0,92.0,81.0,2020-06-30 00:00:00
Paingelix,1.0,92.0,80.0,2020-07-01 00:00:00
Paingelix,7.0,92.0,73.0,2020-07-02 00:00:00
Paingelix,10.0,92.0,63.0,2020-07-03 00:00:00
Paingelix,3.0,92.0,60.0,2020-07-04 00:00:00
Paingelix,12.0,92.0,48.0,2020-07-05 00:00:00
Paingelix,12.0,92.0,36.0,2020-07-06 00:00:00
Paingelix,9.0,92.0,27.0,2020-07-07 00:00:00
Paingelix,6.0,92.0,21.0,2020-07-08 00:00:00
Paingelix,14.0,92.0,7.0,2020-07-09 00:00:00
Paingelix,13.0,92.0,181.0,2020-07-10 00:00:00
Paingelix,6.0,92.0,175.0,2020-07-11 00:00:00
Paingelix,10.0,92.0,165.0,2020-07-12 00:00:00
Paingelix,3.0,92.0,162.0,2020-07-13 00:00:00
Paingelix,3.0,92.0,159.0,2020-07-14 00:00:00
Paingelix,5.0,92.0,154.0,2020-07-15 00:00:00
Paingelix,7.0,92.0,147.0,2020-07-16 00:00:00
Paingelix,3.0,92.0,144.0,2020-07-17 00:00:00
Paingelix,5.0,92.0,139.0,2020-07-18 00:00:00
Paingelix,14.0,92.0,125.0,2020-07-19 00:00:00
Paingelix,12.0,92.0,113.0,2020-07-20 00:00:00
Paingelix,4.0,92.0,109.0,2020-07-21 00:00:00
Paingelix,5.0,92.0,104.0,2020-07-22 00:00:00
Paingelix,6.0,92.0,98.0,2020-07-23 00:00:00
Paingelix,5.0,92.0,93.0,2020-07-24 00:00:00
Paingelix,9.0,92.0,84.0,2020-07-25 00:00:00
Paingelix,3.0,92.0,81.0,2020-07-26 00:00:00
Paingelix,1.0,92.0,80.0,2020-07-27 00:00:00
Paingelix,5.0,92.0,75.0,2020-07-28 00:00:00
Paingelix,7.0,92.0,68.0,2020-07-29 00:00:00
Paingelix,4.0,92.0,64.0,2020-07-30 00:00:00
Paingelix,9.0,92.0,55.0,2020-07-31 00:00:00
Paingelix,8.0,92.0,47.0,2020-08-01 00:00:00
Paingelix,4.0,92.0,43.0,2020-08-02 00:00:00
Paingelix,5.0,92.0,38.0,2020-08-03 00:00:00
Paingelix,4.0,92.0,34.0,2020-08-04 00:00:00
Paingelix,5.0,92.0,29.0,2020-08-05 00:00:00
Paingelix,6.0,92.0,23.0,2020-08-06 00:00:00
Paingelix,5.0,92.0,18.0,2020-08-07 00:00:00
Paingelix,7.0,92.0,11.0,2020-08-08 00:00:00
Paingelix,8.0,92.0,3.0,2020-08-09 00:00:00
Paingelix,5.0,92.0,86.0,2020-08-10 00:00:00
Paingelix,9.0,92.0,77.0,2020-08-11 00:00:00
Paingelix,7.0,92.0,70.0,2020-08-12 00:00:00
Paingelix,8.0,92.0,62.0,2020-08-13 00:00:00
Paingelix,4.0,92.0,58.0,2020-08-14 00:00:00
Paingelix,6.0,92.0,52.0,2020-08-15 00:00:00
Paingelix,6.0,92.0,46.0,2020-08-16 00:00:00
Paingelix,5.0,92.0,41.0,2020-08-17 00:00:00
Paingelix,7.0,92.0,34.0,2020-08-18 00:00:00
Paingelix,6.0,92.0,28.0,2020-08-19 00:00:00
Paingelix,7.0,92.0,21.0,2020-08-20 00:00:00
Paingelix,14.0,92.0,7.0,2020-08-21 00:00:00
Paingelix,5.0,92.0,90.0,2020-08-22 00:00:00
Paingelix,8.0,92.0,82.0,2020-08-23 00:00:00
Paingelix,11.0,92.0,71.0,2020-08-24 00:00:00
Paingelix,11.0,92.0,60.0,2020-08-25 00:00:00
Paingelix,7.0,92.0,53.0,2020-08-26 00:00:00
Paingelix,6.0,92.0,47.0,2020-08-27 00:00:00
Paingelix,12.0,92.0,35.0,2020-08-28 00:00:00
Paingelix,11.0,92.0,24.0,2020-08-29 00:00:00
Paingelix,15.0,92.0,9.0,2020-08-30 00:00:00
Paingelix,13.0,92.0,194.0,2020-08-31 00:00:00
Paingelix,19.0,92.0,175.0,2020-09-01 00:00:00
Paingelix,7.0,92.0,168.0,2020-09-02 00:00:00
Paingelix,5.0,92.0,163.0,2020-09-03 00:00:00
Paingelix,10.0,92.0,153.0,2020-09-04 00:00:00
Paingelix,11.0,92.0,142.0,2020-09-05 00:00:00
Paingelix,11.0,92.0,131.0,2020-09-06 00:00:00
Paingelix,13.0,92.0,118.0,2020-09-07 00:00:00
Paingelix,6.0,92.0,112.0,2020-09-08 00:00:00
Paingelix,7.0,92.0,105.0,2020-09-09 00:00:00
Paingelix,7.0,92.0,98.0,2020-09-10 00:00:00
Paingelix,11.0,92.0,87.0,2020-09-11 00:00:00
Paingelix,5.0,92.0,82.0,2020-09-12 00:00:00
Paingelix,7.0,92.0,75.0,2020-09-13 00:00:00
Paingelix,10.0,92.0,65.0,2020-09-14 00:00:00
Paingelix,19.0,92.0,46.0,2020-09-15 00:00:00
Paingelix,14.0,92.0,32.0,2020-09-16 00:00:00
Paingelix,6.0,92.0,26.0,2020-09-17 00:00:00
Paingelix,9.0,92.0,17.0,2020-09-18 00:00:00
Paingelix,10.0,92.0,7.0,2020-09-19 00:00:00
Paingelix,7.0,92.0,0.0,2020-09-20 00:00:00
Paingelix,12.0,92.0,230.0,2020-09-21 00:00:00
Paingelix,13.0,92.0,217.0,2020-09-22 00:00:00
Paingelix,11.0,92.0,206.0,2020-09-23 00:00:00
Paingelix,11.0,92.0,195.0,2020-09-24 00:00:00
Paingelix,10.0,92.0,185.0,2020-09-25 00:00:00
Paingelix,10.0,92.0,175.0,2020-09-26 00:00:00
Paingelix,9.0,92.0,166.0,2020-09-27 00:00:00
Paingelix,23.0,92.0,143.0,2020-09-28 00:00:00
Paingelix,10.0,92.0,133.0,2020-09-29 00:00:00
Paingelix,11.0,92.0,122.0,2020-09-30 00:00:00
Paingelix,16.0,92.0,106.0,2020-10-01 00:00:00
Paingelix,8.0,92.0,98.0,2020-10-02 00:00:00
Paingelix,11.0,92.0,87.0,2020-10-03 00:00:00
Paingelix,19.0,92.0,68.0,2020-10-04 00:00:00
Paingelix,8.0,92.0,60.0,2020-10-05 00:00:00
Paingelix,15.0,92.0,45.0,2020-10-06 00:00:00
Paingelix,15.0,92.0,30.0,2020-10-07 00:00:00
Paingelix,8.0,92.0,22.0,2020-10-08 00:00:00
Paingelix,22.0,92.0,0.0,2020-10-09 00:00:00
Paingelix,11.0,92.0,231.0,2020-10-10 00:00:00
Paingelix,13.0,92.0,218.0,2020-10-11 00:00:00
Paingelix,6.0,92.0,212.0,2020-10-12 00:00:00
Paingelix,10.0,92.0,202.0,2020-10-13 00:00:00
Paingelix,10.0,92.0,192.0,2020-10-14 00:00:00
Paingelix,17.0,92.0,175.0,2020-10-15 00:00:00
Paingelix,12.0,92.0,163.0,2020-10-16 00:00:00
Paingelix,14.0,92.0,149.0,2020-10-17 00:00:00
Paingelix,11.0,92.0,138.0,2020-10-18 00:00:00
Paingelix,20.0,92.0,118.0,2020-10-19 00:00:00
Paingelix,11.0,92.0,107.0,2020-10-20 00:00:00
Paingelix,17.0,92.0,90.0,2020-10-21 00:00:00
Paingelix,25.0,92.0,65.0,2020-10-22 00:00:00
Paingelix,13.0,92.0,52.0,2020-10-23 00:00:00
Paingelix,9.0,92.0,43.0,2020-10-24 00:00:00
Paingelix,14.0,92.0,29.0,2020-10-25 00:00:00
Paingelix,16.0,92.0,13.0,2020-10-26 00:00:00
Paingelix,13.0,92.0,0.0,2020-10-27 00:00:00
Paingelix,0.0,92.0,0.0,2020-10-28 00:00:00
Paingelix,21.0,92.0,111.0,2020-10-29 00:00:00
Paingelix,12.0,92.0,99.0,2020-10-30 00:00:00
Paingelix,15.0,92.0,84.0,2020-10-31 00:00:00
Paingelix,16.0,92.0,68.0,2020-11-01 00:00:00
Paingelix,10.0,92.0,58.0,2020-11-02 00:00:00
Paingelix,14.0,92.0,44.0,2020-11-03 00:00:00
Paingelix,13.0,92.0,31.0,2020-11-04 00:00:00
Paingelix,11.0,92.0,20.0,2020-11-05 00:00:00
Paingelix,20.0,92.0,0.0,2020-11-06 00:00:00
Paingelix,0.0,92.0,0.0,2020-11-07 00:00:00
Paingelix,12.0,92.0,274.0,2020-11-08 00:00:00
Paingelix,16.0,92.0,258.0,2020-11-09 00:00:00
Paingelix,16.0,92.0,242.0,2020-11-10 00:00:00
Paingelix,12.0,92.0,230.0,2020-11-11 00:00:00
Paingelix,11.0,92.0,219.0,2020-11-12 00:00:00
Paingelix,27.0,92.0,192.0,2020-11-13 00:00:00
Paingelix,11.0,92.0,181.0,2020-11-14 00:00:00
Paingelix,11.0,92.0,170.0,2020-11-15 00:00:00
Paingelix,16.0,92.0,154.0,2020-11-16 00:00:00
Paingelix,18.0,92.0,136.0,2020-11-17 00:00:00
Paingelix,10.0,92.0,126.0,2020-11-18 00:00:00
Paingelix,16.0,92.0,110.0,2020-11-19 00:00:00
Paingelix,12.0,92.0,98.0,2020-11-20 00:00:00
Paingelix,15.0,92.0,83.0,2020-11-21 00:00:00
Paingelix,17.0,92.0,66.0,2020-11-22 00:00:00
Paingelix,8.0,92.0,58.0,2020-11-23 00:00:00
Paingelix,15.0,92.0,43.0,2020-11-24 00:00:00
Paingelix,29.0,92.0,14.0,2020-11-25 00:00:00
Paingelix,10.0,92.0,4.0,2020-11-26 00:00:00
Paingelix,20.0,92.0,303.0,2020-11-27 00:00:00
Paingelix,18.0,92.0,285.0,2020-11-28 00:00:00
Paingelix,21.0,92.0,264.0,2020-11-29 00:00:00
Paingelix,23.0,92.0,241.0,2020-11-30 00:00:00
Paingelix,12.0,92.0,229.0,2020-12-01 00:00:00
Paingelix,17.0,92.0,212.0,2020-12-02 00:00:00
Paingelix,18.0,92.0,194.0,2020-12-03 00:00:00
Paingelix,15.0,92.0,179.0,2020-12-04 00:00:00
Paingelix,24.0,92.0,155.0,2020-12-05 00:00:00
Paingelix,21.0,92.0,134.0,2020-12-06 00:00:00
Paingelix,8.0,92.0,126.0,2020-12-07 00:00:00
Paingelix,14.0,92.0,112.0,2020-12-08 00:00:00
Paingelix,14.0,92.0,98.0,2020-12-09 00:00:00
Paingelix,17.0,92.0,81.0,2020-12-10 00:00:00
Paingelix,14.0,92.0,67.0,2020-12-11 00:00:00
Paingelix,15.0,92.0,52.0,2020-12-12 00:00:00
Paingelix,27.0,92.0,25.0,2020-12-13 00:00:00
Paingelix,20.0,92.0,5.0,2020-12-14 00:00:00
Paingelix,19.0,92.0,52.0,2020-12-15 00:00:00
Paingelix,13.0,92.0,39.0,2020-12-16 00:00:00
Paingelix,11.0,92.0,28.0,2020-12-17 00:00:00
Paingelix,11.0,92.0,17.0,2020-12-18 00:00:00
Paingelix,17.0,92.0,0.0,2020-12-19 00:00:00
Paingelix,16.0,92.0,193.0,2020-12-20 00:00:00
Paingelix,17.0,92.0,176.0,2020-12-21 00:00:00
Paingelix,21.0,92.0,155.0,2020-12-22 00:00:00
Paingelix,16.0,92.0,139.0,2020-12-23 00:00:00
Paingelix,11.0,92.0,128.0,2020-12-24 00:00:00
Paingelix,14.0,92.0,114.0,2020-12-25 00:00:00
Paingelix,20.0,92.0,94.0,2020-12-26 00:00:00
Paingelix,17.0,92.0,77.0,2020-12-27 00:00:00
Paingelix,8.0,92.0,69.0,2020-12-28 00:00:00
Paingelix,20.0,92.0,49.0,2020-12-29 00:00:00
Paingelix,21.0,92.0,28.0,2020-12-30 00:00:00
Paingelix,22.0,92.0,6.0,2020-12-31 00:00:00
AntifungalY,7.0,59.0,1054.0,2020-01-01 00:00:00
AntifungalY,6.0,59.0,1048.0,2020-01-02 00:00:00
AntifungalY,12.0,59.0,1036.0,2020-01-03 00:00:00
AntifungalY,12.0,59.0,1024.0,2020-01-04 00:00:00
AntifungalY,8.0,59.0,1016.0,2020-01-05 00:00:00
AntifungalY,9.0,59.0,1007.0,2020-01-06 00:00:00
AntifungalY,9.0,59.0,998.0,2020-01-07 00:00:00
AntifungalY,5.0,59.0,993.0,2020-01-08 00:00:00
AntifungalY,11.0,59.0,982.0,2020-01-09 00:00:00
AntifungalY,14.0,59.0,968.0,2020-01-10 00:00:00
AntifungalY,6.0,59.0,962.0,2020-01-11 00:00:00
AntifungalY,4.0,59.0,958.0,2020-01-12 00:00:00
AntifungalY,3.0,59.0,955.0,2020-01-13 00:00:00
AntifungalY,6.0,59.0,949.0,2020-01-14 00:00:00
AntifungalY,4.0,59.0,945.0,2020-01-15 00:00:00
AntifungalY,5.0,59.0,940.0,2020-01-16 00:00:00
AntifungalY,9.0,59.0,931.0,2020-01-17 00:00:00
AntifungalY,13.0,59.0,918.0,2020-01-18 00:00:00
AntifungalY,11.0,59.0,907.0,2020-01-19 00:00:00
AntifungalY,6.0,59.0,901.0,2020-01-20 00:00:00
AntifungalY,12.0,59.0,889.0,2020-01-21 00:00:00
AntifungalY,4.0,59.0,885.0,2020-01-22 00:00:00
AntifungalY,14.0,59.0,871.0,2020-01-23 00:00:00
AntifungalY,18.0,59.0,853.0,2020-01-24 00:00:00
AntifungalY,15.0,59.0,838.0,2020-01-25 00:00:00
AntifungalY,19.0,59.0,819.0,2020-01-26 00:00:00
AntifungalY,5.0,59.0,814.0,2020-01-27 00:00:00
AntifungalY,2.0,59.0,812.0,2020-01-28 00:00:00
AntifungalY,6.0,59.0,806.0,2020-01-29 00:00:00
AntifungalY,9.0,59.0,797.0,2020-01-30 00:00:00
AntifungalY,7.0,59.0,790.0,2020-01-31 00:00:00
AntifungalY,5.0,59.0,785.0,2020-02-01 00:00:00
AntifungalY,9.0,59.0,776.0,2020-02-02 00:00:00
AntifungalY,3.0,59.0,773.0,2020-02-03 00:00:00
AntifungalY,8.0,59.0,765.0,2020-02-04 00:00:00
AntifungalY,7.0,59.0,758.0,2020-02-05 00:00:00
AntifungalY,6.0,59.0,752.0,2020-02-06 00:00:00
AntifungalY,7.0,59.0,745.0,2020-02-07 00:00:00
AntifungalY,9.0,59.0,736.0,2020-02-08 00:00:00
AntifungalY,7.0,59.0,729.0,2020-02-09 00:00:00
AntifungalY,7.0,59.0,722.0,2020-02-10 00:00:00
AntifungalY,5.0,59.0,717.0,2020-02-11 00:00:00
AntifungalY,1.0,59.0,716.0,2020-02-12 00:00:00
AntifungalY,9.0,59.0,707.0,2020-02-13 00:00:00
AntifungalY,6.0,59.0,701.0,2020-02-14 00:00:00
AntifungalY,6.0,59.0,695.0,2020-02-15 00:00:00
AntifungalY,6.0,59.0,689.0,2020-02-16 00:00:00
AntifungalY,13.0,59.0,676.0,2020-02-17 00:00:00
AntifungalY,6.0,59.0,670.0,2020-02-18 00:00:00
AntifungalY,6.0,59.0,664.0,2020-02-19 00:00:00
AntifungalY,5.0,59.0,659.0,2020-02-20 00:00:00
AntifungalY,6.0,59.0,653.0,2020-02-21 00:00:00
AntifungalY,14.0,59.0,639.0,2020-02-22 00:00:00
AntifungalY,7.0,59.0,632.0,2020-02-23 00:00:00
AntifungalY,5.0,59.0,627.0,2020-02-24 00:00:00
AntifungalY,4.0,59.0,623.0,2020-02-25 00:00:00
AntifungalY,15.0,59.0,608.0,2020-02-26 00:00:00
AntifungalY,3.0,59.0,605.0,2020-02-27 00:00:00
AntifungalY,8.0,59.0,597.0,2020-02-28 00:00:00
AntifungalY,8.0,59.0,589.0,2020-02-29 00:00:00
AntifungalY,4.0,59.0,585.0,2020-03-01 00:00:00
AntifungalY,4.0,59.0,581.0,2020-03-02 00:00:00
AntifungalY,7.0,59.0,574.0,2020-03-03 00:00:00
AntifungalY,15.0,59.0,559.0,2020-03-04 00:00:00
AntifungalY,5.0,59.0,554.0,2020-03-05 00:00:00
AntifungalY,16.0,59.0,538.0,2020-03-06 00:00:00
AntifungalY,11.0,59.0,527.0,2020-03-07 00:00:00
AntifungalY,15.0,59.0,512.0,2020-03-08 00:00:00
AntifungalY,7.0,59.0,505.0,2020-03-09 00:00:00
AntifungalY,5.0,59.0,500.0,2020-03-10 00:00:00
AntifungalY,5.0,59.0,495.0,2020-03-11 00:00:00
AntifungalY,6.0,59.0,489.0,2020-03-12 00:00:00
AntifungalY,8.0,59.0,481.0,2020-03-13 00:00:00
AntifungalY,2.0,59.0,479.0,2020-03-14 00:00:00
AntifungalY,7.0,59.0,472.0,2020-03-15 00:00:00
AntifungalY,7.0,59.0,465.0,2020-03-16 00:00:00
AntifungalY,11.0,59.0,454.0,2020-03-17 00:00:00
AntifungalY,9.0,59.0,445.0,2020-03-18 00:00:00
AntifungalY,4.0,59.0,441.0,2020-03-19 00:00:00
AntifungalY,8.0,59.0,433.0,2020-03-20 00:00:00
AntifungalY,12.0,59.0,421.0,2020-03-21 00:00:00
