Date,SKU,Demand,real/pred,decomposition,prediction_type,Dataset
2020-10-02 00:00:00,dog-safety-vest,1178.0,real,,,
2020-10-02 00:00:00,large-dog-apparel,1387.0,real,,,
2020-10-02 00:00:00,small-dog-apparel,1422.0,real,,,
2020-10-03 00:00:00,small-dog-apparel,1361.0,real,,,
2020-10-03 00:00:00,dog-blue-harness,1740.0,real,,,
2020-10-03 00:00:00,dog-safety-vest,1142.0,real,,,
2020-10-03 00:00:00,large-dog-apparel,1255.0,real,,,
2020-10-04 00:00:00,dog-safety-vest,1419.0,real,,,
2020-10-04 00:00:00,large-dog-apparel,1427.0,real,,,
2020-10-04 00:00:00,dog-blue-harness,1618.0,real,,,
2020-10-04 00:00:00,small-dog-apparel,1382.0,real,,,
2020-10-05 00:00:00,small-dog-apparel,1276.0,real,,,
2020-10-05 00:00:00,large-dog-apparel,1493.0,real,,,
2020-10-05 00:00:00,dog-blue-harness,1678.0,real,,,
2020-10-05 00:00:00,dog-safety-vest,1525.0,real,,,
2020-10-06 00:00:00,dog-blue-harness,1467.0,real,,,
2020-10-06 00:00:00,dog-safety-vest,1745.0,real,,,
2020-10-06 00:00:00,large-dog-apparel,1621.0,real,,,
2020-10-06 00:00:00,small-dog-apparel,1563.0,real,,,
2020-10-07 00:00:00,dog-blue-harness,1830.0,real,,,
2020-10-07 00:00:00,dog-safety-vest,1451.0,real,,,
2020-10-07 00:00:00,large-dog-apparel,1532.0,real,,,
2020-10-07 00:00:00,small-dog-apparel,1577.0,real,,,
2020-10-08 00:00:00,small-dog-apparel,1473.0,real,,,
2020-10-08 00:00:00,large-dog-apparel,1361.0,real,,,
2020-10-08 00:00:00,dog-blue-harness,1519.0,real,,,
2020-10-08 00:00:00,dog-safety-vest,1070.0,real,,,
2020-10-09 00:00:00,dog-blue-harness,1803.0,real,,,
2020-10-09 00:00:00,dog-safety-vest,1473.0,real,,,
2020-10-09 00:00:00,large-dog-apparel,1342.0,real,,,
2020-10-09 00:00:00,small-dog-apparel,1526.0,real,,,
2020-10-10 00:00:00,small-dog-apparel,1404.0,real,,,
2020-10-10 00:00:00,large-dog-apparel,1204.0,real,,,
2020-10-10 00:00:00,dog-blue-harness,1457.0,real,,,
2020-10-10 00:00:00,dog-safety-vest,1212.0,real,,,
2020-10-11 00:00:00,dog-blue-harness,1480.0,real,,,
2020-10-11 00:00:00,dog-safety-vest,1214.0,real,,,
2020-10-11 00:00:00,large-dog-apparel,1365.0,real,,,
2020-10-11 00:00:00,small-dog-apparel,1180.0,real,,,
2020-10-12 00:00:00,dog-blue-harness,1777.0,real,,,
2020-10-12 00:00:00,dog-safety-vest,1429.0,real,,,
2020-10-12 00:00:00,large-dog-apparel,1443.0,real,,,
2020-10-12 00:00:00,small-dog-apparel,1586.0,real,,,
2020-10-13 00:00:00,dog-blue-harness,1781.0,real,,,
2020-10-13 00:00:00,dog-safety-vest,1516.0,real,,,
2020-10-13 00:00:00,large-dog-apparel,1372.0,real,,,
2020-10-13 00:00:00,small-dog-apparel,1343.0,real,,,
2020-10-14 00:00:00,small-dog-apparel,1335.0,real,,,
2020-10-14 00:00:00,large-dog-apparel,1582.0,real,,,
2020-10-14 00:00:00,dog-blue-harness,1932.0,real,,,
2020-10-14 00:00:00,dog-safety-vest,1595.0,real,,,
2020-10-15 00:00:00,dog-blue-harness,1601.0,real,,,
2020-10-15 00:00:00,dog-safety-vest,1377.0,real,,,
2020-10-15 00:00:00,large-dog-apparel,1425.0,real,,,
2020-10-15 00:00:00,small-dog-apparel,1589.0,real,,,
2020-10-16 00:00:00,dog-blue-harness,1689.0,real,,,
2020-10-16 00:00:00,dog-safety-vest,1294.0,real,,,
2020-10-16 00:00:00,large-dog-apparel,1523.0,real,,,
2020-10-16 00:00:00,small-dog-apparel,1426.0,real,,,
2020-10-17 00:00:00,small-dog-apparel,1140.0,real,,,
2020-10-17 00:00:00,dog-blue-harness,1389.0,real,,,
2020-10-17 00:00:00,dog-safety-vest,1293.0,real,,,
2020-10-17 00:00:00,large-dog-apparel,1220.0,real,,,
2020-10-18 00:00:00,small-dog-apparel,1397.0,real,,,
2020-10-18 00:00:00,large-dog-apparel,1480.0,real,,,
2020-10-18 00:00:00,dog-blue-harness,1641.0,real,,,
2020-10-18 00:00:00,dog-safety-vest,1216.0,real,,,
2020-10-19 00:00:00,dog-blue-harness,1665.0,real,,,
2020-10-19 00:00:00,dog-safety-vest,1411.0,real,,,
2020-10-19 00:00:00,large-dog-apparel,1546.0,real,,,
2020-10-19 00:00:00,small-dog-apparel,1509.0,real,,,
2020-10-20 00:00:00,small-dog-apparel,1537.0,real,,,
2020-10-20 00:00:00,dog-blue-harness,1404.0,real,,,
2020-10-20 00:00:00,dog-safety-vest,1411.0,real,,,
2020-10-20 00:00:00,large-dog-apparel,1184.0,real,,,
2020-10-21 00:00:00,large-dog-apparel,1361.0,real,,,
2020-10-21 00:00:00,small-dog-apparel,1523.0,real,,,
2020-10-21 00:00:00,dog-blue-harness,1733.0,real,,,
2020-10-21 00:00:00,dog-safety-vest,1374.0,real,,,
2020-10-22 00:00:00,small-dog-apparel,1526.0,real,,,
2020-10-22 00:00:00,large-dog-apparel,1401.0,real,,,
2020-10-22 00:00:00,dog-safety-vest,1382.0,real,,,
2020-10-22 00:00:00,dog-blue-harness,1760.0,real,,,
2020-10-23 00:00:00,dog-blue-harness,1758.0,real,,,
2020-10-23 00:00:00,dog-safety-vest,1372.0,real,,,
2020-10-23 00:00:00,large-dog-apparel,1259.0,real,,,
2020-10-23 00:00:00,small-dog-apparel,1403.0,real,,,
2020-10-24 00:00:00,dog-blue-harness,1670.0,real,,,
2020-10-24 00:00:00,dog-safety-vest,1241.0,real,,,
2020-10-24 00:00:00,large-dog-apparel,1448.0,real,,,
2020-10-24 00:00:00,small-dog-apparel,1457.0,real,,,
2020-10-25 00:00:00,dog-blue-harness,1484.0,real,,,
2020-10-25 00:00:00,dog-safety-vest,1351.0,real,,,
2020-10-25 00:00:00,large-dog-apparel,1207.0,real,,,
2020-10-25 00:00:00,small-dog-apparel,1452.0,real,,,
2020-10-26 00:00:00,small-dog-apparel,1607.0,real,,,
2020-10-26 00:00:00,large-dog-apparel,1578.0,real,,,
2020-10-26 00:00:00,dog-blue-harness,1713.0,real,,,
2020-10-26 00:00:00,dog-safety-vest,1284.0,real,,,
2020-10-27 00:00:00,dog-blue-harness,1737.0,real,,,
2020-10-27 00:00:00,dog-safety-vest,1435.0,real,,,
2020-10-27 00:00:00,large-dog-apparel,1041.0,real,,,
2020-10-27 00:00:00,small-dog-apparel,1336.0,real,,,
2020-10-28 00:00:00,dog-blue-harness,1584.0,real,,,
2020-10-28 00:00:00,dog-safety-vest,1528.0,real,,,
2020-10-28 00:00:00,large-dog-apparel,1686.0,real,,,
2020-10-28 00:00:00,small-dog-apparel,1433.0,real,,,
2020-10-29 00:00:00,dog-blue-harness,1728.0,real,,,
2020-10-29 00:00:00,dog-safety-vest,1382.0,real,,,
2020-10-29 00:00:00,large-dog-apparel,1344.0,real,,,
2020-10-29 00:00:00,small-dog-apparel,1731.0,real,,,
2020-10-30 00:00:00,large-dog-apparel,1378.0,real,,,
2020-10-30 00:00:00,small-dog-apparel,1461.0,real,,,
2020-10-30 00:00:00,dog-safety-vest,1452.0,real,,,
2020-10-30 00:00:00,dog-blue-harness,1563.0,real,,,
2020-10-31 00:00:00,dog-blue-harness,1616.0,real,,,
2020-10-31 00:00:00,dog-safety-vest,1243.0,real,,,
2020-10-31 00:00:00,large-dog-apparel,1421.0,real,,,
2020-10-31 00:00:00,small-dog-apparel,1237.0,real,,,
2020-11-01 00:00:00,dog-blue-harness,1523.0,real,,,
2020-11-01 00:00:00,dog-safety-vest,1340.0,real,,,
2020-11-01 00:00:00,large-dog-apparel,1025.0,real,,,
2020-11-01 00:00:00,small-dog-apparel,1402.0,real,,,
2020-11-02 00:00:00,small-dog-apparel,1405.0,real,,,
2020-11-02 00:00:00,large-dog-apparel,1200.0,real,,,
2020-11-02 00:00:00,dog-safety-vest,1530.0,real,,,
2020-11-02 00:00:00,dog-blue-harness,1691.0,real,,,
2020-11-03 00:00:00,dog-blue-harness,1766.0,real,,,
2020-11-03 00:00:00,dog-safety-vest,1533.0,real,,,
2020-11-03 00:00:00,large-dog-apparel,1638.0,real,,,
2020-11-03 00:00:00,small-dog-apparel,1436.0,real,,,
2020-11-04 00:00:00,dog-blue-harness,1545.0,real,,,
2020-11-04 00:00:00,dog-safety-vest,1551.0,real,,,
2020-11-04 00:00:00,large-dog-apparel,1595.0,real,,,
2020-11-04 00:00:00,small-dog-apparel,1675.0,real,,,
2020-11-05 00:00:00,large-dog-apparel,1524.0,real,,,
2020-11-05 00:00:00,small-dog-apparel,1558.0,real,,,
2020-11-05 00:00:00,dog-blue-harness,1690.0,real,,,
2020-11-05 00:00:00,dog-safety-vest,1357.0,real,,,
2020-11-06 00:00:00,large-dog-apparel,1450.0,real,,,
2020-11-06 00:00:00,small-dog-apparel,1258.0,real,,,
2020-11-06 00:00:00,dog-blue-harness,1521.0,real,,,
2020-11-06 00:00:00,dog-safety-vest,1496.0,real,,,
2020-11-07 00:00:00,large-dog-apparel,1178.0,real,,,
2020-11-07 00:00:00,small-dog-apparel,1345.0,real,,,
2020-11-07 00:00:00,dog-blue-harness,1565.0,real,,,
2020-11-07 00:00:00,dog-safety-vest,1346.0,real,,,
2020-11-08 00:00:00,small-dog-apparel,1374.0,real,,,
2020-11-08 00:00:00,large-dog-apparel,896.0,real,,,
2020-11-08 00:00:00,dog-safety-vest,1171.0,real,,,
2020-11-08 00:00:00,dog-blue-harness,1702.0,real,,,
2020-11-09 00:00:00,dog-blue-harness,1570.0,real,,,
2020-11-09 00:00:00,dog-safety-vest,1480.0,real,,,
2020-11-09 00:00:00,large-dog-apparel,1319.0,real,,,
2020-11-09 00:00:00,small-dog-apparel,1532.0,real,,,
2020-11-10 00:00:00,dog-blue-harness,1687.0,real,,,
2020-11-10 00:00:00,dog-safety-vest,1534.0,real,,,
2020-11-10 00:00:00,large-dog-apparel,1318.0,real,,,
2020-11-10 00:00:00,small-dog-apparel,1656.0,real,,,
2020-11-11 00:00:00,dog-blue-harness,1892.0,real,,,
2020-11-11 00:00:00,dog-safety-vest,1708.0,real,,,
2020-11-11 00:00:00,large-dog-apparel,1660.0,real,,,
2020-11-11 00:00:00,small-dog-apparel,1400.0,real,,,
2020-11-12 00:00:00,small-dog-apparel,1600.0,real,,,
2020-11-12 00:00:00,large-dog-apparel,1531.0,real,,,
2020-11-12 00:00:00,dog-safety-vest,1635.0,real,,,
2020-11-12 00:00:00,dog-blue-harness,1819.0,real,,,
2020-11-13 00:00:00,dog-blue-harness,1365.0,real,,,
2020-11-13 00:00:00,dog-safety-vest,1466.0,real,,,
2020-11-13 00:00:00,large-dog-apparel,1373.0,real,,,
2020-11-13 00:00:00,small-dog-apparel,1367.0,real,,,
2020-11-14 00:00:00,dog-blue-harness,1293.0,real,,,
2020-11-14 00:00:00,dog-safety-vest,1317.0,real,,,
2020-11-14 00:00:00,large-dog-apparel,1344.0,real,,,
2020-11-14 00:00:00,small-dog-apparel,1393.0,real,,,
2020-11-15 00:00:00,dog-blue-harness,1269.0,real,,,
2020-11-15 00:00:00,dog-safety-vest,1321.0,real,,,
2020-11-15 00:00:00,large-dog-apparel,1300.0,real,,,
2020-11-15 00:00:00,small-dog-apparel,1318.0,real,,,
2020-11-16 00:00:00,large-dog-apparel,1294.0,real,,,
2020-11-16 00:00:00,small-dog-apparel,1328.0,real,,,
2020-11-16 00:00:00,dog-blue-harness,1642.0,real,,,
2020-11-16 00:00:00,dog-safety-vest,1399.0,real,,,
2020-11-17 00:00:00,dog-blue-harness,1605.0,real,,,
2020-11-17 00:00:00,dog-safety-vest,1481.0,real,,,
2020-11-17 00:00:00,large-dog-apparel,1503.0,real,,,
2020-11-17 00:00:00,small-dog-apparel,1631.0,real,,,
2020-11-18 00:00:00,dog-blue-harness,1704.0,real,,,
2020-11-18 00:00:00,dog-safety-vest,1327.0,real,,,
2020-11-18 00:00:00,large-dog-apparel,1263.0,real,,,
2020-11-18 00:00:00,small-dog-apparel,1538.0,real,,,
2020-11-19 00:00:00,dog-blue-harness,1656.0,real,,,
2020-11-19 00:00:00,dog-safety-vest,1392.0,real,,,
2020-11-19 00:00:00,large-dog-apparel,1122.0,real,,,
2020-11-19 00:00:00,small-dog-apparel,1590.0,real,,,
2020-11-20 00:00:00,large-dog-apparel,1350.0,real,,,
2020-11-20 00:00:00,small-dog-apparel,1479.0,real,,,
2020-11-20 00:00:00,dog-blue-harness,1648.0,real,,,
2020-11-20 00:00:00,dog-safety-vest,1183.0,real,,,
2020-11-21 00:00:00,dog-blue-harness,1596.0,real,,,
2020-11-21 00:00:00,dog-safety-vest,1243.0,real,,,
2020-11-21 00:00:00,large-dog-apparel,1057.0,real,,,
2020-11-21 00:00:00,small-dog-apparel,1099.0,real,,,
2020-11-22 00:00:00,large-dog-apparel,1149.0,real,,,
2020-11-22 00:00:00,small-dog-apparel,1135.0,real,,,
2020-11-22 00:00:00,dog-blue-harness,1535.0,real,,,
2020-11-22 00:00:00,dog-safety-vest,1352.0,real,,,
2020-11-23 00:00:00,dog-blue-harness,1434.0,real,,,
2020-11-23 00:00:00,dog-safety-vest,1313.0,real,,,
2020-11-23 00:00:00,large-dog-apparel,1447.0,real,,,
2020-11-23 00:00:00,small-dog-apparel,1505.0,real,,,
2020-11-24 00:00:00,dog-blue-harness,1768.0,real,,,
2020-11-24 00:00:00,dog-safety-vest,1460.0,real,,,
2020-11-24 00:00:00,large-dog-apparel,1399.0,real,,,
2020-11-24 00:00:00,small-dog-apparel,1366.0,real,,,
2020-11-25 00:00:00,small-dog-apparel,1543.0,real,,,
2020-11-25 00:00:00,large-dog-apparel,1499.0,real,,,
2020-11-25 00:00:00,dog-safety-vest,1554.0,real,,,
2020-11-25 00:00:00,dog-blue-harness,1639.0,real,,,
2020-11-26 00:00:00,dog-blue-harness,1824.0,real,,,
2020-11-26 00:00:00,dog-safety-vest,1535.0,real,,,
2020-11-26 00:00:00,large-dog-apparel,1373.0,real,,,
2020-11-26 00:00:00,small-dog-apparel,1501.0,real,,,
2020-11-27 00:00:00,dog-blue-harness,1619.0,real,,,
2020-11-27 00:00:00,dog-safety-vest,1243.0,real,,,
2020-11-27 00:00:00,large-dog-apparel,1395.0,real,,,
2020-11-27 00:00:00,small-dog-apparel,1496.0,real,,,
2020-11-28 00:00:00,dog-blue-harness,1293.0,real,,,
2020-11-28 00:00:00,dog-safety-vest,1090.0,real,,,
2020-11-28 00:00:00,large-dog-apparel,1332.0,real,,,
2020-11-28 00:00:00,small-dog-apparel,1354.0,real,,,
2020-11-29 00:00:00,small-dog-apparel,1417.0,real,,,
2020-11-29 00:00:00,large-dog-apparel,1136.0,real,,,
2020-11-29 00:00:00,dog-safety-vest,1174.0,real,,,
2020-11-29 00:00:00,dog-blue-harness,1535.0,real,,,
2020-11-30 00:00:00,dog-blue-harness,1524.0,real,,,
2020-11-30 00:00:00,dog-safety-vest,1526.0,real,,,
2020-11-30 00:00:00,large-dog-apparel,1237.0,real,,,
2020-11-30 00:00:00,small-dog-apparel,1290.0,real,,,
2020-12-01 00:00:00,dog-blue-harness,1757.0,real,,,
2020-12-01 00:00:00,dog-safety-vest,1746.0,real,,,
2020-12-01 00:00:00,large-dog-apparel,1479.0,real,,,
2020-12-01 00:00:00,small-dog-apparel,1607.0,real,,,
2020-12-02 00:00:00,dog-blue-harness,1713.0,real,,,
2020-12-02 00:00:00,dog-safety-vest,1642.0,real,,,
2020-12-02 00:00:00,large-dog-apparel,1846.0,real,,,
2020-12-02 00:00:00,small-dog-apparel,1478.0,real,,,
2020-12-03 00:00:00,large-dog-apparel,1862.0,real,,,
2020-12-03 00:00:00,small-dog-apparel,1587.0,real,,,
2020-12-03 00:00:00,dog-blue-harness,2001.0,real,,,
2020-12-03 00:00:00,dog-safety-vest,1534.0,real,,,
2020-12-04 00:00:00,dog-blue-harness,1884.0,real,,,
2020-12-04 00:00:00,dog-safety-vest,1698.0,real,,,
2020-12-04 00:00:00,large-dog-apparel,1574.0,real,,,
2020-12-04 00:00:00,small-dog-apparel,1609.0,real,,,
2020-12-05 00:00:00,dog-blue-harness,1518.0,real,,,
2020-12-05 00:00:00,dog-safety-vest,1606.0,real,,,
2020-12-05 00:00:00,large-dog-apparel,1261.0,real,,,
2020-12-05 00:00:00,small-dog-apparel,1422.0,real,,,
2020-12-06 00:00:00,dog-blue-harness,1511.0,real,,,
2020-12-06 00:00:00,dog-safety-vest,1486.0,real,,,
2020-12-06 00:00:00,large-dog-apparel,1248.0,real,,,
2020-12-06 00:00:00,small-dog-apparel,1424.0,real,,,
2020-12-07 00:00:00,large-dog-apparel,1610.0,real,,,
2020-12-07 00:00:00,small-dog-apparel,1520.0,real,,,
2020-12-07 00:00:00,dog-blue-harness,1582.0,real,,,
2020-12-07 00:00:00,dog-safety-vest,1581.0,real,,,
2020-12-08 00:00:00,dog-blue-harness,1880.0,real,,,
2020-12-08 00:00:00,dog-safety-vest,1743.0,real,,,
2020-12-08 00:00:00,large-dog-apparel,1336.0,real,,,
2020-12-08 00:00:00,small-dog-apparel,1695.0,real,,,
2020-12-09 00:00:00,large-dog-apparel,1665.0,real,,,
2020-12-09 00:00:00,small-dog-apparel,1699.0,real,,,
2020-12-09 00:00:00,dog-blue-harness,1935.0,real,,,
2020-12-09 00:00:00,dog-safety-vest,1584.0,real,,,
2020-12-10 00:00:00,dog-blue-harness,1858.0,real,,,
2020-12-10 00:00:00,dog-safety-vest,1852.0,real,,,
2020-12-10 00:00:00,large-dog-apparel,1674.0,real,,,
2020-12-10 00:00:00,small-dog-apparel,1723.0,real,,,
2020-12-11 00:00:00,small-dog-apparel,1568.0,real,,,
2020-12-11 00:00:00,dog-blue-harness,1612.0,real,,,
2020-12-11 00:00:00,dog-safety-vest,1560.0,real,,,
2020-12-11 00:00:00,large-dog-apparel,1593.0,real,,,
2020-12-12 00:00:00,small-dog-apparel,1539.0,real,,,
2020-12-12 00:00:00,large-dog-apparel,1473.0,real,,,
2020-12-12 00:00:00,dog-safety-vest,1375.0,real,,,
2020-12-12 00:00:00,dog-blue-harness,1518.0,real,,,
2020-12-13 00:00:00,dog-blue-harness,1491.0,real,,,
2020-12-13 00:00:00,dog-safety-vest,1412.0,real,,,
2020-12-13 00:00:00,large-dog-apparel,1644.0,real,,,
2020-12-13 00:00:00,small-dog-apparel,1407.0,real,,,
2020-12-14 00:00:00,dog-blue-harness,1994.0,real,,,
2020-12-14 00:00:00,dog-safety-vest,1541.0,real,,,
2020-12-14 00:00:00,large-dog-apparel,1499.0,real,,,
2020-12-14 00:00:00,small-dog-apparel,1526.0,real,,,
2020-12-15 00:00:00,dog-blue-harness,1786.0,real,,,
2020-12-15 00:00:00,dog-safety-vest,1721.0,real,,,
2020-12-15 00:00:00,large-dog-apparel,1450.0,real,,,
2020-12-15 00:00:00,small-dog-apparel,1648.0,real,,,
2020-12-16 00:00:00,small-dog-apparel,1783.0,real,,,
2020-12-16 00:00:00,large-dog-apparel,1583.0,real,,,
2020-12-16 00:00:00,dog-safety-vest,1729.0,real,,,
2020-12-16 00:00:00,dog-blue-harness,1960.0,real,,,
2020-12-17 00:00:00,dog-blue-harness,1943.0,real,,,
2020-12-17 00:00:00,dog-safety-vest,1511.0,real,,,
2020-12-17 00:00:00,large-dog-apparel,1635.0,real,,,
2020-12-17 00:00:00,small-dog-apparel,1669.0,real,,,
2020-12-18 00:00:00,dog-blue-harness,1593.0,real,,,
2020-12-18 00:00:00,dog-safety-vest,1744.0,real,,,
2020-12-18 00:00:00,large-dog-apparel,1611.0,real,,,
