Title_left,Description_left,Units sold_left,Price (USD)_left,Channel_left,Supplier_left,ID_right,Name_right,Units sold_right,Price (EUR)_right,Channel_right,Supplier_right,Matched,Indicator,Match Score
Bronchosafe,Premium home appliance designed for respiratory wellness,90.0,599.99,Online Store,Bayer,23456,Cutting-Edge Home Appliance Engineered for Optimal Respiratory Well-being,90,599.99,Online Store,Bayer,True,Match,0.99
Bronchosafe,Premium home appliance designed for respiratory wellness,70.0,699.99,Online Store,Merck,21098,Skin Vitality Enhancer for a Radiant and Healthy Complexion,170,44.99,Chain Store,Merck,True,Match,1.0
Bronchosafe,Premium home appliance designed for respiratory wellness,50.0,799.99,Chain Store,Merck,23456,Cutting-Edge Home Appliance Engineered for Optimal Respiratory Well-being,50,799.99,Chain Store,Merck,True,Match,1.0
Cancerend,Innovative cancer management device for personalized care,60.0,129.99,Chain Store,Bayer,87654,Personalized Cancer Management Device for Innovative Treatment,50,149.99,Online Store,Pfizer,True,Match,1.0
Cancerend,Innovative cancer management device for personalized care,70.0,129.99,Retail Store,Pfizer,87654,Personalized Cancer Management Device for Innovative Treatment,30,159.99,Chain Store,Merck,True,Match,0.994
Cancerend,Innovative cancer management device for personalized care,50.0,149.99,Online Store,Pfizer,87654,Personalized Cancer Management Device for Innovative Treatment,60,129.99,Chain Store,Bayer,True,Match,1.0
Cancerend,Innovative cancer management device for personalized care,30.0,159.99,Chain Store,Merck,87654,Personalized Cancer Management Device for Innovative Treatment,20,169.99,Online Store,Merck,True,Match,1.0
Cancerend,Innovative cancer management device for personalized care,20.0,169.99,Online Store,Merck,87654,Personalized Cancer Management Device for Innovative Treatment,30,159.99,Chain Store,Merck,True,Match,1.0
Cardioplus,Advanced cardiac health monitoring with sleek design,220.0,19.99,Online Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,120,39.99,Chain Store,Pfizer,True,Match,1.0
Cardioplus,Advanced cardiac health monitoring with sleek design,200.0,19.99,Retail Store,Merck,78901,Sleek Design for Advanced Cardiac Health Monitoring,120,39.99,Chain Store,Pfizer,True,Match,0.994
Cardioplus,Advanced cardiac health monitoring with sleek design,180.0,24.99,Chain Store,Bayer,78901,Sleek Design for Advanced Cardiac Health Monitoring,160,29.99,Online Store,Bayer,True,Match,1.0
Cardioplus,Advanced cardiac health monitoring with sleek design,160.0,29.99,Online Store,Bayer,78901,Sleek Design for Advanced Cardiac Health Monitoring,180,24.99,Chain Store,Bayer,True,Match,1.0
Cardioplus,Advanced cardiac health monitoring with sleek design,140.0,34.99,Retail Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,180,24.99,Chain Store,Bayer,True,Match,0.994
Cardioplus,Advanced cardiac health monitoring with sleek design,120.0,39.99,Chain Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,220,19.99,Online Store,Pfizer,True,Match,1.0
Cardiox,Smart Health Monitor,130.0,149.99,Online Store,Pfizer,98765,Next-Level Health Monitoring with the Smart Health Monitor,100,159.99,Online Store,Merck,True,Match,1.0
Cardiox,Smart Health Monitor,120.0,149.99,Chain Store,Merck,98765,Next-Level Health Monitoring with the Smart Health Monitor,80,179.99,Online Store,Bayer,True,Match,1.0
Cardiox,Smart Health Monitor,110.0,149.99,Retail Store,Bayer,98765,Next-Level Health Monitoring with the Smart Health Monitor,90,169.99,Chain Store,Pfizer,True,Match,0.994
Cardiox,Smart Health Monitor,100.0,159.99,Online Store,Merck,98765,Next-Level Health Monitoring with the Smart Health Monitor,120,149.99,Chain Store,Merck,True,Match,1.0
Cardiox,Smart Health Monitor,90.0,169.99,Chain Store,Pfizer,98765,Next-Level Health Monitoring with the Smart Health Monitor,130,149.99,Online Store,Pfizer,True,Match,1.0
Cardiox,Smart Health Monitor,80.0,179.99,Online Store,Bayer,98765,Next-Level Health Monitoring with the Smart Health Monitor,90,169.99,Chain Store,Pfizer,True,Match,1.0
Dermacil,Advanced Dermatology System,90.0,79.99,Online Store,Pfizer,54321,Revolutionary Dermatology System for Advanced Skin Care,40,109.99,Chain Store,Merck,True,Match,1.0
Dermacil,Advanced Dermatology System,80.0,79.99,Retail Store,Merck,54321,Revolutionary Dermatology System for Advanced Skin Care,40,109.99,Chain Store,Merck,True,Match,0.99
Dermacil,Advanced Dermatology System,70.0,79.99,Chain Store,Bayer,54321,Revolutionary Dermatology System for Advanced Skin Care,40,109.99,Chain Store,Merck,True,Match,0.99
Dermacil,Advanced Dermatology System,60.0,89.99,Online Store,Bayer,54321,Revolutionary Dermatology System for Advanced Skin Care,40,109.99,Chain Store,Merck,True,Match,1.0
Dermacil,Advanced Dermatology System,50.0,99.99,Retail Store,Merck,54321,Revolutionary Dermatology System for Advanced Skin Care,50,99.99,Retail Store,Merck,True,Match,0.9425
Dermacil,Advanced Dermatology System,40.0,109.99,Chain Store,Merck,54321,Revolutionary Dermatology System for Advanced Skin Care,60,89.99,Online Store,Bayer,True,Match,1.0
Dermaglow,Skin Vitality Enhancer,190.0,39.99,Retail Store,Bayer,21098,Skin Vitality Enhancer for a Radiant and Healthy Complexion,170,44.99,Chain Store,Merck,True,Match,0.994
Dermaglow,Skin Vitality Enhancer,180.0,39.99,Online Store,Pfizer,56789,Stylish Antifungal Fashion Accessory for Enhanced Skin Care,80,69.99,Chain Store,Pfizer,True,Match,1.0
Dermaglow,Skin Vitality Enhancer,170.0,44.99,Chain Store,Merck,21098,Skin Vitality Enhancer for a Radiant and Healthy Complexion,150,54.99,Online Store,Bayer,True,Match,0.9966666666666666
Dermaglow,Skin Vitality Enhancer,160.0,49.99,Retail Store,Merck,21098,Skin Vitality Enhancer for a Radiant and Healthy Complexion,170,44.99,Chain Store,Merck,True,Match,0.99
Dermaglow,Skin Vitality Enhancer,150.0,54.99,Online Store,Bayer,87654,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",50,89.99,Chain Store,Bayer,True,Match,1.0
Dermaglow,Skin Vitality Enhancer,140.0,59.99,Retail Store,Pfizer,21098,Skin Vitality Enhancer for a Radiant and Healthy Complexion,170,44.99,Chain Store,Merck,True,Match,0.994
Diabecheck,Glucose Monitoring Kit,100.0,69.99,Retail Store,Bayer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,100,129.99,Retail Store,Bayer,True,Match,0.99
Diabecheck,Glucose Monitoring Kit,110.0,69.99,Online Store,Pfizer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,110,129.99,Chain Store,Merck,True,Match,0.988
Diabecheck,Glucose Monitoring Kit,120.0,74.99,Chain Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,220,19.99,Online Store,Pfizer,True,Match,1.0
Diabecheck,Glucose Monitoring Kit,130.0,79.99,Retail Store,Bayer,98765,Next-Level Health Monitoring with the Smart Health Monitor,90,169.99,Chain Store,Pfizer,True,Match,0.9700000000000002
Diabecheck,Glucose Monitoring Kit,140.0,84.99,Online Store,Bayer,21098,Boosting the Immune System with Immunoboost Support,140,59.99,Chain Store,Bayer,True,Match,1.0
Diabecheck,Glucose Monitoring Kit,150.0,89.99,Chain Store,Merck,21098,"Unleash cognitive potential with innovative technology for a sharper, more focused mind.",150,139.99,Online Store,Merck,True,Match,1.0
Diabetrol,Insulin Management Device,120.0,129.99,Online Store,Pfizer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,80,149.99,Chain Store,Pfizer,True,Match,1.0
Diabetrol,Insulin Management Device,110.0,129.99,Chain Store,Merck,23456,State-of-the-Art Insulin Management Device for Diabetes Care,90,139.99,Online Store,Merck,True,Match,1.0
Diabetrol,Insulin Management Device,100.0,129.99,Retail Store,Bayer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,80,149.99,Chain Store,Pfizer,True,Match,0.994
Diabetrol,Insulin Management Device,90.0,139.99,Online Store,Merck,23456,State-of-the-Art Insulin Management Device for Diabetes Care,110,129.99,Chain Store,Merck,True,Match,1.0
Diabetrol,Insulin Management Device,80.0,149.99,Chain Store,Pfizer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,120,129.99,Online Store,Pfizer,True,Match,1.0
Diabetrol,Insulin Management Device,70.0,159.99,Retail Store,Pfizer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,110,129.99,Chain Store,Merck,True,Match,0.994
Fungistop,Anti-Fungal Therapy Device,70.0,89.99,Retail Store,Bayer,78901,Advanced Device for Effective Anti-Fungal Therapy,100,94.99,Retail Store,Merck,True,Match,0.99
Fungistop,Anti-Fungal Therapy Device,80.0,89.99,Online Store,Pfizer,78901,Advanced Device for Effective Anti-Fungal Therapy,120,104.99,Chain Store,Bayer,True,Match,1.0
Fungistop,Anti-Fungal Therapy Device,90.0,89.99,Chain Store,Merck,23456,State-of-the-Art Insulin Management Device for Diabetes Care,90,139.99,Online Store,Merck,True,Match,1.0
Fungistop,Anti-Fungal Therapy Device,100.0,94.99,Retail Store,Merck,78901,Advanced Device for Effective Anti-Fungal Therapy,120,104.99,Chain Store,Bayer,True,Match,0.994
Fungistop,Anti-Fungal Therapy Device,110.0,99.99,Online Store,Bayer,23456,State-of-the-Art Insulin Management Device for Diabetes Care,110,129.99,Chain Store,Merck,True,Match,0.9671666666666668
Fungistop,Anti-Fungal Therapy Device,120.0,104.99,Chain Store,Bayer,78901,Advanced Device for Effective Anti-Fungal Therapy,80,89.99,Online Store,Pfizer,True,Match,1.0
Hepafix,Liver Health Optimizer,80.0,119.99,Online Store,Pfizer,87654,Optimizing Liver Health with the Hepafix Solution,40,139.99,Chain Store,Pfizer,True,Match,1.0
Hepafix,Liver Health Optimizer,70.0,119.99,Retail Store,Merck,87654,Optimizing Liver Health with the Hepafix Solution,40,139.99,Chain Store,Pfizer,True,Match,0.994
Hepafix,Liver Health Optimizer,60.0,119.99,Chain Store,Bayer,87654,Optimizing Liver Health with the Hepafix Solution,50,129.99,Online Store,Bayer,True,Match,1.0
Hepafix,Liver Health Optimizer,50.0,129.99,Online Store,Bayer,87654,Optimizing Liver Health with the Hepafix Solution,60,119.99,Chain Store,Bayer,True,Match,1.0
Hepafix,Liver Health Optimizer,40.0,139.99,Chain Store,Pfizer,87654,Optimizing Liver Health with the Hepafix Solution,80,119.99,Online Store,Pfizer,True,Match,1.0
Hepafix,Liver Health Optimizer,30.0,149.99,Online Store,Merck,87654,Optimizing Liver Health with the Hepafix Solution,40,139.99,Chain Store,Pfizer,True,Match,0.9966666666666666
Hepaheal,Hepatic Recovery System,50.0,199.99,Online Store,Pfizer,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,5,229.99,Chain Store,Merck,True,Match,1.0
Hepaheal,Hepatic Recovery System,40.0,199.99,Retail Store,Merck,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,5,229.99,Chain Store,Merck,True,Match,0.99
Hepaheal,Hepatic Recovery System,30.0,199.99,Chain Store,Bayer,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,20,209.99,Online Store,Bayer,True,Match,1.0
Hepaheal,Hepatic Recovery System,20.0,209.99,Online Store,Bayer,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,30,199.99,Chain Store,Bayer,True,Match,1.0
Hepaheal,Hepatic Recovery System,10.0,219.99,Online Store,Merck,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,5,229.99,Chain Store,Merck,True,Match,1.0
Hepaheal,Hepatic Recovery System,5.0,229.99,Chain Store,Merck,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,10,219.99,Online Store,Merck,True,Match,1.0
Immunoboost,Immune System Supporter,140.0,59.99,Chain Store,Bayer,87654,Comprehensive Glucose Monitoring Kit for Diabetes Management,140,84.99,Online Store,Bayer,True,Match,1.0
Immunoboost,Immune System Supporter,130.0,59.99,E-commerce Platform,Pfizer,21098,Boosting the Immune System with Immunoboost Support,130,59.99,E-commerce Platform,Pfizer,True,Match,0.9425
Immunoboost,Immune System Supporter,120.0,59.99,Retail Store,Merck,21098,Boosting the Immune System with Immunoboost Support,100,79.99,Chain Store,Pfizer,True,Match,0.989
Immunoboost,Immune System Supporter,110.0,69.99,Online Store,Merck,23456,State-of-the-Art Insulin Management Device for Diabetes Care,110,129.99,Chain Store,Merck,True,Match,1.0
Immunoboost,Immune System Supporter,100.0,79.99,Chain Store,Pfizer,54321,Designed to enhance breathing and provide reliable support for respiratory health,100,149.99,Online Store,Pfizer,True,Match,1.0
Immunoboost,Immune System Supporter,90.0,89.99,E-commerce Platform,Bayer,21098,Boosting the Immune System with Immunoboost Support,90,89.99,E-commerce Platform,Bayer,True,Match,0.9425
Immunomax,Advanced Immune Defense,110.0,79.99,Retail Store,Merck,54321,Fortifying Immune Defenses with Immunomax - An Advanced Solution,160,109.99,Chain Store,Bayer,True,Match,0.994
Immunomax,Advanced Immune Defense,120.0,79.99,Online Store,Pfizer,54321,Fortifying Immune Defenses with Immunomax - An Advanced Solution,160,109.99,Chain Store,Bayer,True,Match,1.0
Immunomax,Advanced Immune Defense,130.0,79.99,Chain Store,Bayer,54321,Fortifying Immune Defenses with Immunomax - An Advanced Solution,160,109.99,Chain Store,Bayer,True,Match,1.0
Immunomax,Advanced Immune Defense,140.0,89.99,Retail Store,Pfizer,54321,Fortifying Immune Defenses with Immunomax - An Advanced Solution,160,109.99,Chain Store,Bayer,True,Match,0.994
Immunomax,Advanced Immune Defense,150.0,99.99,Online Store,Merck,87654,Comprehensive Glucose Monitoring Kit for Diabetes Management,150,89.99,Chain Store,Merck,True,Match,0.9625
Immunomax,Advanced Immune Defense,160.0,109.99,Chain Store,Bayer,54321,Fortifying Immune Defenses with Immunomax - An Advanced Solution,130,79.99,Chain Store,Bayer,True,Match,1.0
Neurofix,Neurological Health Tracker,65.0,169.99,Retail Store,Bayer,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,105,189.99,Chain Store,Bayer,True,Match,0.99
Neurofix,Neurological Health Tracker,75.0,169.99,Chain Store,Merck,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,95,179.99,Retail Store,Pfizer,True,Match,0.994
Neurofix,Neurological Health Tracker,85.0,169.99,Online Store,Pfizer,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,105,189.99,Chain Store,Bayer,True,Match,0.9966666666666666
Neurofix,Neurological Health Tracker,95.0,179.99,Retail Store,Pfizer,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,75,169.99,Chain Store,Merck,True,Match,0.994
Neurofix,Neurological Health Tracker,105.0,189.99,Chain Store,Bayer,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,115,199.99,Online Store,Bayer,True,Match,1.0
Neurofix,Neurological Health Tracker,115.0,199.99,Online Store,Bayer,87654,Tracking Neurological Health with the Cutting-Edge Neurofix Device,105,189.99,Chain Store,Bayer,True,Match,1.0
Osteofix,Bone Health Enhancer,95.0,89.99,Online Store,Pfizer,87654,Enhancing Bone Health with the Innovative Osteofix Solution,95,89.99,Online Store,Pfizer,True,Match,0.99
Osteofix,Bone Health Enhancer,85.0,89.99,Retail Store,Merck,87654,Enhancing Bone Health with the Innovative Osteofix Solution,85,89.99,Retail Store,Merck,True,Match,0.99
Osteofix,Bone Health Enhancer,75.0,89.99,Chain Store,Bayer,87654,Enhancing Bone Health with the Innovative Osteofix Solution,75,89.99,Chain Store,Bayer,True,Match,0.99
Osteofix,Bone Health Enhancer,65.0,99.99,Online Store,Bayer,87654,Enhancing Bone Health with the Innovative Osteofix Solution,65,99.99,Online Store,Bayer,True,Match,0.99
Osteofix,Bone Health Enhancer,55.0,109.99,Retail Store,Merck,87654,Enhancing Bone Health with the Innovative Osteofix Solution,55,109.99,Retail Store,Merck,True,Match,0.99
Osteofix,Bone Health Enhancer,45.0,119.99,Chain Store,Merck,87654,Enhancing Bone Health with the Innovative Osteofix Solution,45,119.99,Chain Store,Merck,True,Match,0.99
Osteogrow,Bone Density Stimulator,105.0,149.99,Chain Store,Bayer,21098,Stimulating Bone Density Growth with Osteogrow,65,169.99,Online Store,Bayer,True,Match,1.0
Osteogrow,Bone Density Stimulator,95.0,149.99,Retail Store,Pfizer,21098,Stimulating Bone Density Growth with Osteogrow,75,159.99,Chain Store,Merck,True,Match,0.994
Osteogrow,Bone Density Stimulator,85.0,149.99,Online Store,Merck,21098,Stimulating Bone Density Growth with Osteogrow,75,159.99,Chain Store,Merck,True,Match,1.0
Osteogrow,Bone Density Stimulator,75.0,159.99,Chain Store,Merck,21098,Stimulating Bone Density Growth with Osteogrow,85,149.99,Online Store,Merck,True,Match,1.0
Osteogrow,Bone Density Stimulator,65.0,169.99,Online Store,Bayer,21098,Stimulating Bone Density Growth with Osteogrow,105,149.99,Chain Store,Bayer,True,Match,1.0
Osteogrow,Bone Density Stimulator,55.0,179.99,Retail Store,Pfizer,21098,Stimulating Bone Density Growth with Osteogrow,75,159.99,Chain Store,Merck,True,Match,0.994
Thyrocare,Thyroid Function Monitor,85.0,129.99,Online Store,Pfizer,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,35,159.99,Online Store,Pfizer,True,Match,1.0
Thyrocare,Thyroid Function Monitor,75.0,129.99,Chain Store,Merck,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,55,139.99,Online Store,Bayer,True,Match,1.0
Thyrocare,Thyroid Function Monitor,65.0,129.99,Retail Store,Bayer,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,45,149.99,Chain Store,Pfizer,True,Match,0.994
Thyrocare,Thyroid Function Monitor,55.0,139.99,Online Store,Bayer,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,45,149.99,Chain Store,Pfizer,True,Match,1.0
Thyrocare,Thyroid Function Monitor,45.0,149.99,Chain Store,Pfizer,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,85,129.99,Online Store,Pfizer,True,Match,1.0
Thyrocare,Thyroid Function Monitor,35.0,159.99,Online Store,Pfizer,56789,Monitoring Thyroid Function with Thyrocare - Your Health Partner,85,129.99,Online Store,Pfizer,True,Match,1.0
PulsoSync,Cardiac Rhythm Controller,120.0,199.99,Online Store,Pfizer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,70,229.99,Chain Store,Pfizer,True,Match,1.0
PulsoSync,Cardiac Rhythm Controller,110.0,199.99,Retail Store,Merck,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,70,229.99,Chain Store,Pfizer,True,Match,0.994
PulsoSync,Cardiac Rhythm Controller,100.0,199.99,Chain Store,Bayer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,90,209.99,Online Store,Bayer,True,Match,1.0
PulsoSync,Cardiac Rhythm Controller,90.0,209.99,Online Store,Bayer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,100,199.99,Chain Store,Bayer,True,Match,1.0
PulsoSync,Cardiac Rhythm Controller,80.0,219.99,Retail Store,Pfizer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,100,199.99,Chain Store,Bayer,True,Match,0.994
PulsoSync,Cardiac Rhythm Controller,70.0,229.99,Chain Store,Pfizer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,120,199.99,Online Store,Pfizer,True,Match,1.0
RespiraGuard,Respiratory Health Assistant,130.0,79.99,Retail Store,Merck,54321,Designed to enhance breathing and provide reliable support for respiratory health,80,169.99,Chain Store,Pfizer,True,Match,0.9700000000000002
RespiraGuard,Respiratory Health Assistant,120.0,79.99,Chain Store,Bayer,98765,Promoting Hepatic Recovery with the Innovative Hepaheal System,20,209.99,Online Store,Bayer,True,Match,1.0
RespiraGuard,Respiratory Health Assistant,110.0,79.99,Online Store,Pfizer,54321,Designed to enhance breathing and provide reliable support for respiratory health,80,169.99,Chain Store,Pfizer,True,Match,0.9866666666666668
RespiraGuard,Respiratory Health Assistant,100.0,89.99,Retail Store,Pfizer,87654,Transform blood pressure monitoring with real-time insights into cardiovascular health.,100,119.99,Chain Store,Merck,True,Match,0.9833333333333334
RespiraGuard,Respiratory Health Assistant,90.0,99.99,Online Store,Merck,98765,Next-Level Health Monitoring with the Smart Health Monitor,90,169.99,Chain Store,Pfizer,True,Match,0.9671666666666668
RespiraGuard,Respiratory Health Assistant,80.0,109.99,Chain Store,Merck,98765,Next-Level Health Monitoring with the Smart Health Monitor,80,179.99,Online Store,Bayer,True,Match,0.988
SleepWellPro,Sleep Quality Optimizer,80.0,149.99,Online Store,Pfizer,87654,Optimizing Liver Health with the Hepafix Solution,80,119.99,Online Store,Pfizer,True,Match,0.99
SleepWellPro,Sleep Quality Optimizer,70.0,149.99,Retail Store,Merck,87654,Optimizing Liver Health with the Hepafix Solution,70,119.99,Retail Store,Merck,True,Match,0.99
SleepWellPro,Sleep Quality Optimizer,60.0,149.99,Chain Store,Bayer,78901,Sleek Design for Advanced Cardiac Health Monitoring,160,29.99,Online Store,Bayer,True,Match,1.0
SleepWellPro,Sleep Quality Optimizer,50.0,159.99,Online Store,Bayer,87654,"Provides targeted orthopedic support for body alignment and stability, promoting comfort and mobility.",50,89.99,Chain Store,Bayer,True,Match,1.0
SleepWellPro,Sleep Quality Optimizer,40.0,169.99,Retail Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,140,34.99,Retail Store,Pfizer,True,Match,0.99
SleepWellPro,Sleep Quality Optimizer,30.0,179.99,Chain Store,Pfizer,87654,Optimizing Liver Health with the Hepafix Solution,30,149.99,Online Store,Merck,True,Match,0.988
MentalFocusPlus,Cognitive Enhancement Device,120.0,119.99,Online Store,Pfizer,87654,Comprehensive Glucose Monitoring Kit for Diabetes Management,120,74.99,Chain Store,Pfizer,True,Match,1.0
MentalFocusPlus,Cognitive Enhancement Device,110.0,119.99,Retail Store,Merck,21098,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,110,119.99,Retail Store,Merck,True,Match,0.99
MentalFocusPlus,Cognitive Enhancement Device,100.0,119.99,Chain Store,Bayer,21098,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,100,119.99,Chain Store,Bayer,True,Match,0.99
MentalFocusPlus,Cognitive Enhancement Device,90.0,129.99,Online Store,Merck,78901,Advanced Device for Effective Anti-Fungal Therapy,90,89.99,Chain Store,Merck,True,Match,1.0
MentalFocusPlus,Cognitive Enhancement Device,80.0,139.99,Chain Store,Pfizer,78901,Advanced Device for Effective Anti-Fungal Therapy,80,89.99,Online Store,Pfizer,True,Match,1.0
MentalFocusPlus,Cognitive Enhancement Device,70.0,149.99,Retail Store,Pfizer,21098,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,70,149.99,Retail Store,Pfizer,True,Match,0.99
PulseGuard,Cardiac Health Monitor,150.0,199.99,Online Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,180,24.99,Chain Store,Bayer,True,Match,0.9916666666666666
PulseGuard,Cardiac Health Monitor,120.0,199.99,Chain Store,Merck,87654,Ensure optimal cardiac well-being with continuous cardiac monitoring!,120,199.99,Chain Store,Merck,True,Match,0.99
PulseGuard,Cardiac Health Monitor,100.0,199.99,Retail Store,Bayer,87654,Ensure optimal cardiac well-being with continuous cardiac monitoring!,100,199.99,Retail Store,Bayer,True,Match,0.99
PulseGuard,Cardiac Health Monitor,80.0,219.99,Online Store,Bayer,78901,Sleek Design for Advanced Cardiac Health Monitoring,180,24.99,Chain Store,Bayer,True,Match,1.0
PulseGuard,Cardiac Health Monitor,60.0,239.99,Chain Store,Pfizer,78901,Sleek Design for Advanced Cardiac Health Monitoring,220,19.99,Online Store,Pfizer,True,Match,1.0
PulseGuard,Cardiac Health Monitor,40.0,259.99,Retail Store,Merck,78901,Sleek Design for Advanced Cardiac Health Monitoring,120,39.99,Chain Store,Pfizer,True,Match,0.994
RespireAid,Respiratory Support Device,90.0,149.99,Retail Store,Merck,54321,Designed to enhance breathing and provide reliable support for respiratory health,90,149.99,Retail Store,Merck,True,Match,0.99
RespireAid,Respiratory Support Device,100.0,149.99,Online Store,Pfizer,21098,Boosting the Immune System with Immunoboost Support,100,79.99,Chain Store,Pfizer,True,Match,1.0
RespireAid,Respiratory Support Device,80.0,169.99,Chain Store,Pfizer,78901,Advanced Device for Effective Anti-Fungal Therapy,80,89.99,Online Store,Pfizer,True,Match,1.0
RespireAid,Respiratory Support Device,60.0,189.99,Online Store,Merck,54321,Designed to enhance breathing and provide reliable support for respiratory health,60,189.99,Online Store,Merck,True,Match,0.99
RespireAid,Respiratory Support Device,40.0,209.99,Chain Store,Merck,54321,Designed to enhance breathing and provide reliable support for respiratory health,40,209.99,Chain Store,Merck,True,Match,0.99
NeuroSync,Neurological Enhancement Headset,80.0,129.99,Retail Store,Bayer,98765,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,80,219.99,Retail Store,Pfizer,True,Match,0.974
