Date,SKU,Demand
2021-01-28,Immunoboost,1540.0
2021-01-28,Dermaglow,1767.0
2021-01-28,Diabecheck,1349.0
2021-01-29,Dermaglow,1605.0
2021-01-29,Diabecheck,1341.0
2021-01-29,Fungistop,1498.0
2021-01-29,Immunoboost,1425.0
2021-01-30,Fungistop,1199.0
2021-01-30,Immunoboost,1359.0
2021-01-30,Dermaglow,1630.0
2021-01-30,Diabecheck,1325.0
2021-01-31,Dermaglow,1358.0
2021-01-31,Diabecheck,1177.0
2021-01-31,Fungistop,1455.0
2021-01-31,Immunoboost,1311.0
2021-02-01,Immunoboost,1598.0
2021-02-01,Dermaglow,1578.0
2021-02-01,Diabecheck,1293.0
2021-02-01,Fungistop,1336.0
2021-02-02,Immunoboost,1588.0
2021-02-02,Fungistop,1320.0
2021-02-02,Diabecheck,1416.0
2021-02-02,Dermaglow,1675.0
2021-02-03,Dermaglow,1782.0
2021-02-03,Diabecheck,1343.0
2021-02-03,Fungistop,1371.0
2021-02-03,Immunoboost,1909.0
2021-02-04,Dermaglow,1474.0
2021-02-04,Diabecheck,1501.0
2021-02-04,Fungistop,1526.0
2021-02-04,Immunoboost,1673.0
2021-02-05,Dermaglow,1605.0
2021-02-05,Diabecheck,1514.0
2021-02-05,Fungistop,1277.0
2021-02-05,Immunoboost,1466.0
2021-02-06,Immunoboost,1294.0
2021-02-06,Fungistop,1161.0
2021-02-06,Diabecheck,1386.0
2021-02-06,Dermaglow,1464.0
2021-02-07,Dermaglow,1468.0
2021-02-07,Diabecheck,1373.0
2021-02-07,Fungistop,1055.0
2021-02-07,Immunoboost,1343.0
2021-02-08,Dermaglow,1547.0
2021-02-08,Diabecheck,1068.0
2021-02-08,Fungistop,1295.0
2021-02-08,Immunoboost,1666.0
2021-02-09,Dermaglow,1579.0
2021-02-09,Diabecheck,1369.0
2021-02-09,Fungistop,1544.0
2021-02-09,Immunoboost,1720.0
2021-02-10,Immunoboost,1654.0
2021-02-10,Fungistop,1361.0
2021-02-10,Dermaglow,1578.0
2021-02-10,Diabecheck,1356.0
2021-02-11,Dermaglow,1555.0
2021-02-11,Diabecheck,1139.0
2021-02-11,Fungistop,1579.0
2021-02-11,Immunoboost,1728.0
2021-02-12,Dermaglow,1471.0
2021-02-12,Diabecheck,1452.0
2021-02-12,Fungistop,1364.0
2021-02-12,Immunoboost,1557.0
2021-02-13,Dermaglow,1700.0
2021-02-13,Diabecheck,1306.0
2021-02-13,Fungistop,1423.0
2021-02-13,Immunoboost,1423.0
2021-02-14,Fungistop,1130.0
2021-02-14,Immunoboost,1326.0
2021-02-14,Diabecheck,1409.0
2021-02-14,Dermaglow,1441.0
2021-02-15,Dermaglow,1734.0
2021-02-15,Diabecheck,1309.0
2021-02-15,Fungistop,1219.0
2021-02-15,Immunoboost,1508.0
2021-02-16,Dermaglow,1628.0
2021-02-16,Diabecheck,1486.0
2021-02-16,Fungistop,1510.0
2021-02-16,Immunoboost,1657.0
2021-02-17,Dermaglow,1998.0
2021-02-17,Diabecheck,1689.0
2021-02-17,Fungistop,1467.0
2021-02-17,Immunoboost,1560.0
2021-02-18,Diabecheck,1485.0
2021-02-18,Fungistop,1347.0
2021-02-18,Dermaglow,1625.0
2021-02-18,Immunoboost,1637.0
2021-02-19,Immunoboost,1384.0
2021-02-19,Fungistop,1491.0
2021-02-19,Diabecheck,1346.0
2021-02-19,Dermaglow,1641.0
2021-02-20,Dermaglow,1518.0
2021-02-20,Diabecheck,1331.0
2021-02-20,Fungistop,1305.0
2021-02-20,Immunoboost,1374.0
2021-02-21,Dermaglow,1359.0
2021-02-21,Diabecheck,1257.0
2021-02-21,Fungistop,1305.0
2021-02-21,Immunoboost,1310.0
2021-02-22,Immunoboost,1695.0
2021-02-22,Fungistop,1527.0
2021-02-22,Dermaglow,1457.0
2021-02-22,Diabecheck,1304.0
2021-02-23,Dermaglow,1532.0
2021-02-23,Diabecheck,1572.0
2021-02-23,Fungistop,1266.0
2021-02-23,Immunoboost,1517.0
2021-02-24,Immunoboost,1588.0
2021-02-24,Fungistop,1446.0
2021-02-24,Dermaglow,1714.0
2021-02-24,Diabecheck,1424.0
2021-02-25,Dermaglow,1768.0
2021-02-25,Diabecheck,1389.0
2021-02-25,Fungistop,1460.0
2021-02-25,Immunoboost,1613.0
2021-02-26,Dermaglow,1605.0
2021-02-26,Diabecheck,1480.0
2021-02-26,Fungistop,1346.0
2021-02-26,Immunoboost,1756.0
2021-02-27,Dermaglow,1365.0
2021-02-27,Diabecheck,1306.0
2021-02-27,Fungistop,1126.0
2021-02-27,Immunoboost,1517.0
2021-02-28,Immunoboost,1461.0
2021-02-28,Fungistop,1242.0
2021-02-28,Dermaglow,1377.0
2021-02-28,Diabecheck,998.0
2021-03-01,Dermaglow,1606.0
2021-03-01,Diabecheck,1239.0
2021-03-01,Fungistop,1496.0
2021-03-01,Immunoboost,1627.0
2021-03-02,Dermaglow,1582.0
2021-03-02,Diabecheck,1386.0
2021-03-02,Fungistop,1281.0
2021-03-02,Immunoboost,1688.0
2021-03-03,Dermaglow,1661.0
2021-03-03,Diabecheck,1469.0
2021-03-03,Fungistop,1419.0
2021-03-03,Immunoboost,1808.0
2021-03-04,Fungistop,1476.0
2021-03-04,Immunoboost,1784.0
2021-03-04,Diabecheck,1702.0
2021-03-04,Dermaglow,1696.0
2021-03-05,Dermaglow,1803.0
2021-03-05,Diabecheck,1115.0
2021-03-05,Fungistop,1309.0
2021-03-05,Immunoboost,1540.0
2021-03-06,Dermaglow,1527.0
