Title_left,Description_left,Units sold_left,Price (USD)_left,Channel_left,Supplier_left,ID_right,Name_right,Units sold_right,Price (EUR)_right,Channel_right,Supplier_right,Matched,Indicator,Match Score
Cardiox,Smart Health Monitor,110.0,149.99,Retail Store,Bayer,98765.0,Next-Level Health Monitoring with the Smart Health Monitor,110.0,149.99,Retail Store,Bayer,True,Match,0.6100000143051147
Cardiox,Smart Health Monitor,100.0,159.99,Online Store,Merck,98765.0,Next-Level Health Monitoring with the Smart Health Monitor,100.0,159.99,Online Store,Merck,True,Match,0.6100000143051147
Cardiox,Smart Health Monitor,90.0,169.99,Chain Store,Pfizer,98765.0,Next-Level Health Monitoring with the Smart Health Monitor,90.0,169.99,Chain Store,Pfizer,True,Match,0.6000000238418579
Cardiox,Smart Health Monitor,80.0,179.99,Online Store,Bayer,98765.0,Next-Level Health Monitoring with the Smart Health Monitor,80.0,179.99,Online Store,Bayer,True,Match,0.6000000238418579
Dermacil,Advanced Dermatology System,90.0,79.99,Online Store,Pfizer,54321.0,Revolutionary Dermatology System for Advanced Skin Care,90.0,79.99,Online Store,Pfizer,True,Match,0.6000000238418579
Dermacil,Advanced Dermatology System,80.0,79.99,Retail Store,Merck,54321.0,Revolutionary Dermatology System for Advanced Skin Care,80.0,79.99,Retail Store,Merck,True,Match,0.6100000143051147
Dermacil,Advanced Dermatology System,70.0,79.99,Chain Store,Bayer,54321.0,Revolutionary Dermatology System for Advanced Skin Care,70.0,79.99,Chain Store,Bayer,True,Match,0.6000000238418579
Dermacil,Advanced Dermatology System,60.0,89.99,Online Store,Bayer,54321.0,Revolutionary Dermatology System for Advanced Skin Care,60.0,89.99,Online Store,Bayer,True,Match,0.6000000238418579
Dermacil,Advanced Dermatology System,50.0,99.99,Retail Store,Merck,54321.0,Revolutionary Dermatology System for Advanced Skin Care,50.0,99.99,Retail Store,Merck,True,Match,0.6000000238418579
Dermacil,Advanced Dermatology System,40.0,109.99,Chain Store,Merck,54321.0,Revolutionary Dermatology System for Advanced Skin Care,40.0,109.99,Chain Store,Merck,True,Match,0.6100000143051147
Dermaglow,Skin Vitality Enhancer,190.0,39.99,Retail Store,Bayer,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,190.0,39.99,Retail Store,Bayer,True,Match,0.5099999904632568
Dermaglow,Skin Vitality Enhancer,180.0,39.99,Online Store,Pfizer,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,180.0,39.99,Online Store,Pfizer,True,Match,0.4900000095367431
Dermaglow,Skin Vitality Enhancer,170.0,44.99,Chain Store,Merck,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,170.0,44.99,Chain Store,Merck,True,Match,0.5199999809265137
Dermaglow,Skin Vitality Enhancer,160.0,49.99,Retail Store,Merck,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,160.0,49.99,Retail Store,Merck,True,Match,0.4900000095367431
Dermaglow,Skin Vitality Enhancer,150.0,54.99,Online Store,Bayer,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,150.0,54.99,Online Store,Bayer,True,Match,0.4900000095367431
Dermaglow,Skin Vitality Enhancer,140.0,59.99,Retail Store,Pfizer,21098.0,Skin Vitality Enhancer for a Radiant and Healthy Complexion,140.0,59.99,Retail Store,Pfizer,True,Match,0.4900000095367431
Diabecheck,Glucose Monitoring Kit,100.0,69.99,Retail Store,Bayer,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,100.0,69.99,Retail Store,Bayer,True,Match,0.5299999713897705
Diabecheck,Glucose Monitoring Kit,110.0,69.99,Online Store,Pfizer,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,110.0,69.99,Online Store,Pfizer,True,Match,0.5299999713897705
Diabecheck,Glucose Monitoring Kit,120.0,74.99,Chain Store,Pfizer,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,120.0,74.99,Chain Store,Pfizer,True,Match,0.5400000214576721
Diabecheck,Glucose Monitoring Kit,130.0,79.99,Retail Store,Bayer,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,130.0,79.99,Retail Store,Bayer,True,Match,0.5400000214576721
Diabecheck,Glucose Monitoring Kit,140.0,84.99,Online Store,Bayer,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,140.0,84.99,Online Store,Bayer,True,Match,0.550000011920929
Diabecheck,Glucose Monitoring Kit,150.0,89.99,Chain Store,Merck,87654.0,Comprehensive Glucose Monitoring Kit for Diabetes Management,150.0,89.99,Chain Store,Merck,True,Match,0.5299999713897705
Diabetrol,Insulin Management Device,120.0,129.99,Online Store,Pfizer,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,120.0,129.99,Online Store,Pfizer,True,Match,0.6700000166893005
Diabetrol,Insulin Management Device,110.0,129.99,Chain Store,Merck,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,110.0,129.99,Chain Store,Merck,True,Match,0.6700000166893005
Diabetrol,Insulin Management Device,100.0,129.99,Retail Store,Bayer,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,100.0,129.99,Retail Store,Bayer,True,Match,0.6600000262260437
Diabetrol,Insulin Management Device,90.0,139.99,Online Store,Merck,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,90.0,139.99,Online Store,Merck,True,Match,0.6600000262260437
Diabetrol,Insulin Management Device,80.0,149.99,Chain Store,Pfizer,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,80.0,149.99,Chain Store,Pfizer,True,Match,0.6600000262260437
Diabetrol,Insulin Management Device,70.0,159.99,Retail Store,Pfizer,23456.0,State-of-the-Art Insulin Management Device for Diabetes Care,70.0,159.99,Retail Store,Pfizer,True,Match,0.6600000262260437
Fungistop,Anti-Fungal Therapy Device,70.0,89.99,Retail Store,Bayer,78901.0,Advanced Device for Effective Anti-Fungal Therapy,70.0,89.99,Retail Store,Bayer,True,Match,0.6200000047683716
Fungistop,Anti-Fungal Therapy Device,80.0,89.99,Online Store,Pfizer,78901.0,Advanced Device for Effective Anti-Fungal Therapy,80.0,89.99,Online Store,Pfizer,True,Match,0.6100000143051147
Fungistop,Anti-Fungal Therapy Device,90.0,89.99,Chain Store,Merck,78901.0,Advanced Device for Effective Anti-Fungal Therapy,90.0,89.99,Chain Store,Merck,True,Match,0.6100000143051147
Fungistop,Anti-Fungal Therapy Device,100.0,94.99,Retail Store,Merck,78901.0,Advanced Device for Effective Anti-Fungal Therapy,100.0,94.99,Retail Store,Merck,True,Match,0.6399999856948853
Fungistop,Anti-Fungal Therapy Device,110.0,99.99,Online Store,Bayer,78901.0,Advanced Device for Effective Anti-Fungal Therapy,110.0,99.99,Online Store,Bayer,True,Match,0.6200000047683716
Fungistop,Anti-Fungal Therapy Device,120.0,104.99,Chain Store,Bayer,78901.0,Advanced Device for Effective Anti-Fungal Therapy,120.0,104.99,Chain Store,Bayer,True,Match,0.6600000262260437
Hepafix,Liver Health Optimizer,80.0,119.99,Online Store,Pfizer,87654.0,Optimizing Liver Health with the Hepafix Solution,80.0,119.99,Online Store,Pfizer,True,Match,0.7300000190734863
Hepafix,Liver Health Optimizer,70.0,119.99,Retail Store,Merck,87654.0,Optimizing Liver Health with the Hepafix Solution,70.0,119.99,Retail Store,Merck,True,Match,0.7400000095367432
Hepafix,Liver Health Optimizer,60.0,119.99,Chain Store,Bayer,87654.0,Optimizing Liver Health with the Hepafix Solution,60.0,119.99,Chain Store,Bayer,True,Match,0.7300000190734863
Hepafix,Liver Health Optimizer,50.0,129.99,Online Store,Bayer,87654.0,Optimizing Liver Health with the Hepafix Solution,50.0,129.99,Online Store,Bayer,True,Match,0.7300000190734863
Hepafix,Liver Health Optimizer,40.0,139.99,Chain Store,Pfizer,87654.0,Optimizing Liver Health with the Hepafix Solution,40.0,139.99,Chain Store,Pfizer,True,Match,0.7400000095367432
Hepafix,Liver Health Optimizer,30.0,149.99,Online Store,Merck,87654.0,Optimizing Liver Health with the Hepafix Solution,30.0,149.99,Online Store,Merck,True,Match,0.7300000190734863
Hepaheal,Hepatic Recovery System,50.0,199.99,Online Store,Pfizer,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,50.0,199.99,Online Store,Pfizer,True,Match,0.7699999809265137
Hepaheal,Hepatic Recovery System,40.0,199.99,Retail Store,Merck,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,40.0,199.99,Retail Store,Merck,True,Match,0.7799999713897705
Hepaheal,Hepatic Recovery System,30.0,199.99,Chain Store,Bayer,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,30.0,199.99,Chain Store,Bayer,True,Match,0.7799999713897705
Hepaheal,Hepatic Recovery System,20.0,209.99,Online Store,Bayer,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,20.0,209.99,Online Store,Bayer,True,Match,0.7799999713897705
Hepaheal,Hepatic Recovery System,10.0,219.99,Online Store,Merck,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,10.0,219.99,Online Store,Merck,True,Match,0.7799999713897705
Hepaheal,Hepatic Recovery System,5.0,229.99,Chain Store,Merck,98765.0,Promoting Hepatic Recovery with the Innovative Hepaheal System,5.0,229.99,Chain Store,Merck,True,Match,0.7799999713897705
Immunoboost,Immune System Supporter,140.0,59.99,Chain Store,Bayer,21098.0,Boosting the Immune System with Immunoboost Support,140.0,59.99,Chain Store,Bayer,True,Match,0.8199999928474426
Immunoboost,Immune System Supporter,130.0,59.99,E-commerce Platform,Pfizer,21098.0,Boosting the Immune System with Immunoboost Support,130.0,59.99,E-commerce Platform,Pfizer,True,Match,0.8600000143051147
Immunoboost,Immune System Supporter,120.0,59.99,Retail Store,Merck,21098.0,Boosting the Immune System with Immunoboost Support,120.0,59.99,Retail Store,Merck,True,Match,0.8199999928474426
Immunoboost,Immune System Supporter,110.0,69.99,Online Store,Merck,21098.0,Boosting the Immune System with Immunoboost Support,110.0,69.99,Online Store,Merck,True,Match,0.8199999928474426
Immunoboost,Immune System Supporter,100.0,79.99,Chain Store,Pfizer,21098.0,Boosting the Immune System with Immunoboost Support,100.0,79.99,Chain Store,Pfizer,True,Match,0.8100000023841858
Immunoboost,Immune System Supporter,90.0,89.99,E-commerce Platform,Bayer,21098.0,Boosting the Immune System with Immunoboost Support,90.0,89.99,E-commerce Platform,Bayer,True,Match,0.8600000143051147
Immunomax,Advanced Immune Defense,110.0,79.99,Retail Store,Merck,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,110.0,79.99,Retail Store,Merck,True,Match,0.7599999904632568
Immunomax,Advanced Immune Defense,120.0,79.99,Online Store,Pfizer,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,120.0,79.99,Online Store,Pfizer,True,Match,0.7599999904632568
Immunomax,Advanced Immune Defense,130.0,79.99,Chain Store,Bayer,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,130.0,79.99,Chain Store,Bayer,True,Match,0.7599999904632568
Immunomax,Advanced Immune Defense,140.0,89.99,Retail Store,Pfizer,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,140.0,89.99,Retail Store,Pfizer,True,Match,0.7599999904632568
Immunomax,Advanced Immune Defense,150.0,99.99,Online Store,Merck,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,150.0,99.99,Online Store,Merck,True,Match,0.7599999904632568
Immunomax,Advanced Immune Defense,160.0,109.99,Chain Store,Bayer,54321.0,Fortifying Immune Defenses with Immunomax - An Advanced Solution,160.0,109.99,Chain Store,Bayer,True,Match,0.7599999904632568
Neurofix,Neurological Health Tracker,65.0,169.99,Retail Store,Bayer,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,65.0,169.99,Retail Store,Bayer,True,Match,0.7099999785423279
Neurofix,Neurological Health Tracker,75.0,169.99,Chain Store,Merck,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,75.0,169.99,Chain Store,Merck,True,Match,0.7099999785423279
Neurofix,Neurological Health Tracker,85.0,169.99,Online Store,Pfizer,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,85.0,169.99,Online Store,Pfizer,True,Match,0.7200000286102295
Neurofix,Neurological Health Tracker,95.0,179.99,Retail Store,Pfizer,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,95.0,179.99,Retail Store,Pfizer,True,Match,0.7200000286102295
Neurofix,Neurological Health Tracker,105.0,189.99,Chain Store,Bayer,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,105.0,189.99,Chain Store,Bayer,True,Match,0.7300000190734863
Neurofix,Neurological Health Tracker,115.0,199.99,Online Store,Bayer,87654.0,Tracking Neurological Health with the Cutting-Edge Neurofix Device,115.0,199.99,Online Store,Bayer,True,Match,0.7300000190734863
Osteofix,Bone Health Enhancer,95.0,89.99,Online Store,Pfizer,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,95.0,89.99,Online Store,Pfizer,True,Match,0.6399999856948853
Osteofix,Bone Health Enhancer,85.0,89.99,Retail Store,Merck,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,85.0,89.99,Retail Store,Merck,True,Match,0.6299999952316284
Osteofix,Bone Health Enhancer,75.0,89.99,Chain Store,Bayer,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,75.0,89.99,Chain Store,Bayer,True,Match,0.6299999952316284
Osteofix,Bone Health Enhancer,65.0,99.99,Online Store,Bayer,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,65.0,99.99,Online Store,Bayer,True,Match,0.6200000047683716
Osteofix,Bone Health Enhancer,55.0,109.99,Retail Store,Merck,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,55.0,109.99,Retail Store,Merck,True,Match,0.6499999761581421
Osteofix,Bone Health Enhancer,45.0,119.99,Chain Store,Merck,87654.0,Enhancing Bone Health with the Innovative Osteofix Solution,45.0,119.99,Chain Store,Merck,True,Match,0.6399999856948853
Osteogrow,Bone Density Stimulator,105.0,149.99,Chain Store,Bayer,21098.0,Stimulating Bone Density Growth with Osteogrow,105.0,149.99,Chain Store,Bayer,True,Match,0.8199999928474426
Osteogrow,Bone Density Stimulator,95.0,149.99,Retail Store,Pfizer,21098.0,Stimulating Bone Density Growth with Osteogrow,95.0,149.99,Retail Store,Pfizer,True,Match,0.8100000023841858
Osteogrow,Bone Density Stimulator,85.0,149.99,Online Store,Merck,21098.0,Stimulating Bone Density Growth with Osteogrow,85.0,149.99,Online Store,Merck,True,Match,0.8100000023841858
Osteogrow,Bone Density Stimulator,75.0,159.99,Chain Store,Merck,21098.0,Stimulating Bone Density Growth with Osteogrow,75.0,159.99,Chain Store,Merck,True,Match,0.8100000023841858
Osteogrow,Bone Density Stimulator,65.0,169.99,Online Store,Bayer,21098.0,Stimulating Bone Density Growth with Osteogrow,65.0,169.99,Online Store,Bayer,True,Match,0.8100000023841858
Osteogrow,Bone Density Stimulator,55.0,179.99,Retail Store,Pfizer,21098.0,Stimulating Bone Density Growth with Osteogrow,55.0,179.99,Retail Store,Pfizer,True,Match,0.8199999928474426
Thyrocare,Thyroid Function Monitor,85.0,129.99,Online Store,Pfizer,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,85.0,129.99,Online Store,Pfizer,True,Match,0.7699999809265137
Thyrocare,Thyroid Function Monitor,75.0,129.99,Chain Store,Merck,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,75.0,129.99,Chain Store,Merck,True,Match,0.7599999904632568
Thyrocare,Thyroid Function Monitor,65.0,129.99,Retail Store,Bayer,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,65.0,129.99,Retail Store,Bayer,True,Match,0.7599999904632568
Thyrocare,Thyroid Function Monitor,55.0,139.99,Online Store,Bayer,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,55.0,139.99,Online Store,Bayer,True,Match,0.7699999809265137
Thyrocare,Thyroid Function Monitor,45.0,149.99,Chain Store,Pfizer,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,45.0,149.99,Chain Store,Pfizer,True,Match,0.7599999904632568
Thyrocare,Thyroid Function Monitor,35.0,159.99,Online Store,Pfizer,56789.0,Monitoring Thyroid Function with Thyrocare - Your Health Partner,35.0,159.99,Online Store,Pfizer,True,Match,0.7699999809265137
PulsoSync,Cardiac Rhythm Controller,120.0,199.99,Online Store,Pfizer,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,120.0,199.99,Online Store,Pfizer,True,Match,0.7400000095367432
PulsoSync,Cardiac Rhythm Controller,110.0,199.99,Retail Store,Merck,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,110.0,199.99,Retail Store,Merck,True,Match,0.75
PulsoSync,Cardiac Rhythm Controller,100.0,199.99,Chain Store,Bayer,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,100.0,199.99,Chain Store,Bayer,True,Match,0.7400000095367432
PulsoSync,Cardiac Rhythm Controller,90.0,209.99,Online Store,Bayer,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,90.0,209.99,Online Store,Bayer,True,Match,0.75
PulsoSync,Cardiac Rhythm Controller,80.0,219.99,Retail Store,Pfizer,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,80.0,219.99,Retail Store,Pfizer,True,Match,0.75
PulsoSync,Cardiac Rhythm Controller,70.0,229.99,Chain Store,Pfizer,98765.0,Controlling Cardiac Rhythm with PulsoSync - A Smart Solution,70.0,229.99,Chain Store,Pfizer,True,Match,0.75
RespiraGuard,Respiratory Health Assistant,130.0,79.99,Retail Store,Merck,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,130.0,79.99,Retail Store,Merck,True,Match,0.7400000095367432
RespiraGuard,Respiratory Health Assistant,120.0,79.99,Chain Store,Bayer,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,120.0,79.99,Chain Store,Bayer,True,Match,0.7300000190734863
RespiraGuard,Respiratory Health Assistant,110.0,79.99,Online Store,Pfizer,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,110.0,79.99,Online Store,Pfizer,True,Match,0.7400000095367432
RespiraGuard,Respiratory Health Assistant,100.0,89.99,Retail Store,Pfizer,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,100.0,89.99,Retail Store,Pfizer,True,Match,0.7400000095367432
RespiraGuard,Respiratory Health Assistant,90.0,99.99,Online Store,Merck,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,90.0,99.99,Online Store,Merck,True,Match,0.7300000190734863
RespiraGuard,Respiratory Health Assistant,80.0,109.99,Chain Store,Merck,23456.0,Assisting Respiratory Health with RespiraGuard - Your Breath's Guardian,80.0,109.99,Chain Store,Merck,True,Match,0.7400000095367432
SleepWellPro,Sleep Quality Optimizer,80.0,149.99,Online Store,Pfizer,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,80.0,149.99,Online Store,Pfizer,True,Match,0.6899999976158142
SleepWellPro,Sleep Quality Optimizer,70.0,149.99,Retail Store,Merck,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,70.0,149.99,Retail Store,Merck,True,Match,0.6899999976158142
SleepWellPro,Sleep Quality Optimizer,60.0,149.99,Chain Store,Bayer,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,60.0,149.99,Chain Store,Bayer,True,Match,0.6899999976158142
SleepWellPro,Sleep Quality Optimizer,50.0,159.99,Online Store,Bayer,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,50.0,159.99,Online Store,Bayer,True,Match,0.6899999976158142
SleepWellPro,Sleep Quality Optimizer,40.0,169.99,Retail Store,Pfizer,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,40.0,169.99,Retail Store,Pfizer,True,Match,0.6899999976158142
SleepWellPro,Sleep Quality Optimizer,30.0,179.99,Chain Store,Pfizer,54321.0,Optimizing Sleep Quality with SleepWellPro - Your Nightly Companion,30.0,179.99,Chain Store,Pfizer,True,Match,0.6899999976158142
MentalFocusPlus,Cognitive Enhancement Device,120.0,119.99,Online Store,Pfizer,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,120.0,119.99,Online Store,Pfizer,True,Match,0.6399999856948853
MentalFocusPlus,Cognitive Enhancement Device,110.0,119.99,Retail Store,Merck,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,110.0,119.99,Retail Store,Merck,True,Match,0.6399999856948853
MentalFocusPlus,Cognitive Enhancement Device,100.0,119.99,Chain Store,Bayer,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,100.0,119.99,Chain Store,Bayer,True,Match,0.6399999856948853
MentalFocusPlus,Cognitive Enhancement Device,90.0,129.99,Online Store,Merck,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,90.0,129.99,Online Store,Merck,True,Match,0.6299999952316284
MentalFocusPlus,Cognitive Enhancement Device,80.0,139.99,Chain Store,Pfizer,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,80.0,139.99,Chain Store,Pfizer,True,Match,0.6399999856948853
MentalFocusPlus,Cognitive Enhancement Device,70.0,149.99,Retail Store,Pfizer,21098.0,Enhancing Cognitive Function with MentalFocusPlus - Your Brain's Ally,70.0,149.99,Retail Store,Pfizer,True,Match,0.6299999952316284
