Date,SKU,Channel,Demand,Supplier,Country,Region,Store
2021-02-09 00:00:00,Thyrocare,Retail Store,839.0,Pfizer,South Korea,APAC,Store02
2021-02-09 00:00:00,Diabetrol,Chain Store,437.0,Merck,Australia,APAC,Store01
2021-02-09 00:00:00,Cardiox,Online Store,270.0,Bayer,South Korea,APAC,Store12
2021-02-09 00:00:00,Hepaheal,Online Store,334.0,Pfizer,USA,,Store02
2021-02-09 00:00:00,Bronchosafe,Online Store,372.0,Bayer,Australia,APAC,Store05
2021-02-09 00:00:00,Virustop,Retail Store,505.0,Merck,Canada,,Store02
2021-02-09 00:00:00,Neurofix,Retail Store,856.0,Pfizer,Egypt,EMEA,Store01
2021-02-09 00:00:00,Diabecheck,Online Store,408.0,Merck,Egypt,EMEA,Store09
2021-02-09 00:00:00,Fungistop,Chain Store,80.0,Merck,Australia,APAC,Store11
2021-02-09 00:00:00,AntifungalY,Chain Store,80.0,Bayer,USA,,Store02
2021-02-09 00:00:00,Virustop,Online Store,364.0,Merck,USA,,Store05
2021-02-09 00:00:00,Osteogrow,Chain Store,358.0,Pfizer,South Korea,APAC,Store08
2021-02-09 00:00:00,Virustop,Chain Store,289.0,Merck,Canada,,Store03
2021-02-09 00:00:00,Bronchosafe,Chain Store,295.0,Bayer,South Korea,APAC,Store07
2021-02-09 00:00:00,AntifungalY,Online Store,437.0,Bayer,Egypt,EMEA,Store05
2021-02-09 00:00:00,Immunoboost,Retail Store,495.0,Pfizer,USA,,Store01
2021-02-09 00:00:00,Dermacil,Chain Store,397.0,Merck,USA,,Store12
2021-02-09 00:00:00,Neurofix,Chain Store,217.0,Pfizer,Canada,,Store07
2021-02-09 00:00:00,Hepafix,Retail Store,470.0,Merck,Canada,,Store05
2021-02-09 00:00:00,Diabetrol,Retail Store,511.0,Merck,Canada,,Store07
2021-02-09 00:00:00,Diabetrol,Online Store,400.0,Merck,Egypt,EMEA,Store04
2021-02-09 00:00:00,Cardiox,Chain Store,127.0,Bayer,USA,,Store08
2021-02-09 00:00:00,Diabecheck,Retail Store,511.0,Merck,Egypt,EMEA,Store11
2021-02-09 00:00:00,Cardioplus,Retail Store,218.0,Bayer,Germany,EMEA,Store05
2021-02-09 00:00:00,Dermaglow,Chain Store,405.0,Merck,USA,,Store09
2021-02-09 00:00:00,Cancerend,Chain Store,222.0,Bayer,Egypt,EMEA,Store03
2021-02-09 00:00:00,Osteogrow,Online Store,217.0,Pfizer,Germany,EMEA,Store11
2021-02-09 00:00:00,Paingelix,Chain Store,125.0,Bayer,Australia,APAC,Store10
2021-02-09 00:00:00,Dermacil,Online Store,369.0,Merck,USA,,Store12
2021-02-09 00:00:00,Bronchosafe,Retail Store,505.0,Bayer,South Korea,APAC,Store02
2021-02-09 00:00:00,Osteofix,Retail Store,300.0,Pfizer,Germany,EMEA,Store06
2021-02-09 00:00:00,AntifungalY,Retail Store,353.0,Bayer,Germany,EMEA,Store06
2021-02-09 00:00:00,Paingelix,Online Store,270.0,Bayer,Egypt,EMEA,Store05
2021-02-09 00:00:00,Paingelix,Retail Store,222.0,Bayer,South Korea,APAC,Store07
2021-02-09 00:00:00,Immunoboost,Online Store,364.0,Pfizer,South Korea,APAC,Store03
2021-02-09 00:00:00,Osteofix,Chain Store,365.0,Pfizer,Germany,EMEA,Store06
2021-02-09 00:00:00,Osteogrow,Retail Store,295.0,Pfizer,Egypt,EMEA,Store03
2021-02-09 00:00:00,Hepaheal,Retail Store,479.0,Pfizer,Germany,EMEA,Store06
2021-02-09 00:00:00,Neurofix,Online Store,433.0,Pfizer,Germany,EMEA,Store06
2021-02-09 00:00:00,Cardioplus,Online Store,265.0,Bayer,Canada,,Store09
2021-02-09 00:00:00,Immunoboost,Chain Store,295.0,Pfizer,Australia,APAC,Store03
2021-02-09 00:00:00,Cancerend,Retail Store,856.0,Bayer,South Korea,APAC,Store11
2021-02-09 00:00:00,Cardioplus,Chain Store,125.0,Bayer,Australia,APAC,Store10
2021-02-09 00:00:00,Hepaheal,Chain Store,511.0,Pfizer,South Korea,APAC,Store03
2021-02-09 00:00:00,Dermaglow,Retail Store,263.0,Merck,Australia,APAC,Store12
2021-02-09 00:00:00,Thyrocare,Chain Store,217.0,Pfizer,Egypt,EMEA,Store09
2021-02-09 00:00:00,Hepafix,Chain Store,521.0,Merck,South Korea,APAC,Store11
2021-02-09 00:00:00,Thyrocare,Online Store,442.0,Pfizer,South Korea,APAC,Store02
2021-02-09 00:00:00,Hepafix,Online Store,340.0,Merck,Germany,EMEA,Store02
2021-02-09 00:00:00,Dermaglow,Online Store,369.0,Merck,USA,,Store10
2021-02-09 00:00:00,Cancerend,Online Store,442.0,Bayer,South Korea,APAC,Store09
2021-02-09 00:00:00,Cardiox,Retail Store,222.0,Bayer,Germany,EMEA,Store09
2021-02-09 00:00:00,Immunomax,Chain Store,295.0,Pfizer,South Korea,APAC,Store03
2021-02-09 00:00:00,Immunomax,Online Store,364.0,Pfizer,Germany,EMEA,Store09
2021-02-09 00:00:00,Immunomax,Retail Store,505.0,Pfizer,Australia,APAC,Store03
2021-02-09 00:00:00,Osteofix,Online Store,222.0,Pfizer,USA,,Store07
2021-02-16 00:00:00,Neurofix,Online Store,421.0,Pfizer,Egypt,EMEA,Store06
2021-02-16 00:00:00,Bronchosafe,Chain Store,299.0,Bayer,Canada,,Store02
2021-02-16 00:00:00,Dermacil,Chain Store,391.0,Merck,USA,,Store01
2021-02-16 00:00:00,Cardiox,Retail Store,225.0,Bayer,South Korea,APAC,Store06
2021-02-16 00:00:00,Dermacil,Retail Store,257.0,Merck,South Korea,APAC,Store10
2021-02-16 00:00:00,Bronchosafe,Online Store,372.0,Bayer,USA,,Store10
2021-02-16 00:00:00,Osteofix,Chain Store,356.0,Pfizer,Canada,,Store09
2021-02-16 00:00:00,Cardioplus,Retail Store,220.0,Bayer,Canada,,Store11
2021-02-16 00:00:00,Hepafix,Online Store,335.0,Merck,Australia,APAC,Store09
2021-02-16 00:00:00,Dermacil,Online Store,361.0,Merck,Germany,EMEA,Store12
2021-02-16 00:00:00,AntifungalY,Retail Store,345.0,Bayer,Australia,APAC,Store04
2021-02-16 00:00:00,Cardiox,Online Store,266.0,Bayer,Egypt,EMEA,Store05
2021-02-16 00:00:00,Fungistop,Retail Store,339.0,Merck,Germany,EMEA,Store03
2021-02-16 00:00:00,Diabetrol,Chain Store,410.0,Merck,Canada,,Store08
2021-02-16 00:00:00,Immunoboost,Chain Store,299.0,Pfizer,Germany,EMEA,Store12
2021-02-16 00:00:00,Hepafix,Retail Store,463.0,Merck,Canada,,Store08
2021-02-16 00:00:00,Fungistop,Online Store,428.0,Merck,Germany,EMEA,Store06
2021-02-16 00:00:00,Paingelix,Retail Store,225.0,Bayer,USA,,Store02
2021-02-16 00:00:00,Cancerend,Online Store,430.0,Bayer,Canada,,Store10
2021-02-16 00:00:00,Diabecheck,Chain Store,410.0,Merck,Germany,EMEA,Store07
2021-02-16 00:00:00,Dermaglow,Retail Store,257.0,Merck,Egypt,EMEA,Store11
2021-02-16 00:00:00,Dermaglow,Online Store,361.0,Merck,Egypt,EMEA,Store08
2021-02-16 00:00:00,Hepaheal,Online Store,328.0,Pfizer,Canada,,Store06
2021-02-16 00:00:00,Neurofix,Retail Store,832.0,Pfizer,USA,,Store12
2021-02-16 00:00:00,Immunomax,Chain Store,299.0,Pfizer,USA,,Store03
2021-02-16 00:00:00,Thyrocare,Chain Store,210.0,Pfizer,Egypt,EMEA,Store08
2021-02-16 00:00:00,Cancerend,Retail Store,832.0,Bayer,Egypt,EMEA,Store05
2021-02-16 00:00:00,Bronchosafe,Retail Store,528.0,Bayer,Egypt,EMEA,Store05
2021-02-16 00:00:00,Fungistop,Chain Store,78.0,Merck,South Korea,APAC,Store11
2021-02-16 00:00:00,Virustop,Chain Store,293.0,Merck,South Korea,APAC,Store12
2021-02-16 00:00:00,Immunoboost,Retail Store,518.0,Pfizer,Egypt,EMEA,Store06
2021-02-16 00:00:00,Osteogrow,Chain Store,349.0,Pfizer,Canada,,Store11
2021-02-16 00:00:00,Osteofix,Retail Store,292.0,Pfizer,South Korea,APAC,Store06
2021-02-16 00:00:00,Paingelix,Online Store,266.0,Bayer,Canada,,Store05
2021-02-16 00:00:00,Osteogrow,Retail Store,287.0,Pfizer,USA,,Store03
2021-02-16 00:00:00,Hepaheal,Retail Store,472.0,Pfizer,USA,,Store05
2021-02-16 00:00:00,Virustop,Retail Store,528.0,Merck,Egypt,EMEA,Store07
2021-02-16 00:00:00,Cardioplus,Chain Store,128.0,Bayer,Egypt,EMEA,Store01
2021-02-16 00:00:00,Hepafix,Chain Store,512.0,Merck,South Korea,APAC,Store11
2021-02-16 00:00:00,AntifungalY,Online Store,428.0,Bayer,Germany,EMEA,Store05
2021-02-16 00:00:00,Immunomax,Online Store,365.0,Pfizer,Australia,APAC,Store08
2021-02-16 00:00:00,Diabecheck,Online Store,382.0,Merck,Egypt,EMEA,Store11
2021-02-16 00:00:00,Immunoboost,Online Store,365.0,Pfizer,USA,,Store09
2021-02-16 00:00:00,Paingelix,Chain Store,128.0,Bayer,Germany,EMEA,Store02
2021-02-16 00:00:00,Osteogrow,Online Store,212.0,Pfizer,Canada,,Store05
2021-02-16 00:00:00,Cardioplus,Online Store,261.0,Bayer,Egypt,EMEA,Store03
2021-02-16 00:00:00,Dermaglow,Chain Store,398.0,Merck,South Korea,APAC,Store04
2021-02-16 00:00:00,Thyrocare,Retail Store,816.0,Pfizer,Germany,EMEA,Store11
2021-02-16 00:00:00,Neurofix,Chain Store,210.0,Pfizer,USA,,Store11
2021-02-16 00:00:00,Diabetrol,Retail Store,478.0,Merck,Egypt,EMEA,Store05
2021-02-16 00:00:00,Cancerend,Chain Store,214.0,Bayer,Germany,EMEA,Store05
2021-02-16 00:00:00,Virustop,Online Store,365.0,Merck,USA,,Store09
2021-02-16 00:00:00,Cardiox,Chain Store,131.0,Bayer,Egypt,EMEA,Store01
2021-02-16 00:00:00,Diabetrol,Online Store,374.0,Merck,Canada,,Store10
2021-02-16 00:00:00,Immunomax,Retail Store,528.0,Pfizer,Canada,,Store06
2021-02-16 00:00:00,Diabecheck,Retail Store,478.0,Merck,USA,,Store09
2021-02-16 00:00:00,AntifungalY,Chain Store,78.0,Bayer,Germany,EMEA,Store12
2021-02-16 00:00:00,Thyrocare,Online Store,430.0,Pfizer,Egypt,EMEA,Store11
2021-02-16 00:00:00,Hepaheal,Chain Store,502.0,Pfizer,South Korea,APAC,Store03
2021-02-16 00:00:00,Osteofix,Online Store,216.0,Pfizer,Australia,APAC,Store01
2021-02-23 00:00:00,Hepafix,Online Store,312.0,Merck,USA,,Store09
2021-02-23 00:00:00,Diabetrol,Retail Store,457.0,Merck,Germany,EMEA,Store09
2021-02-23 00:00:00,Hepaheal,Chain Store,468.0,Pfizer,Canada,,Store05
2021-02-23 00:00:00,Neurofix,Chain Store,192.0,Pfizer,Egypt,EMEA,Store12
2021-02-23 00:00:00,Dermaglow,Retail Store,237.0,Merck,Canada,,Store01
2021-02-23 00:00:00,Bronchosafe,Retail Store,444.0,Bayer,USA,,Store08
2021-02-23 00:00:00,Thyrocare,Retail Store,738.0,Pfizer,Germany,EMEA,Store08
2021-02-23 00:00:00,Dermaglow,Chain Store,369.0,Merck,USA,,Store06
2021-02-23 00:00:00,Fungistop,Retail Store,286.0,Merck,Germany,EMEA,Store05
2021-02-23 00:00:00,Thyrocare,Online Store,390.0,Pfizer,South Korea,APAC,Store12
2021-02-23 00:00:00,Cardioplus,Chain Store,118.0,Bayer,USA,,Store08
2021-02-23 00:00:00,AntifungalY,Online Store,361.0,Bayer,Australia,APAC,Store08
2021-02-23 00:00:00,Diabecheck,Chain Store,391.0,Merck,Egypt,EMEA,Store05
2021-02-23 00:00:00,Fungistop,Online Store,361.0,Merck,Canada,,Store05
2021-02-23 00:00:00,Cancerend,Online Store,390.0,Bayer,Egypt,EMEA,Store09
2021-02-23 00:00:00,Cardiox,Retail Store,204.0,Bayer,USA,,Store01
2021-02-23 00:00:00,Paingelix,Online Store,243.0,Bayer,Canada,,Store12
2021-02-23 00:00:00,Dermaglow,Online Store,330.0,Merck,Canada,,Store06
2021-02-23 00:00:00,Cardioplus,Online Store,238.0,Bayer,Australia,APAC,Store07
2021-02-23 00:00:00,Immunoboost,Chain Store,266.0,Pfizer,USA,,Store06
2021-02-23 00:00:00,Diabecheck,Online Store,363.0,Merck,Germany,EMEA,Store12
2021-02-23 00:00:00,Neurofix,Retail Store,753.0,Pfizer,Egypt,EMEA,Store10
2021-02-23 00:00:00,Virustop,Chain Store,261.0,Merck,Egypt,EMEA,Store10
2021-02-23 00:00:00,AntifungalY,Chain Store,67.0,Bayer,Egypt,EMEA,Store12
2021-02-23 00:00:00,Osteogrow,Retail Store,270.0,Pfizer,Egypt,EMEA,Store03
2021-02-23 00:00:00,Immunoboost,Retail Store,435.0,Pfizer,Australia,APAC,Store10
2021-02-23 00:00:00,Osteofix,Retail Store,275.0,Pfizer,Egypt,EMEA,Store05
2021-02-23 00:00:00,Osteogrow,Chain Store,329.0,Pfizer,South Korea,APAC,Store11
2021-02-23 00:00:00,Hepaheal,Online Store,305.0,Pfizer,South Korea,APAC,Store10
2021-02-23 00:00:00,Paingelix,Chain Store,118.0,Bayer,Egypt,EMEA,Store03
2021-02-23 00:00:00,Hepaheal,Retail Store,434.0,Pfizer,Egypt,EMEA,Store10
2021-02-23 00:00:00,Neurofix,Online Store,382.0,Pfizer,Canada,,Store06
2021-02-23 00:00:00,Hepafix,Retail Store,425.0,Merck,Canada,,Store03
2021-02-23 00:00:00,Virustop,Retail Store,444.0,Merck,Canada,,Store08
2021-02-23 00:00:00,Cardiox,Online Store,243.0,Bayer,Germany,EMEA,Store01
2021-02-23 00:00:00,Cardiox,Chain Store,121.0,Bayer,Egypt,EMEA,Store01
2021-02-23 00:00:00,Hepafix,Chain Store,478.0,Merck,Egypt,EMEA,Store11
2021-02-23 00:00:00,Osteogrow,Online Store,199.0,Pfizer,South Korea,APAC,Store02
2021-02-23 00:00:00,Immunomax,Chain Store,266.0,Pfizer,Australia,APAC,Store04
2021-02-23 00:00:00,Dermacil,Retail Store,237.0,Merck,Egypt,EMEA,Store03
2021-02-23 00:00:00,AntifungalY,Retail Store,292.0,Bayer,Egypt,EMEA,Store03
2021-02-23 00:00:00,Osteofix,Online Store,203.0,Pfizer,Egypt,EMEA,Store10
2021-02-23 00:00:00,Paingelix,Retail Store,204.0,Bayer,Canada,,Store02
2021-02-23 00:00:00,Bronchosafe,Online Store,344.0,Bayer,South Korea,APAC,Store06
2021-02-23 00:00:00,Diabecheck,Retail Store,457.0,Merck,Germany,EMEA,Store10
2021-02-23 00:00:00,Immunomax,Retail Store,444.0,Pfizer,USA,,Store09
2021-02-23 00:00:00,Cancerend,Retail Store,753.0,Bayer,Germany,EMEA,Store02
2021-02-23 00:00:00,Diabetrol,Online Store,356.0,Merck,Australia,APAC,Store05
2021-02-23 00:00:00,Osteofix,Chain Store,335.0,Pfizer,Australia,APAC,Store03
2021-02-23 00:00:00,Virustop,Online Store,337.0,Merck,South Korea,APAC,Store09
2021-02-23 00:00:00,Immunoboost,Online Store,337.0,Pfizer,USA,,Store04
2021-02-23 00:00:00,Thyrocare,Chain Store,192.0,Pfizer,USA,,Store11
2021-02-23 00:00:00,Bronchosafe,Chain Store,266.0,Bayer,Canada,,Store09
2021-02-23 00:00:00,Cardioplus,Retail Store,200.0,Bayer,USA,,Store11
2021-02-23 00:00:00,Immunomax,Online Store,337.0,Pfizer,Egypt,EMEA,Store05
2021-02-23 00:00:00,Dermacil,Online Store,330.0,Merck,Canada,,Store07
2021-02-23 00:00:00,Cancerend,Chain Store,196.0,Bayer,Canada,,Store06
2021-02-23 00:00:00,Diabetrol,Chain Store,391.0,Merck,USA,,Store12
2021-02-23 00:00:00,Fungistop,Chain Store,67.0,Merck,Egypt,EMEA,Store09
2021-02-23 00:00:00,Dermacil,Chain Store,361.0,Merck,Egypt,EMEA,Store05
2021-03-02 00:00:00,Neurofix,Retail Store,812.0,Pfizer,South Korea,APAC,Store04
2021-03-02 00:00:00,Diabecheck,Online Store,370.0,Merck,Canada,,Store01
2021-03-02 00:00:00,Osteogrow,Online Store,213.0,Pfizer,South Korea,APAC,Store01
2021-03-02 00:00:00,Immunomax,Chain Store,271.0,Pfizer,Germany,EMEA,Store11
2021-03-02 00:00:00,Cancerend,Online Store,420.0,Bayer,Germany,EMEA,Store11
2021-03-02 00:00:00,Cancerend,Retail Store,812.0,Bayer,USA,,Store04
2021-03-02 00:00:00,Fungistop,Online Store,432.0,Merck,Australia,APAC,Store09
2021-03-02 00:00:00,Paingelix,Online Store,264.0,Bayer,Germany,EMEA,Store10
2021-03-02 00:00:00,Diabecheck,Chain Store,398.0,Merck,Germany,EMEA,Store09
2021-03-02 00:00:00,Osteofix,Retail Store,294.0,Pfizer,Egypt,EMEA,Store03
2021-03-02 00:00:00,Immunomax,Retail Store,443.0,Pfizer,South Korea,APAC,Store02
2021-03-02 00:00:00,Paingelix,Retail Store,220.0,Bayer,Australia,APAC,Store07
2021-03-02 00:00:00,Dermaglow,Retail Store,258.0,Merck,Egypt,EMEA,Store04
2021-03-02 00:00:00,Paingelix,Chain Store,128.0,Bayer,Egypt,EMEA,Store12
2021-03-02 00:00:00,Hepaheal,Online Store,323.0,Pfizer,USA,,Store10
2021-03-02 00:00:00,Hepaheal,Chain Store,494.0,Pfizer,Canada,,Store09
2021-03-02 00:00:00,Diabetrol,Chain Store,398.0,Merck,Canada,,Store03
2021-03-02 00:00:00,Thyrocare,Retail Store,796.0,Pfizer,Canada,,Store02
2021-03-02 00:00:00,Diabecheck,Retail Store,465.0,Merck,Australia,APAC,Store04
2021-03-02 00:00:00,Thyrocare,Chain Store,204.0,Pfizer,Germany,EMEA,Store02
2021-03-02 00:00:00,Bronchosafe,Retail Store,443.0,Bayer,Canada,,Store03
2021-03-02 00:00:00,Immunomax,Online Store,343.0,Pfizer,South Korea,APAC,Store12
2021-03-02 00:00:00,Hepafix,Chain Store,504.0,Merck,South Korea,APAC,Store02
2021-03-02 00:00:00,Fungistop,Chain Store,77.0,Merck,Australia,APAC,Store05
2021-03-02 00:00:00,Cardiox,Chain Store,131.0,Bayer,Germany,EMEA,Store02
2021-03-02 00:00:00,Diabetrol,Retail Store,465.0,Merck,South Korea,APAC,Store03
2021-03-02 00:00:00,Hepafix,Online Store,330.0,Merck,Australia,APAC,Store04
2021-03-02 00:00:00,Virustop,Retail Store,443.0,Merck,USA,,Store08
2021-03-02 00:00:00,Neurofix,Online Store,412.0,Pfizer,Germany,EMEA,Store07
2021-03-02 00:00:00,Hepafix,Retail Store,456.0,Merck,Germany,EMEA,Store01
2021-03-02 00:00:00,Dermaglow,Chain Store,395.0,Merck,Canada,,Store04
2021-03-02 00:00:00,AntifungalY,Retail Store,348.0,Bayer,South Korea,APAC,Store12
2021-03-02 00:00:00,Cardioplus,Retail Store,215.0,Bayer,Germany,EMEA,Store04
2021-03-02 00:00:00,Diabetrol,Online Store,363.0,Merck,South Korea,APAC,Store12
2021-03-02 00:00:00,Dermacil,Chain Store,388.0,Merck,Egypt,EMEA,Store09
2021-03-02 00:00:00,Cancerend,Chain Store,208.0,Bayer,USA,,Store07
2021-03-02 00:00:00,Bronchosafe,Chain Store,271.0,Bayer,USA,,Store07
2021-03-02 00:00:00,Dermacil,Retail Store,258.0,Merck,Egypt,EMEA,Store06
2021-03-02 00:00:00,Virustop,Online Store,343.0,Merck,Australia,APAC,Store10
2021-03-02 00:00:00,Cardiox,Online Store,264.0,Bayer,USA,,Store12
2021-03-02 00:00:00,Dermacil,Online Store,366.0,Merck,Egypt,EMEA,Store10
2021-03-02 00:00:00,Bronchosafe,Online Store,349.0,Bayer,Germany,EMEA,Store03
2021-03-02 00:00:00,Cardioplus,Chain Store,128.0,Bayer,Egypt,EMEA,Store03
2021-03-02 00:00:00,AntifungalY,Online Store,432.0,Bayer,Germany,EMEA,Store08
2021-03-02 00:00:00,Thyrocare,Online Store,420.0,Pfizer,Canada,,Store08
2021-03-02 00:00:00,Cardioplus,Online Store,259.0,Bayer,Canada,,Store07
2021-03-02 00:00:00,Immunoboost,Chain Store,271.0,Pfizer,USA,,Store12
2021-03-02 00:00:00,Cardiox,Retail Store,220.0,Bayer,Germany,EMEA,Store12
2021-03-02 00:00:00,Virustop,Chain Store,266.0,Merck,USA,,Store08
2021-03-02 00:00:00,Osteogrow,Retail Store,289.0,Pfizer,USA,,Store05
2021-03-02 00:00:00,Fungistop,Retail Store,341.0,Merck,Germany,EMEA,Store04
2021-03-02 00:00:00,Immunoboost,Retail Store,434.0,Pfizer,Germany,EMEA,Store12
2021-03-02 00:00:00,AntifungalY,Chain Store,77.0,Bayer,South Korea,APAC,Store08
2021-03-02 00:00:00,Neurofix,Chain Store,204.0,Pfizer,Australia,APAC,Store02
2021-03-02 00:00:00,Osteofix,Online Store,217.0,Pfizer,South Korea,APAC,Store05
2021-03-02 00:00:00,Dermaglow,Online Store,366.0,Merck,Germany,EMEA,Store11
2021-03-02 00:00:00,Immunoboost,Online Store,343.0,Pfizer,Canada,,Store10
2021-03-02 00:00:00,Osteogrow,Chain Store,352.0,Pfizer,Australia,APAC,Store06
2021-03-02 00:00:00,Osteofix,Chain Store,359.0,Pfizer,Egypt,EMEA,Store11
2021-03-02 00:00:00,Hepaheal,Retail Store,465.0,Pfizer,Germany,EMEA,Store04
2021-03-09 00:00:00,Hepafix,Online Store,314.0,Merck,South Korea,APAC,Store02
2021-03-09 00:00:00,Osteofix,Chain Store,347.0,Pfizer,Germany,EMEA,Store08
2021-03-09 00:00:00,Cardiox,Retail Store,222.0,Bayer,Germany,EMEA,Store09
2021-03-09 00:00:00,Osteogrow,Online Store,206.0,Pfizer,USA,,Store03
