Date,SKU,lower_bound_demand,real_demand,upper_bound_demand,exceptions,Confidence
2021-03-02 00:00:00,Immunomax CS,,271.0,,,0.75
2021-03-02 00:00:00,Immunomax OS,,343.0,,,0.75
2021-03-02 00:00:00,Immunomax RS,,443.0,,,0.8
2021-03-02 00:00:00,Neurofix CS,,204.0,,,0.75
2021-03-02 00:00:00,Neurofix OS,,412.0,,,0.75
2021-03-02 00:00:00,Neurofix RS,,812.0,,,0.75
2021-03-02 00:00:00,Osteofix CS,,359.0,,,0.85
2021-03-02 00:00:00,Osteofix OS,,217.0,,,0.85
2021-03-02 00:00:00,Osteofix RS,,294.0,,,0.85
2021-03-02 00:00:00,Osteogrow CS,,352.0,,,0.8
2021-03-02 00:00:00,Osteogrow OS,,213.0,,,0.85
2021-03-02 00:00:00,Osteogrow RS,,289.0,,,0.85
2021-03-02 00:00:00,Paingelix CS,,128.0,,,0.85
2021-03-02 00:00:00,Paingelix OS,,264.0,,,0.85
2021-03-02 00:00:00,Paingelix RS,,220.0,,,0.8
2021-03-02 00:00:00,Thyrocare CS,,204.0,,,0.75
2021-03-02 00:00:00,Thyrocare OS,,420.0,,,0.75
2021-03-02 00:00:00,Thyrocare RS,,796.0,,,0.75
2021-03-02 00:00:00,Virustop CS,,266.0,,,0.75
2021-03-02 00:00:00,Virustop OS,,343.0,,,0.75
2021-03-02 00:00:00,Virustop RS,,443.0,,,0.8
2021-03-09 00:00:00,AntifungalY CS,,75.0,,,0.85
2021-03-09 00:00:00,AntifungalY OS,,406.0,,,0.75
2021-03-09 00:00:00,AntifungalY RS,,328.0,,,0.8
2021-03-09 00:00:00,Bronchosafe CS,,287.0,,,0.75
2021-03-09 00:00:00,Bronchosafe OS,,346.0,,,0.75
2021-03-09 00:00:00,Bronchosafe RS,,507.0,,,0.8
2021-03-09 00:00:00,Cancerend CS,,199.0,,,0.8
2021-03-09 00:00:00,Cancerend OS,,396.0,,,0.75
2021-03-09 00:00:00,Cancerend RS,,766.0,,,0.75
2021-03-09 00:00:00,Cardioplus CS,,130.0,,,0.8
2021-03-09 00:00:00,Cardioplus OS,,263.0,,,0.8
2021-03-09 00:00:00,Cardioplus RS,,218.0,,,0.8
2021-03-09 00:00:00,Cardiox CS,,133.0,,,0.8
2021-03-09 00:00:00,Cardiox OS,,269.0,,,0.85
2021-03-09 00:00:00,Cardiox RS,,222.0,,,0.8
2021-03-09 00:00:00,Dermacil CS,,381.0,,,0.85
2021-03-09 00:00:00,Dermacil OS,,357.0,,,0.75
2021-03-09 00:00:00,Dermacil RS,,253.0,,,0.8
2021-03-09 00:00:00,Dermaglow CS,,389.0,,,0.85
2021-03-09 00:00:00,Dermaglow OS,,357.0,,,0.75
2021-03-09 00:00:00,Dermaglow RS,,253.0,,,0.8
2021-03-09 00:00:00,Diabecheck CS,,385.0,,,0.8
2021-03-09 00:00:00,Diabecheck OS,,358.0,,,0.8
2021-03-09 00:00:00,Diabecheck RS,,450.0,,,0.8
2021-03-09 00:00:00,Diabetrol CS,,385.0,,,0.8
2021-03-09 00:00:00,Diabetrol OS,,350.0,,,0.8
2021-03-09 00:00:00,Diabetrol RS,,450.0,,,0.8
2021-03-09 00:00:00,Fungistop CS,,75.0,,,0.8
2021-03-09 00:00:00,Fungistop OS,,406.0,,,0.75
2021-03-09 00:00:00,Fungistop RS,,322.0,,,0.75
2021-03-09 00:00:00,Hepafix CS,,477.0,,,0.85
2021-03-09 00:00:00,Hepafix OS,,314.0,,,0.85
2021-03-09 00:00:00,Hepafix RS,,440.0,,,0.85
2021-03-09 00:00:00,Hepaheal CS,,468.0,,,0.85
2021-03-09 00:00:00,Hepaheal OS,,307.0,,,0.85
2021-03-09 00:00:00,Hepaheal RS,,449.0,,,0.85
2021-03-09 00:00:00,Immunoboost CS,,287.0,,,0.75
2021-03-09 00:00:00,Immunoboost OS,,339.0,,,0.75
2021-03-09 00:00:00,Immunoboost RS,,497.0,,,0.75
2021-03-09 00:00:00,Immunomax CS,,287.0,,,0.75
2021-03-09 00:00:00,Immunomax OS,,339.0,,,0.75
2021-03-09 00:00:00,Immunomax RS,,507.0,,,0.8
2021-03-09 00:00:00,Neurofix CS,,195.0,,,0.75
2021-03-09 00:00:00,Neurofix OS,,388.0,,,0.75
2021-03-09 00:00:00,Neurofix RS,,766.0,,,0.75
2021-03-09 00:00:00,Osteofix CS,,347.0,,,0.85
2021-03-09 00:00:00,Osteofix OS,,211.0,,,0.85
2021-03-09 00:00:00,Osteofix RS,,285.0,,,0.85
2021-03-09 00:00:00,Osteogrow CS,,340.0,,,0.8
2021-03-09 00:00:00,Osteogrow OS,,206.0,,,0.85
2021-03-09 00:00:00,Osteogrow RS,,280.0,,,0.85
2021-03-09 00:00:00,Paingelix CS,,130.0,,,0.85
2021-03-09 00:00:00,Paingelix OS,,269.0,,,0.85
2021-03-09 00:00:00,Paingelix RS,,222.0,,,0.8
2021-03-09 00:00:00,Thyrocare CS,,195.0,,,0.75
2021-03-09 00:00:00,Thyrocare OS,,396.0,,,0.75
2021-03-09 00:00:00,Thyrocare RS,,751.0,,,0.75
2021-03-09 00:00:00,Virustop CS,,282.0,,,0.75
2021-03-09 00:00:00,Virustop OS,,339.0,,,0.75
2021-03-09 00:00:00,Virustop RS,,507.0,,,0.8
2021-03-16 00:00:00,AntifungalY CS,,70.0,,,0.85
2021-03-16 00:00:00,AntifungalY OS,,380.0,,,0.75
2021-03-16 00:00:00,AntifungalY RS,,308.0,,,0.8
2021-03-16 00:00:00,Bronchosafe CS,,271.0,,,0.75
2021-03-16 00:00:00,Bronchosafe OS,,327.0,,,0.75
2021-03-16 00:00:00,Bronchosafe RS,,464.0,,,0.8
2021-03-16 00:00:00,Cancerend CS,,200.0,,,0.8
2021-03-16 00:00:00,Cancerend OS,,403.0,,,0.75
2021-03-16 00:00:00,Cancerend RS,,779.0,,,0.75
2021-03-16 00:00:00,Cardioplus CS,,125.0,,,0.8
2021-03-16 00:00:00,Cardioplus OS,,251.0,,,0.8
2021-03-16 00:00:00,Cardioplus RS,,210.0,,,0.8
2021-03-16 00:00:00,Cardiox CS,,127.0,,,0.8
2021-03-16 00:00:00,Cardiox OS,,256.0,,,0.85
2021-03-16 00:00:00,Cardiox RS,,214.0,,,0.8
2021-03-16 00:00:00,Dermacil CS,,421.0,,,0.85
2021-03-16 00:00:00,Dermacil OS,,390.0,,,0.75
2021-03-16 00:00:00,Dermacil RS,,277.0,,,0.8
2021-03-16 00:00:00,Dermaglow CS,,429.0,,,0.85
2021-03-16 00:00:00,Dermaglow OS,,390.0,,,0.75
2021-03-16 00:00:00,Dermaglow RS,,277.0,,,0.8
2021-03-16 00:00:00,Diabecheck CS,,382.0,,,0.8
2021-03-16 00:00:00,Diabecheck OS,,356.0,,,0.8
2021-03-16 00:00:00,Diabecheck RS,,446.0,,,0.8
2021-03-16 00:00:00,Diabetrol CS,,382.0,,,0.8
2021-03-16 00:00:00,Diabetrol OS,,348.0,,,0.8
2021-03-16 00:00:00,Diabetrol RS,,446.0,,,0.8
2021-03-16 00:00:00,Fungistop CS,,70.0,,,0.8
2021-03-16 00:00:00,Fungistop OS,,380.0,,,0.75
2021-03-16 00:00:00,Fungistop RS,,302.0,,,0.75
2021-03-16 00:00:00,Hepafix CS,,452.0,,,0.85
2021-03-16 00:00:00,Hepafix OS,,296.0,,,0.85
2021-03-16 00:00:00,Hepafix RS,,407.0,,,0.85
2021-03-16 00:00:00,Hepaheal CS,,444.0,,,0.85
2021-03-16 00:00:00,Hepaheal OS,,290.0,,,0.85
2021-03-16 00:00:00,Hepaheal RS,,416.0,,,0.85
2021-03-16 00:00:00,Immunoboost CS,,271.0,,,0.75
2021-03-16 00:00:00,Immunoboost OS,,320.0,,,0.75
2021-03-16 00:00:00,Immunoboost RS,,455.0,,,0.75
2021-03-16 00:00:00,Immunomax CS,,271.0,,,0.75
2021-03-16 00:00:00,Immunomax OS,,320.0,,,0.75
2021-03-16 00:00:00,Immunomax RS,,464.0,,,0.8
2021-03-16 00:00:00,Neurofix CS,,196.0,,,0.75
2021-03-16 00:00:00,Neurofix OS,,395.0,,,0.75
2021-03-16 00:00:00,Neurofix RS,,779.0,,,0.75
2021-03-16 00:00:00,Osteofix CS,,347.0,,,0.85
2021-03-16 00:00:00,Osteofix OS,,212.0,,,0.85
2021-03-16 00:00:00,Osteofix RS,,287.0,,,0.85
2021-03-16 00:00:00,Osteogrow CS,,340.0,,,0.8
2021-03-16 00:00:00,Osteogrow OS,,207.0,,,0.85
2021-03-16 00:00:00,Osteogrow RS,,282.0,,,0.85
2021-03-16 00:00:00,Paingelix CS,,125.0,,,0.85
2021-03-16 00:00:00,Paingelix OS,,256.0,,,0.85
2021-03-16 00:00:00,Paingelix RS,,214.0,,,0.8
2021-03-16 00:00:00,Thyrocare CS,,196.0,,,0.75
2021-03-16 00:00:00,Thyrocare OS,,403.0,,,0.75
2021-03-16 00:00:00,Thyrocare RS,,763.0,,,0.75
2021-03-16 00:00:00,Virustop CS,,266.0,,,0.75
2021-03-16 00:00:00,Virustop OS,,320.0,,,0.75
2021-03-16 00:00:00,Virustop RS,,464.0,,,0.8
2021-03-23 00:00:00,AntifungalY CS,,70.0,,,0.85
2021-03-23 00:00:00,AntifungalY OS,,388.0,,,0.75
2021-03-23 00:00:00,AntifungalY RS,,313.0,,,0.8
2021-03-23 00:00:00,Bronchosafe CS,,275.0,,,0.75
2021-03-23 00:00:00,Bronchosafe OS,,328.0,,,0.75
2021-03-23 00:00:00,Bronchosafe RS,,482.0,,,0.8
2021-03-23 00:00:00,Cancerend CS,,203.0,,,0.8
2021-03-23 00:00:00,Cancerend OS,,400.0,,,0.75
