Date,product,decomposition,real/pred,prediction_type,demand
2023-06-20,Bronchosafe,pred,pred,upper_bound,2051.0
2023-06-20,Bronchosafe,pred,pred,lower_bound,1395.0
2023-06-20,AntifungalY,trend_seasonality,pred,predicted_value,1292.0
2023-06-20,AntifungalY,stationarity,pred,predicted_value,0.0
2023-06-20,AntifungalY,pred,pred,upper_bound,1525.0
2023-06-20,AntifungalY,pred,pred,predicted_value,1292.0
2023-06-20,AntifungalY,pred,pred,lower_bound,1047.0
2023-06-20,Analgesix,trend_seasonality,pred,predicted_value,610.0
2023-06-20,Analgesix,stationarity,pred,predicted_value,0.0
2023-06-20,Analgesix,pred,pred,upper_bound,735.0
2023-06-20,Analgesix,pred,pred,predicted_value,610.0
2023-06-20,Bronchosafe,pred,pred,predicted_value,1710.0
2023-06-20,Cardioplus,stationarity,pred,predicted_value,0.0
2023-06-20,Analgesix,pred,pred,lower_bound,475.0
2023-06-20,Cardiox,pred,pred,lower_bound,582.0
2023-06-20,Diabetrol,pred,pred,upper_bound,2482.0
2023-06-20,Diabetrol,pred,pred,predicted_value,2120.0
2023-06-20,Diabetrol,trend_seasonality,pred,predicted_value,2120.0
2023-06-20,Diabecheck,trend_seasonality,pred,predicted_value,404.0
2023-06-20,Diabecheck,stationarity,pred,predicted_value,0.0
2023-06-20,Cardioplus,trend_seasonality,pred,predicted_value,519.0
2023-06-20,Diabecheck,pred,pred,predicted_value,404.0
2023-06-20,Diabecheck,pred,pred,lower_bound,322.0
2023-06-20,Dermaglow,trend_seasonality,pred,predicted_value,558.0
2023-06-20,Dermaglow,stationarity,pred,predicted_value,0.0
2023-06-20,Diabecheck,pred,pred,upper_bound,490.0
2023-06-20,Dermaglow,pred,pred,predicted_value,558.0
2023-06-20,Dermaglow,pred,pred,upper_bound,645.0
2023-06-20,Cardiox,pred,pred,upper_bound,830.0
2023-06-20,Cardiox,stationarity,pred,predicted_value,0.0
2023-06-20,Cardiox,trend_seasonality,pred,predicted_value,706.0
2023-06-20,Dermacil,pred,pred,lower_bound,1304.0
2023-06-20,Cardiox,pred,pred,predicted_value,706.0
2023-06-20,Dermacil,pred,pred,upper_bound,1818.0
2023-06-20,Dermacil,stationarity,pred,predicted_value,0.0
2023-06-20,Dermacil,trend_seasonality,pred,predicted_value,1563.0
2023-06-20,Dermaglow,pred,pred,lower_bound,465.0
2023-06-20,Dermacil,pred,pred,predicted_value,1563.0
2023-06-27,Hepaheal,trend_seasonality,pred,predicted_value,1354.0
2023-06-27,Immunoboost,pred,pred,lower_bound,354.0
2023-06-27,Immunoboost,pred,pred,predicted_value,420.0
2023-06-27,Immunoboost,pred,pred,upper_bound,488.0
2023-06-27,Immunomax,pred,pred,lower_bound,703.0
2023-06-27,Immunoboost,trend_seasonality,pred,predicted_value,420.0
2023-06-27,Immunomax,pred,pred,predicted_value,889.0
2023-06-27,Immunomax,pred,pred,upper_bound,1070.0
2023-06-27,Immunoboost,stationarity,pred,predicted_value,0.0
2023-06-27,Hepaheal,stationarity,pred,predicted_value,0.0
2023-06-27,Fungistop,pred,pred,upper_bound,383.0
2023-06-27,Hepaheal,pred,pred,upper_bound,1634.0
2023-06-27,Hepaheal,pred,pred,predicted_value,1354.0
2023-06-27,Hepaheal,pred,pred,lower_bound,1100.0
2023-06-27,Hepafix,trend_seasonality,pred,predicted_value,968.0
2023-06-27,Hepafix,stationarity,pred,predicted_value,0.0
2023-06-27,Hepafix,pred,pred,upper_bound,1161.0
2023-06-27,Hepafix,pred,pred,predicted_value,968.0
2023-06-27,Hepafix,pred,pred,lower_bound,778.0
2023-06-27,Fungistop,trend_seasonality,pred,predicted_value,327.0
2023-06-27,Fungistop,stationarity,pred,predicted_value,0.0
2023-06-27,Immunomax,stationarity,pred,predicted_value,0.0
2023-06-27,Immunomax,trend_seasonality,pred,predicted_value,889.0
2023-06-27,Osteogrow,pred,pred,upper_bound,680.0
2023-06-27,Neurofix,pred,pred,predicted_value,2036.0
2023-06-27,Fungistop,pred,pred,predicted_value,327.0
2023-06-27,Virustop,stationarity,pred,predicted_value,0.0
2023-06-27,Virustop,pred,pred,upper_bound,1558.0
2023-06-27,Virustop,pred,pred,predicted_value,1266.0
2023-06-27,Virustop,pred,pred,lower_bound,981.0
2023-06-27,Thyrocare,trend_seasonality,pred,predicted_value,1485.0
2023-06-27,Thyrocare,stationarity,pred,predicted_value,0.0
2023-06-27,Thyrocare,pred,pred,upper_bound,1768.0
2023-06-27,Thyrocare,pred,pred,predicted_value,1485.0
2023-06-27,Thyrocare,pred,pred,lower_bound,1232.0
2023-06-27,Osteogrow,trend_seasonality,pred,predicted_value,554.0
2023-06-27,Osteogrow,stationarity,pred,predicted_value,0.0
2023-06-27,Osteogrow,pred,pred,predicted_value,554.0
2023-06-27,Osteogrow,pred,pred,lower_bound,420.0
2023-06-27,Osteofix,trend_seasonality,pred,predicted_value,1347.0
2023-06-27,Osteofix,stationarity,pred,predicted_value,0.0
2023-06-27,Osteofix,pred,pred,upper_bound,1583.0
2023-06-27,Osteofix,pred,pred,predicted_value,1347.0
2023-06-27,Osteofix,pred,pred,lower_bound,1114.0
2023-06-27,Neurofix,trend_seasonality,pred,predicted_value,2036.0
2023-06-27,Neurofix,stationarity,pred,predicted_value,0.0
2023-06-27,Neurofix,pred,pred,upper_bound,2405.0
2023-06-27,Neurofix,pred,pred,lower_bound,1643.0
2023-06-27,Fungistop,pred,pred,lower_bound,271.0
2023-06-27,Virustop,trend_seasonality,pred,predicted_value,1266.0
2023-06-27,Diabetrol,stationarity,pred,predicted_value,0.0
2023-06-27,Cardioplus,pred,pred,upper_bound,617.0
2023-06-27,Cardioplus,pred,pred,predicted_value,517.0
2023-06-27,Cardioplus,pred,pred,lower_bound,412.0
2023-06-27,Cancerend,trend_seasonality,pred,predicted_value,970.0
2023-06-27,Cancerend,stationarity,pred,predicted_value,0.0
2023-06-27,Cancerend,pred,pred,upper_bound,1136.0
2023-06-27,Cancerend,pred,pred,predicted_value,970.0
2023-06-27,Cancerend,pred,pred,lower_bound,806.0
2023-06-27,Bronchosafe,trend_seasonality,pred,predicted_value,1781.0
2023-06-27,Bronchosafe,stationarity,pred,predicted_value,0.0
2023-06-27,Bronchosafe,pred,pred,upper_bound,2130.0
2023-06-27,Bronchosafe,pred,pred,predicted_value,1781.0
2023-06-27,Bronchosafe,pred,pred,lower_bound,1448.0
2023-06-27,AntifungalY,trend_seasonality,pred,predicted_value,1380.0
2023-06-27,AntifungalY,stationarity,pred,predicted_value,0.0
2023-06-27,AntifungalY,pred,pred,upper_bound,1633.0
2023-06-27,AntifungalY,pred,pred,predicted_value,1380.0
2023-06-27,AntifungalY,pred,pred,lower_bound,1129.0
2023-06-27,Analgesix,trend_seasonality,pred,predicted_value,612.0
2023-06-27,Analgesix,stationarity,pred,predicted_value,0.0
2023-06-27,Analgesix,pred,pred,upper_bound,746.0
2023-06-27,Analgesix,pred,pred,predicted_value,612.0
2023-06-27,Analgesix,pred,pred,lower_bound,487.0
2023-06-27,Cardioplus,stationarity,pred,predicted_value,0.0
2023-06-27,Diabetrol,trend_seasonality,pred,predicted_value,2049.0
2023-06-27,Cardiox,pred,pred,lower_bound,567.0
2023-06-27,Cardioplus,trend_seasonality,pred,predicted_value,517.0
2023-06-27,Diabetrol,pred,pred,upper_bound,2385.0
2023-06-27,Diabetrol,pred,pred,predicted_value,2049.0
2023-06-27,Diabetrol,pred,pred,lower_bound,1694.0
2023-06-27,Diabecheck,trend_seasonality,pred,predicted_value,395.0
2023-06-27,Diabecheck,stationarity,pred,predicted_value,0.0
2023-06-27,Diabecheck,pred,pred,predicted_value,395.0
2023-06-27,Diabecheck,pred,pred,lower_bound,311.0
2023-06-27,Dermaglow,trend_seasonality,pred,predicted_value,607.0
2023-06-27,Dermaglow,stationarity,pred,predicted_value,0.0
2023-06-27,Diabecheck,pred,pred,upper_bound,481.0
2023-06-27,Dermaglow,pred,pred,predicted_value,607.0
2023-06-27,Dermaglow,pred,pred,upper_bound,700.0
2023-06-27,Cardiox,pred,pred,upper_bound,797.0
2023-06-27,Cardiox,stationarity,pred,predicted_value,0.0
2023-06-27,Dermacil,pred,pred,lower_bound,1321.0
2023-06-27,Dermacil,pred,pred,predicted_value,1608.0
2023-06-27,Cardiox,trend_seasonality,pred,predicted_value,681.0
2023-06-27,Cardiox,pred,pred,predicted_value,681.0
2023-06-27,Dermacil,stationarity,pred,predicted_value,0.0
2023-06-27,Dermacil,trend_seasonality,pred,predicted_value,1608.0
2023-06-27,Dermaglow,pred,pred,lower_bound,519.0
2023-06-27,Dermacil,pred,pred,upper_bound,1867.0
2023-07-04,Immunoboost,pred,pred,upper_bound,514.0
2023-07-04,Hepaheal,trend_seasonality,pred,predicted_value,1475.0
2023-07-04,Immunoboost,pred,pred,lower_bound,386.0
2023-07-04,Immunoboost,pred,pred,predicted_value,450.0
2023-07-04,Immunoboost,trend_seasonality,pred,predicted_value,450.0
2023-07-04,Immunomax,pred,pred,lower_bound,761.0
2023-07-04,Immunomax,pred,pred,predicted_value,951.0
2023-07-04,Immunomax,pred,pred,upper_bound,1129.0
2023-07-04,Hepaheal,stationarity,pred,predicted_value,0.0
2023-07-04,Immunoboost,stationarity,pred,predicted_value,0.0
2023-07-04,Fungistop,pred,pred,predicted_value,330.0
2023-07-04,Hepaheal,pred,pred,predicted_value,1475.0
2023-07-04,Hepaheal,pred,pred,lower_bound,1214.0
2023-07-04,Hepafix,trend_seasonality,pred,predicted_value,989.0
2023-07-04,Hepafix,stationarity,pred,predicted_value,0.0
2023-07-04,Hepafix,pred,pred,upper_bound,1213.0
2023-07-04,Hepafix,pred,pred,predicted_value,989.0
2023-07-04,Hepafix,pred,pred,lower_bound,785.0
2023-07-04,Fungistop,trend_seasonality,pred,predicted_value,330.0
2023-07-04,Fungistop,stationarity,pred,predicted_value,0.0
2023-07-04,Fungistop,pred,pred,upper_bound,387.0
2023-07-04,Immunomax,stationarity,pred,predicted_value,0.0
2023-07-04,Hepaheal,pred,pred,upper_bound,1734.0
2023-07-04,Immunomax,trend_seasonality,pred,predicted_value,951.0
2023-07-04,Osteogrow,pred,pred,predicted_value,643.0
2023-07-04,Neurofix,pred,pred,predicted_value,2086.0
2023-07-04,Fungistop,pred,pred,lower_bound,277.0
2023-07-04,Virustop,stationarity,pred,predicted_value,0.0
2023-07-04,Virustop,pred,pred,upper_bound,1678.0
2023-07-04,Virustop,pred,pred,predicted_value,1379.0
2023-07-04,Virustop,pred,pred,lower_bound,1087.0
2023-07-04,Thyrocare,trend_seasonality,pred,predicted_value,1615.0
2023-07-04,Thyrocare,stationarity,pred,predicted_value,0.0
2023-07-04,Thyrocare,pred,pred,upper_bound,1900.0
2023-07-04,Thyrocare,pred,pred,predicted_value,1615.0
2023-07-04,Thyrocare,pred,pred,lower_bound,1348.0
2023-07-04,Osteogrow,trend_seasonality,pred,predicted_value,643.0
2023-07-04,Osteogrow,stationarity,pred,predicted_value,0.0
2023-07-04,Osteogrow,pred,pred,upper_bound,771.0
2023-07-04,Osteogrow,pred,pred,lower_bound,512.0
2023-07-04,Osteofix,trend_seasonality,pred,predicted_value,1409.0
2023-07-04,Osteofix,stationarity,pred,predicted_value,0.0
2023-07-04,Osteofix,pred,pred,upper_bound,1668.0
2023-07-04,Osteofix,pred,pred,predicted_value,1409.0
2023-07-04,Osteofix,pred,pred,lower_bound,1158.0
2023-07-04,Neurofix,trend_seasonality,pred,predicted_value,2086.0
2023-07-04,Neurofix,stationarity,pred,predicted_value,0.0
2023-07-04,Neurofix,pred,pred,upper_bound,2457.0
2023-07-04,Neurofix,pred,pred,lower_bound,1732.0
2023-07-04,Virustop,trend_seasonality,pred,predicted_value,1379.0
2023-07-04,Diabetrol,trend_seasonality,pred,predicted_value,2174.0
2023-07-04,Cardioplus,pred,pred,predicted_value,608.0
2023-07-04,Cardioplus,pred,pred,lower_bound,508.0
2023-07-04,Cancerend,trend_seasonality,pred,predicted_value,994.0
2023-07-04,Cancerend,stationarity,pred,predicted_value,0.0
2023-07-04,Cancerend,pred,pred,upper_bound,1163.0
2023-07-04,Cancerend,pred,pred,predicted_value,994.0
2023-07-04,Cancerend,pred,pred,lower_bound,822.0
2023-07-04,Bronchosafe,trend_seasonality,pred,predicted_value,1932.0
2023-07-04,Bronchosafe,stationarity,pred,predicted_value,0.0
2023-07-04,Bronchosafe,pred,pred,predicted_value,1932.0
2023-07-04,Cardioplus,pred,pred,upper_bound,714.0
2023-07-04,Bronchosafe,pred,pred,lower_bound,1605.0
2023-07-04,AntifungalY,stationarity,pred,predicted_value,0.0
2023-07-04,AntifungalY,pred,pred,upper_bound,1838.0
2023-07-04,AntifungalY,pred,pred,predicted_value,1582.0
2023-07-04,AntifungalY,pred,pred,lower_bound,1332.0
2023-07-04,Analgesix,trend_seasonality,pred,predicted_value,643.0
2023-07-04,Analgesix,stationarity,pred,predicted_value,0.0
2023-07-04,Analgesix,pred,pred,upper_bound,775.0
2023-07-04,Analgesix,pred,pred,predicted_value,643.0
2023-07-04,Analgesix,pred,pred,lower_bound,514.0
2023-07-04,Diabetrol,stationarity,pred,predicted_value,0.0
2023-07-04,AntifungalY,trend_seasonality,pred,predicted_value,1582.0
2023-07-04,Bronchosafe,pred,pred,upper_bound,2264.0
2023-07-04,Cardioplus,trend_seasonality,pred,predicted_value,608.0
2023-07-04,Cardioplus,stationarity,pred,predicted_value,0.0
2023-07-04,Diabetrol,pred,pred,predicted_value,2174.0
2023-07-04,Diabetrol,pred,pred,lower_bound,1808.0
2023-07-04,Diabecheck,trend_seasonality,pred,predicted_value,411.0
2023-07-04,Diabecheck,stationarity,pred,predicted_value,0.0
2023-07-04,Diabecheck,pred,pred,upper_bound,496.0
2023-07-04,Diabecheck,pred,pred,predicted_value,411.0
2023-07-04,Diabecheck,pred,pred,lower_bound,327.0
2023-07-04,Dermaglow,trend_seasonality,pred,predicted_value,652.0
2023-07-04,Dermaglow,stationarity,pred,predicted_value,0.0
2023-07-04,Dermaglow,pred,pred,upper_bound,734.0
2023-07-04,Dermaglow,pred,pred,predicted_value,652.0
2023-07-04,Diabetrol,pred,pred,upper_bound,2568.0
2023-07-04,Cardiox,pred,pred,lower_bound,589.0
2023-07-04,Dermaglow,pred,pred,lower_bound,563.0
2023-07-04,Cardiox,pred,pred,predicted_value,719.0
2023-07-04,Cardiox,pred,pred,upper_bound,837.0
2023-07-04,Cardiox,trend_seasonality,pred,predicted_value,719.0
2023-07-04,Cardiox,stationarity,pred,predicted_value,0.0
2023-07-04,Dermacil,pred,pred,predicted_value,1725.0
2023-07-04,Dermacil,pred,pred,upper_bound,2007.0
2023-07-04,Dermacil,stationarity,pred,predicted_value,0.0
2023-07-04,Dermacil,trend_seasonality,pred,predicted_value,1725.0
2023-07-04,Dermacil,pred,pred,lower_bound,1461.0
2023-07-11,Immunoboost,pred,pred,lower_bound,345.0
2023-07-11,Immunoboost,pred,pred,predicted_value,411.0
2023-07-11,Immunoboost,pred,pred,upper_bound,474.0
2023-07-11,Immunoboost,stationarity,pred,predicted_value,0.0
2023-07-11,Immunomax,stationarity,pred,predicted_value,0.0
2023-07-11,Immunomax,pred,pred,lower_bound,721.0
2023-07-11,Immunomax,pred,pred,predicted_value,900.0
2023-07-11,Immunomax,pred,pred,upper_bound,1081.0
2023-07-11,Hepaheal,trend_seasonality,pred,predicted_value,1319.0
2023-07-11,Immunoboost,trend_seasonality,pred,predicted_value,411.0
2023-07-11,Hepaheal,stationarity,pred,predicted_value,0.0
2023-07-11,Hepaheal,pred,pred,upper_bound,1583.0
2023-07-11,Hepaheal,pred,pred,predicted_value,1319.0
2023-07-11,Hepaheal,pred,pred,lower_bound,1057.0
2023-07-11,Hepafix,trend_seasonality,pred,predicted_value,923.0
2023-07-11,Hepafix,stationarity,pred,predicted_value,0.0
2023-07-11,Hepafix,pred,pred,upper_bound,1124.0
2023-07-11,Hepafix,pred,pred,predicted_value,923.0
2023-07-11,Hepafix,pred,pred,lower_bound,732.0
2023-07-11,Fungistop,trend_seasonality,pred,predicted_value,300.0
2023-07-11,Fungistop,stationarity,pred,predicted_value,0.0
2023-07-11,Fungistop,pred,pred,upper_bound,357.0
2023-07-11,Immunomax,trend_seasonality,pred,predicted_value,900.0
2023-07-11,Fungistop,pred,pred,predicted_value,300.0
2023-07-11,Neurofix,pred,pred,predicted_value,1947.0
2023-07-11,Virustop,stationarity,pred,predicted_value,0.0
2023-07-11,Virustop,pred,pred,upper_bound,1504.0
2023-07-11,Virustop,pred,pred,predicted_value,1203.0
2023-07-11,Virustop,pred,pred,lower_bound,916.0
2023-07-11,Thyrocare,trend_seasonality,pred,predicted_value,1512.0
2023-07-11,Thyrocare,stationarity,pred,predicted_value,0.0
2023-07-11,Thyrocare,pred,pred,upper_bound,1787.0
2023-07-11,Thyrocare,pred,pred,predicted_value,1512.0
2023-07-11,Thyrocare,pred,pred,lower_bound,1260.0
2023-07-11,Osteogrow,trend_seasonality,pred,predicted_value,621.0
2023-07-11,Osteogrow,stationarity,pred,predicted_value,0.0
2023-07-11,Osteogrow,pred,pred,upper_bound,744.0
2023-07-11,Osteogrow,pred,pred,predicted_value,621.0
2023-07-11,Osteogrow,pred,pred,lower_bound,495.0
2023-07-11,Osteofix,trend_seasonality,pred,predicted_value,1287.0
2023-07-11,Osteofix,stationarity,pred,predicted_value,0.0
2023-07-11,Osteofix,pred,pred,upper_bound,1540.0
2023-07-11,Osteofix,pred,pred,predicted_value,1287.0
2023-07-11,Osteofix,pred,pred,lower_bound,1047.0
2023-07-11,Neurofix,trend_seasonality,pred,predicted_value,1947.0
2023-07-11,Neurofix,stationarity,pred,predicted_value,0.0
2023-07-11,Neurofix,pred,pred,upper_bound,2281.0
2023-07-11,Neurofix,pred,pred,lower_bound,1603.0
2023-07-11,Fungistop,pred,pred,lower_bound,245.0
2023-07-11,Virustop,trend_seasonality,pred,predicted_value,1203.0
2023-07-11,Diabetrol,stationarity,pred,predicted_value,0.0
2023-07-11,Cardioplus,pred,pred,upper_bound,702.0
2023-07-11,Cardioplus,pred,pred,predicted_value,602.0
2023-07-11,Cardioplus,pred,pred,lower_bound,508.0
2023-07-11,Cancerend,trend_seasonality,pred,predicted_value,911.0
2023-07-11,Cancerend,stationarity,pred,predicted_value,0.0
2023-07-11,Cancerend,pred,pred,upper_bound,1086.0
2023-07-11,Cancerend,pred,pred,predicted_value,911.0
2023-07-11,Cancerend,pred,pred,lower_bound,750.0
2023-07-11,Bronchosafe,trend_seasonality,pred,predicted_value,1714.0
2023-07-11,Bronchosafe,stationarity,pred,predicted_value,0.0
2023-07-11,Bronchosafe,pred,pred,upper_bound,2052.0
2023-07-11,Bronchosafe,pred,pred,predicted_value,1714.0
2023-07-11,Bronchosafe,pred,pred,lower_bound,1377.0
2023-07-11,AntifungalY,trend_seasonality,pred,predicted_value,1404.0
2023-07-11,AntifungalY,stationarity,pred,predicted_value,0.0
2023-07-11,AntifungalY,pred,pred,upper_bound,1658.0
2023-07-11,AntifungalY,pred,pred,predicted_value,1404.0
2023-07-11,AntifungalY,pred,pred,lower_bound,1156.0
2023-07-11,Analgesix,trend_seasonality,pred,predicted_value,566.0
2023-07-11,Analgesix,stationarity,pred,predicted_value,0.0
2023-07-11,Analgesix,pred,pred,upper_bound,691.0
2023-07-11,Analgesix,pred,pred,predicted_value,566.0
2023-07-11,Analgesix,pred,pred,lower_bound,445.0
2023-07-11,Cardioplus,stationarity,pred,predicted_value,0.0
2023-07-11,Diabetrol,trend_seasonality,pred,predicted_value,2058.0
2023-07-11,Cardiox,pred,pred,lower_bound,539.0
2023-07-11,Diabetrol,pred,pred,upper_bound,2426.0
2023-07-11,Diabetrol,pred,pred,predicted_value,2058.0
2023-07-11,Diabetrol,pred,pred,lower_bound,1675.0
2023-07-11,Diabecheck,trend_seasonality,pred,predicted_value,380.0
2023-07-11,Diabecheck,stationarity,pred,predicted_value,0.0
2023-07-11,Diabecheck,pred,pred,predicted_value,380.0
2023-07-11,Diabecheck,pred,pred,lower_bound,298.0
2023-07-11,Dermaglow,trend_seasonality,pred,predicted_value,600.0
2023-07-11,Dermaglow,stationarity,pred,predicted_value,0.0
2023-07-11,Dermaglow,pred,pred,upper_bound,688.0
2023-07-11,Diabecheck,pred,pred,upper_bound,462.0
2023-07-11,Dermaglow,pred,pred,lower_bound,511.0
2023-07-11,Dermaglow,pred,pred,predicted_value,600.0
2023-07-11,Cardiox,pred,pred,predicted_value,660.0
2023-07-11,Cardiox,pred,pred,upper_bound,795.0
2023-07-11,Cardiox,stationarity,pred,predicted_value,0.0
2023-07-11,Cardiox,trend_seasonality,pred,predicted_value,660.0
2023-07-11,Cardioplus,trend_seasonality,pred,predicted_value,602.0
2023-07-11,Dermacil,pred,pred,predicted_value,1508.0
2023-07-11,Dermacil,pred,pred,upper_bound,1792.0
2023-07-11,Dermacil,stationarity,pred,predicted_value,0.0
2023-07-11,Dermacil,trend_seasonality,pred,predicted_value,1508.0
2023-07-11,Dermacil,pred,pred,lower_bound,1226.0
2023-07-18,Hepaheal,trend_seasonality,pred,predicted_value,1282.0
2023-07-18,Immunoboost,pred,pred,lower_bound,345.0
2023-07-18,Immunoboost,pred,pred,predicted_value,411.0
2023-07-18,Immunoboost,pred,pred,upper_bound,476.0
2023-07-18,Immunomax,pred,pred,lower_bound,744.0
2023-07-18,Immunoboost,trend_seasonality,pred,predicted_value,411.0
2023-07-18,Immunomax,pred,pred,predicted_value,919.0
2023-07-18,Immunomax,pred,pred,upper_bound,1089.0
2023-07-18,Hepaheal,stationarity,pred,predicted_value,0.0
2023-07-18,Immunoboost,stationarity,pred,predicted_value,0.0
2023-07-18,Immunomax,stationarity,pred,predicted_value,0.0
2023-07-18,Fungistop,pred,pred,upper_bound,357.0
2023-07-18,Hepaheal,pred,pred,predicted_value,1282.0
2023-07-18,Hepaheal,pred,pred,lower_bound,1021.0
2023-07-18,Hepafix,trend_seasonality,pred,predicted_value,950.0
2023-07-18,Hepafix,stationarity,pred,predicted_value,0.0
2023-07-18,Hepafix,pred,pred,upper_bound,1136.0
2023-07-18,Hepafix,pred,pred,predicted_value,950.0
2023-07-18,Hepafix,pred,pred,lower_bound,759.0
2023-07-18,Fungistop,trend_seasonality,pred,predicted_value,302.0
2023-07-18,Fungistop,stationarity,pred,predicted_value,0.0
2023-07-18,Immunomax,trend_seasonality,pred,predicted_value,919.0
2023-07-18,Hepaheal,pred,pred,upper_bound,1528.0
2023-07-18,Neurofix,pred,pred,lower_bound,1681.0
2023-07-18,Osteogrow,pred,pred,upper_bound,714.0
2023-07-18,Neurofix,pred,pred,upper_bound,2385.0
2023-07-18,Virustop,trend_seasonality,pred,predicted_value,1118.0
2023-07-18,Virustop,stationarity,pred,predicted_value,0.0
2023-07-18,Virustop,pred,pred,upper_bound,1411.0
2023-07-18,Virustop,pred,pred,predicted_value,1118.0
2023-07-18,Virustop,pred,pred,lower_bound,826.0
2023-07-18,Thyrocare,trend_seasonality,pred,predicted_value,1446.0
2023-07-18,Thyrocare,stationarity,pred,predicted_value,0.0
2023-07-18,Thyrocare,pred,pred,upper_bound,1717.0
2023-07-18,Thyrocare,pred,pred,predicted_value,1446.0
2023-07-18,Thyrocare,pred,pred,lower_bound,1189.0
2023-07-18,Osteogrow,trend_seasonality,pred,predicted_value,588.0
2023-07-18,Osteogrow,stationarity,pred,predicted_value,0.0
2023-07-18,Fungistop,pred,pred,predicted_value,302.0
2023-07-18,Osteogrow,pred,pred,predicted_value,588.0
2023-07-18,Osteogrow,pred,pred,lower_bound,466.0
2023-07-18,Osteofix,trend_seasonality,pred,predicted_value,1324.0
2023-07-18,Osteofix,stationarity,pred,predicted_value,0.0
2023-07-18,Osteofix,pred,pred,upper_bound,1566.0
2023-07-18,Osteofix,pred,pred,predicted_value,1324.0
2023-07-18,Osteofix,pred,pred,lower_bound,1072.0
