Date,SKU,decomposition,real/pred,prediction_type,Demand
2021-02-09 00:00:00,Neurofix_Online Store,real,real,real,433.0
2021-02-09 00:00:00,Immunomax_Chain Store,real,real,real,295.0
2021-02-09 00:00:00,Neurofix_Chain Store,real,real,real,217.0
2021-02-09 00:00:00,Immunomax_Retail Store,real,real,real,505.0
2021-02-09 00:00:00,Immunomax_Online Store,real,real,real,364.0
2021-02-09 00:00:00,Immunoboost_Retail Store,real,real,real,495.0
2021-02-09 00:00:00,Hepafix_Retail Store,real,real,real,470.0
2021-02-09 00:00:00,Immunoboost_Chain Store,real,real,real,295.0
2021-02-09 00:00:00,Hepaheal_Retail Store,real,real,real,479.0
2021-02-09 00:00:00,Hepaheal_Online Store,real,real,real,334.0
2021-02-09 00:00:00,Hepaheal_Chain Store,real,real,real,511.0
2021-02-09 00:00:00,Neurofix_Retail Store,real,real,real,856.0
2021-02-09 00:00:00,Immunoboost_Online Store,real,real,real,364.0
2021-02-09 00:00:00,Osteofix_Chain Store,real,real,real,365.0
2021-02-09 00:00:00,Virustop_Retail Store,real,real,real,505.0
2021-02-09 00:00:00,Osteofix_Retail Store,real,real,real,300.0
2021-02-09 00:00:00,Osteogrow_Chain Store,real,real,real,358.0
2021-02-09 00:00:00,Osteogrow_Online Store,real,real,real,217.0
2021-02-09 00:00:00,Osteogrow_Retail Store,real,real,real,295.0
2021-02-09 00:00:00,Paingelix_Chain Store,real,real,real,125.0
2021-02-09 00:00:00,Paingelix_Online Store,real,real,real,270.0
2021-02-09 00:00:00,Paingelix_Retail Store,real,real,real,222.0
2021-02-09 00:00:00,Thyrocare_Chain Store,real,real,real,217.0
2021-02-09 00:00:00,Thyrocare_Online Store,real,real,real,442.0
2021-02-09 00:00:00,Thyrocare_Retail Store,real,real,real,839.0
2021-02-09 00:00:00,Virustop_Chain Store,real,real,real,289.0
2021-02-09 00:00:00,Virustop_Online Store,real,real,real,364.0
2021-02-09 00:00:00,Hepafix_Online Store,real,real,real,340.0
2021-02-09 00:00:00,Osteofix_Online Store,real,real,real,222.0
2021-02-09 00:00:00,Hepafix_Chain Store,real,real,real,521.0
2021-02-09 00:00:00,Cardiox_Retail Store,real,real,real,222.0
2021-02-09 00:00:00,Fungistop_Online Store,real,real,real,437.0
2021-02-09 00:00:00,Fungistop_Retail Store,real,real,real,346.0
2021-02-09 00:00:00,AntifungalY_Online Store,real,real,real,437.0
2021-02-09 00:00:00,AntifungalY_Retail Store,real,real,real,353.0
2021-02-09 00:00:00,Bronchosafe_Chain Store,real,real,real,295.0
2021-02-09 00:00:00,Bronchosafe_Online Store,real,real,real,372.0
2021-02-09 00:00:00,Bronchosafe_Retail Store,real,real,real,505.0
2021-02-09 00:00:00,Cancerend_Chain Store,real,real,real,222.0
2021-02-09 00:00:00,Cancerend_Online Store,real,real,real,442.0
2021-02-09 00:00:00,Cancerend_Retail Store,real,real,real,856.0
2021-02-09 00:00:00,Cardioplus_Chain Store,real,real,real,125.0
2021-02-09 00:00:00,Cardioplus_Online Store,real,real,real,265.0
2021-02-09 00:00:00,Cardioplus_Retail Store,real,real,real,218.0
2021-02-09 00:00:00,Cardiox_Chain Store,real,real,real,127.0
2021-02-09 00:00:00,Cardiox_Online Store,real,real,real,270.0
2021-02-09 00:00:00,AntifungalY_Chain Store,real,real,real,80.0
2021-02-09 00:00:00,Dermacil_Chain Store,real,real,real,397.0
2021-02-09 00:00:00,Diabetrol_Retail Store,real,real,real,511.0
2021-02-09 00:00:00,Diabetrol_Online Store,real,real,real,400.0
2021-02-09 00:00:00,Diabetrol_Chain Store,real,real,real,437.0
2021-02-09 00:00:00,Diabecheck_Retail Store,real,real,real,511.0
2021-02-09 00:00:00,Diabecheck_Online Store,real,real,real,408.0
2021-02-09 00:00:00,Fungistop_Chain Store,real,real,real,80.0
2021-02-09 00:00:00,Dermaglow_Retail Store,real,real,real,263.0
2021-02-09 00:00:00,Dermaglow_Online Store,real,real,real,369.0
2021-02-09 00:00:00,Dermaglow_Chain Store,real,real,real,405.0
2021-02-09 00:00:00,Dermacil_Retail Store,real,real,real,263.0
2021-02-09 00:00:00,Dermacil_Online Store,real,real,real,369.0
2021-02-09 00:00:00,Diabecheck_Chain Store,real,real,real,437.0
2021-02-16 00:00:00,Neurofix_Chain Store,real,real,real,210.0
2021-02-16 00:00:00,Immunomax_Retail Store,real,real,real,528.0
2021-02-16 00:00:00,Immunomax_Online Store,real,real,real,365.0
2021-02-16 00:00:00,Immunomax_Chain Store,real,real,real,299.0
2021-02-16 00:00:00,Immunoboost_Retail Store,real,real,real,518.0
2021-02-16 00:00:00,Hepaheal_Retail Store,real,real,real,472.0
2021-02-16 00:00:00,Immunoboost_Chain Store,real,real,real,299.0
2021-02-16 00:00:00,Hepaheal_Online Store,real,real,real,328.0
2021-02-16 00:00:00,Hepaheal_Chain Store,real,real,real,502.0
2021-02-16 00:00:00,Hepafix_Retail Store,real,real,real,463.0
2021-02-16 00:00:00,Neurofix_Online Store,real,real,real,421.0
2021-02-16 00:00:00,Immunoboost_Online Store,real,real,real,365.0
2021-02-16 00:00:00,Osteofix_Chain Store,real,real,real,356.0
2021-02-16 00:00:00,Paingelix_Online Store,real,real,real,266.0
2021-02-16 00:00:00,Osteofix_Retail Store,real,real,real,292.0
2021-02-16 00:00:00,Osteogrow_Chain Store,real,real,real,349.0
2021-02-16 00:00:00,Osteogrow_Online Store,real,real,real,212.0
2021-02-16 00:00:00,Osteogrow_Retail Store,real,real,real,287.0
2021-02-16 00:00:00,Paingelix_Chain Store,real,real,real,128.0
2021-02-16 00:00:00,Hepafix_Online Store,real,real,real,335.0
2021-02-16 00:00:00,Paingelix_Retail Store,real,real,real,225.0
2021-02-16 00:00:00,Thyrocare_Chain Store,real,real,real,210.0
2021-02-16 00:00:00,Thyrocare_Online Store,real,real,real,430.0
2021-02-16 00:00:00,Thyrocare_Retail Store,real,real,real,816.0
2021-02-16 00:00:00,Virustop_Chain Store,real,real,real,293.0
2021-02-16 00:00:00,Virustop_Online Store,real,real,real,365.0
2021-02-16 00:00:00,Virustop_Retail Store,real,real,real,528.0
2021-02-16 00:00:00,Osteofix_Online Store,real,real,real,216.0
2021-02-16 00:00:00,Hepafix_Chain Store,real,real,real,512.0
2021-02-16 00:00:00,Neurofix_Retail Store,real,real,real,832.0
2021-02-16 00:00:00,Fungistop_Online Store,real,real,real,428.0
2021-02-16 00:00:00,AntifungalY_Online Store,real,real,real,428.0
2021-02-16 00:00:00,AntifungalY_Retail Store,real,real,real,345.0
2021-02-16 00:00:00,Bronchosafe_Chain Store,real,real,real,299.0
2021-02-16 00:00:00,Bronchosafe_Online Store,real,real,real,372.0
2021-02-16 00:00:00,Bronchosafe_Retail Store,real,real,real,528.0
2021-02-16 00:00:00,Cancerend_Chain Store,real,real,real,214.0
2021-02-16 00:00:00,Cancerend_Online Store,real,real,real,430.0
2021-02-16 00:00:00,Cancerend_Retail Store,real,real,real,832.0
2021-02-16 00:00:00,Cardioplus_Chain Store,real,real,real,128.0
2021-02-16 00:00:00,Cardioplus_Online Store,real,real,real,261.0
2021-02-16 00:00:00,Cardioplus_Retail Store,real,real,real,220.0
2021-02-16 00:00:00,Cardiox_Chain Store,real,real,real,131.0
2021-02-16 00:00:00,Cardiox_Online Store,real,real,real,266.0
2021-02-16 00:00:00,Cardiox_Retail Store,real,real,real,225.0
2021-02-16 00:00:00,AntifungalY_Chain Store,real,real,real,78.0
2021-02-16 00:00:00,Dermacil_Chain Store,real,real,real,391.0
2021-02-16 00:00:00,Fungistop_Retail Store,real,real,real,339.0
2021-02-16 00:00:00,Fungistop_Chain Store,real,real,real,78.0
2021-02-16 00:00:00,Diabetrol_Retail Store,real,real,real,478.0
2021-02-16 00:00:00,Diabetrol_Online Store,real,real,real,374.0
2021-02-16 00:00:00,Diabecheck_Retail Store,real,real,real,478.0
2021-02-16 00:00:00,Diabecheck_Online Store,real,real,real,382.0
2021-02-16 00:00:00,Diabetrol_Chain Store,real,real,real,410.0
2021-02-16 00:00:00,Dermaglow_Retail Store,real,real,real,257.0
2021-02-16 00:00:00,Dermaglow_Online Store,real,real,real,361.0
2021-02-16 00:00:00,Dermaglow_Chain Store,real,real,real,398.0
2021-02-16 00:00:00,Dermacil_Retail Store,real,real,real,257.0
2021-02-16 00:00:00,Dermacil_Online Store,real,real,real,361.0
2021-02-16 00:00:00,Diabecheck_Chain Store,real,real,real,410.0
2021-02-23 00:00:00,Immunomax_Chain Store,real,real,real,266.0
2021-02-23 00:00:00,Neurofix_Chain Store,real,real,real,192.0
2021-02-23 00:00:00,Immunomax_Retail Store,real,real,real,444.0
2021-02-23 00:00:00,Immunomax_Online Store,real,real,real,337.0
2021-02-23 00:00:00,Immunoboost_Retail Store,real,real,real,435.0
2021-02-23 00:00:00,Hepafix_Retail Store,real,real,real,425.0
2021-02-23 00:00:00,Immunoboost_Chain Store,real,real,real,266.0
2021-02-23 00:00:00,Hepaheal_Retail Store,real,real,real,434.0
2021-02-23 00:00:00,Hepaheal_Online Store,real,real,real,305.0
2021-02-23 00:00:00,Hepaheal_Chain Store,real,real,real,468.0
2021-02-23 00:00:00,Neurofix_Online Store,real,real,real,382.0
2021-02-23 00:00:00,Immunoboost_Online Store,real,real,real,337.0
2021-02-23 00:00:00,Neurofix_Retail Store,real,real,real,753.0
2021-02-23 00:00:00,Paingelix_Chain Store,real,real,real,118.0
2021-02-23 00:00:00,Osteofix_Online Store,real,real,real,203.0
2021-02-23 00:00:00,Osteofix_Retail Store,real,real,real,275.0
2021-02-23 00:00:00,Osteogrow_Chain Store,real,real,real,329.0
2021-02-23 00:00:00,Osteogrow_Online Store,real,real,real,199.0
2021-02-23 00:00:00,Osteogrow_Retail Store,real,real,real,270.0
2021-02-23 00:00:00,Paingelix_Online Store,real,real,real,243.0
2021-02-23 00:00:00,Paingelix_Retail Store,real,real,real,204.0
2021-02-23 00:00:00,Thyrocare_Chain Store,real,real,real,192.0
2021-02-23 00:00:00,Thyrocare_Online Store,real,real,real,390.0
2021-02-23 00:00:00,Thyrocare_Retail Store,real,real,real,738.0
2021-02-23 00:00:00,Virustop_Chain Store,real,real,real,261.0
2021-02-23 00:00:00,Virustop_Online Store,real,real,real,337.0
2021-02-23 00:00:00,Hepafix_Online Store,real,real,real,312.0
2021-02-23 00:00:00,Osteofix_Chain Store,real,real,real,335.0
2021-02-23 00:00:00,Hepafix_Chain Store,real,real,real,478.0
2021-02-23 00:00:00,Virustop_Retail Store,real,real,real,444.0
2021-02-23 00:00:00,Fungistop_Online Store,real,real,real,361.0
2021-02-23 00:00:00,AntifungalY_Chain Store,real,real,real,67.0
2021-02-23 00:00:00,AntifungalY_Online Store,real,real,real,361.0
2021-02-23 00:00:00,AntifungalY_Retail Store,real,real,real,292.0
2021-02-23 00:00:00,Bronchosafe_Chain Store,real,real,real,266.0
2021-02-23 00:00:00,Bronchosafe_Online Store,real,real,real,344.0
2021-02-23 00:00:00,Bronchosafe_Retail Store,real,real,real,444.0
2021-02-23 00:00:00,Cancerend_Chain Store,real,real,real,196.0
2021-02-23 00:00:00,Cancerend_Online Store,real,real,real,390.0
2021-02-23 00:00:00,Cancerend_Retail Store,real,real,real,753.0
2021-02-23 00:00:00,Cardioplus_Chain Store,real,real,real,118.0
2021-02-23 00:00:00,Cardioplus_Online Store,real,real,real,238.0
2021-02-23 00:00:00,Cardioplus_Retail Store,real,real,real,200.0
2021-02-23 00:00:00,Cardiox_Chain Store,real,real,real,121.0
2021-02-23 00:00:00,Cardiox_Online Store,real,real,real,243.0
2021-02-23 00:00:00,Fungistop_Retail Store,real,real,real,286.0
2021-02-23 00:00:00,Dermacil_Chain Store,real,real,real,361.0
2021-02-23 00:00:00,Fungistop_Chain Store,real,real,real,67.0
2021-02-23 00:00:00,Diabetrol_Retail Store,real,real,real,457.0
2021-02-23 00:00:00,Diabetrol_Online Store,real,real,real,356.0
2021-02-23 00:00:00,Cardiox_Retail Store,real,real,real,204.0
2021-02-23 00:00:00,Diabecheck_Retail Store,real,real,real,457.0
2021-02-23 00:00:00,Diabecheck_Online Store,real,real,real,363.0
2021-02-23 00:00:00,Diabetrol_Chain Store,real,real,real,391.0
2021-02-23 00:00:00,Dermaglow_Retail Store,real,real,real,237.0
2021-02-23 00:00:00,Dermaglow_Online Store,real,real,real,330.0
2021-02-23 00:00:00,Dermaglow_Chain Store,real,real,real,369.0
2021-02-23 00:00:00,Dermacil_Retail Store,real,real,real,237.0
2021-02-23 00:00:00,Dermacil_Online Store,real,real,real,330.0
2021-02-23 00:00:00,Diabecheck_Chain Store,real,real,real,391.0
2021-03-02 00:00:00,Neurofix_Chain Store,real,real,real,204.0
2021-03-02 00:00:00,Immunomax_Retail Store,real,real,real,443.0
2021-03-02 00:00:00,Immunomax_Online Store,real,real,real,343.0
2021-03-02 00:00:00,Immunomax_Chain Store,real,real,real,271.0
2021-03-02 00:00:00,Immunoboost_Retail Store,real,real,real,434.0
2021-03-02 00:00:00,Hepafix_Online Store,real,real,real,330.0
2021-03-02 00:00:00,Immunoboost_Chain Store,real,real,real,271.0
2021-03-02 00:00:00,Hepaheal_Retail Store,real,real,real,465.0
2021-03-02 00:00:00,Hepaheal_Online Store,real,real,real,323.0
2021-03-02 00:00:00,Hepaheal_Chain Store,real,real,real,494.0
2021-03-02 00:00:00,Hepafix_Retail Store,real,real,real,456.0
2021-03-02 00:00:00,Neurofix_Online Store,real,real,real,412.0
2021-03-02 00:00:00,Immunoboost_Online Store,real,real,real,343.0
2021-03-02 00:00:00,Neurofix_Retail Store,real,real,real,812.0
2021-03-02 00:00:00,Paingelix_Chain Store,real,real,real,128.0
2021-03-02 00:00:00,Osteofix_Online Store,real,real,real,217.0
2021-03-02 00:00:00,Osteofix_Retail Store,real,real,real,294.0
2021-03-02 00:00:00,Osteogrow_Chain Store,real,real,real,352.0
2021-03-02 00:00:00,Osteogrow_Online Store,real,real,real,213.0
2021-03-02 00:00:00,Osteogrow_Retail Store,real,real,real,289.0
2021-03-02 00:00:00,Paingelix_Online Store,real,real,real,264.0
2021-03-02 00:00:00,Paingelix_Retail Store,real,real,real,220.0
2021-03-02 00:00:00,Thyrocare_Chain Store,real,real,real,204.0
2021-03-02 00:00:00,Thyrocare_Online Store,real,real,real,420.0
2021-03-02 00:00:00,Thyrocare_Retail Store,real,real,real,796.0
2021-03-02 00:00:00,Virustop_Chain Store,real,real,real,266.0
2021-03-02 00:00:00,Virustop_Online Store,real,real,real,343.0
2021-03-02 00:00:00,Hepafix_Chain Store,real,real,real,504.0
2021-03-02 00:00:00,Osteofix_Chain Store,real,real,real,359.0
2021-03-02 00:00:00,Virustop_Retail Store,real,real,real,443.0
2021-03-02 00:00:00,Fungistop_Retail Store,real,real,real,341.0
2021-03-02 00:00:00,Fungistop_Chain Store,real,real,real,77.0
2021-03-02 00:00:00,Fungistop_Online Store,real,real,real,432.0
2021-03-02 00:00:00,AntifungalY_Chain Store,real,real,real,77.0
2021-03-02 00:00:00,AntifungalY_Online Store,real,real,real,432.0
2021-03-02 00:00:00,AntifungalY_Retail Store,real,real,real,348.0
2021-03-02 00:00:00,Bronchosafe_Chain Store,real,real,real,271.0
2021-03-02 00:00:00,Bronchosafe_Online Store,real,real,real,349.0
2021-03-02 00:00:00,Bronchosafe_Retail Store,real,real,real,443.0
2021-03-02 00:00:00,Cancerend_Online Store,real,real,real,420.0
2021-03-02 00:00:00,Cancerend_Retail Store,real,real,real,812.0
2021-03-02 00:00:00,Cardioplus_Chain Store,real,real,real,128.0
2021-03-02 00:00:00,Cardioplus_Online Store,real,real,real,259.0
2021-03-02 00:00:00,Cardioplus_Retail Store,real,real,real,215.0
2021-03-02 00:00:00,Cardiox_Chain Store,real,real,real,131.0
2021-03-02 00:00:00,Cancerend_Chain Store,real,real,real,208.0
2021-03-02 00:00:00,Cardiox_Retail Store,real,real,real,220.0
2021-03-02 00:00:00,Diabetrol_Retail Store,real,real,real,465.0
2021-03-02 00:00:00,Cardiox_Online Store,real,real,real,264.0
2021-03-02 00:00:00,Diabetrol_Online Store,real,real,real,363.0
2021-03-02 00:00:00,Diabetrol_Chain Store,real,real,real,398.0
2021-03-02 00:00:00,Diabecheck_Retail Store,real,real,real,465.0
2021-03-02 00:00:00,Diabecheck_Chain Store,real,real,real,398.0
2021-03-02 00:00:00,Diabecheck_Online Store,real,real,real,370.0
2021-03-02 00:00:00,Dermaglow_Online Store,real,real,real,366.0
2021-03-02 00:00:00,Dermaglow_Chain Store,real,real,real,395.0
2021-03-02 00:00:00,Dermacil_Retail Store,real,real,real,258.0
2021-03-02 00:00:00,Dermacil_Online Store,real,real,real,366.0
2021-03-02 00:00:00,Dermacil_Chain Store,real,real,real,388.0
2021-03-02 00:00:00,Dermaglow_Retail Store,real,real,real,258.0
2021-03-09 00:00:00,Neurofix_Online Store,real,real,real,388.0
2021-03-09 00:00:00,Immunomax_Chain Store,real,real,real,287.0
2021-03-09 00:00:00,Neurofix_Chain Store,real,real,real,195.0
2021-03-09 00:00:00,Immunomax_Retail Store,real,real,real,507.0
2021-03-09 00:00:00,Immunomax_Online Store,real,real,real,339.0
2021-03-09 00:00:00,Immunoboost_Retail Store,real,real,real,497.0
2021-03-09 00:00:00,Hepafix_Retail Store,real,real,real,440.0
2021-03-09 00:00:00,Immunoboost_Chain Store,real,real,real,287.0
2021-03-09 00:00:00,Hepaheal_Retail Store,real,real,real,449.0
2021-03-09 00:00:00,Hepaheal_Online Store,real,real,real,307.0
2021-03-09 00:00:00,Hepaheal_Chain Store,real,real,real,468.0
2021-03-09 00:00:00,Neurofix_Retail Store,real,real,real,766.0
2021-03-09 00:00:00,Immunoboost_Online Store,real,real,real,339.0
2021-03-09 00:00:00,Osteofix_Chain Store,real,real,real,347.0
2021-03-09 00:00:00,Virustop_Retail Store,real,real,real,507.0
2021-03-09 00:00:00,Osteofix_Retail Store,real,real,real,285.0
2021-03-09 00:00:00,Osteogrow_Chain Store,real,real,real,340.0
2021-03-09 00:00:00,Osteogrow_Online Store,real,real,real,206.0
2021-03-09 00:00:00,Osteogrow_Retail Store,real,real,real,280.0
2021-03-09 00:00:00,Paingelix_Chain Store,real,real,real,130.0
2021-03-09 00:00:00,Paingelix_Online Store,real,real,real,269.0
2021-03-09 00:00:00,Paingelix_Retail Store,real,real,real,222.0
2021-03-09 00:00:00,Thyrocare_Chain Store,real,real,real,195.0
2021-03-09 00:00:00,Thyrocare_Online Store,real,real,real,396.0
2021-03-09 00:00:00,Thyrocare_Retail Store,real,real,real,751.0
2021-03-09 00:00:00,Virustop_Chain Store,real,real,real,282.0
2021-03-09 00:00:00,Virustop_Online Store,real,real,real,339.0
2021-03-09 00:00:00,Hepafix_Online Store,real,real,real,314.0
2021-03-09 00:00:00,Osteofix_Online Store,real,real,real,211.0
2021-03-09 00:00:00,Hepafix_Chain Store,real,real,real,477.0
2021-03-09 00:00:00,Cardiox_Retail Store,real,real,real,222.0
2021-03-09 00:00:00,Fungistop_Online Store,real,real,real,406.0
2021-03-09 00:00:00,AntifungalY_Chain Store,real,real,real,75.0
2021-03-09 00:00:00,AntifungalY_Online Store,real,real,real,406.0
2021-03-09 00:00:00,AntifungalY_Retail Store,real,real,real,328.0
2021-03-09 00:00:00,Bronchosafe_Chain Store,real,real,real,287.0
2021-03-09 00:00:00,Bronchosafe_Online Store,real,real,real,346.0
2021-03-09 00:00:00,Bronchosafe_Retail Store,real,real,real,507.0
2021-03-09 00:00:00,Cancerend_Chain Store,real,real,real,199.0
2021-03-09 00:00:00,Cancerend_Retail Store,real,real,real,766.0
2021-03-09 00:00:00,Cardioplus_Chain Store,real,real,real,130.0
2021-03-09 00:00:00,Cardioplus_Online Store,real,real,real,263.0
2021-03-09 00:00:00,Cardioplus_Retail Store,real,real,real,218.0
2021-03-09 00:00:00,Cardiox_Chain Store,real,real,real,133.0
2021-03-09 00:00:00,Cardiox_Online Store,real,real,real,269.0
2021-03-09 00:00:00,Cancerend_Online Store,real,real,real,396.0
2021-03-09 00:00:00,Dermacil_Chain Store,real,real,real,381.0
2021-03-09 00:00:00,Fungistop_Retail Store,real,real,real,322.0
2021-03-09 00:00:00,Diabetrol_Retail Store,real,real,real,450.0
2021-03-09 00:00:00,Diabetrol_Online Store,real,real,real,350.0
2021-03-09 00:00:00,Diabetrol_Chain Store,real,real,real,385.0
2021-03-09 00:00:00,Diabecheck_Retail Store,real,real,real,450.0
2021-03-09 00:00:00,Diabecheck_Online Store,real,real,real,358.0
2021-03-09 00:00:00,Fungistop_Chain Store,real,real,real,75.0
2021-03-09 00:00:00,Dermaglow_Retail Store,real,real,real,253.0
2021-03-09 00:00:00,Dermaglow_Online Store,real,real,real,357.0
2021-03-09 00:00:00,Dermaglow_Chain Store,real,real,real,389.0
2021-03-09 00:00:00,Dermacil_Retail Store,real,real,real,253.0
2021-03-09 00:00:00,Dermacil_Online Store,real,real,real,357.0
2021-03-09 00:00:00,Diabecheck_Chain Store,real,real,real,385.0
2021-03-16 00:00:00,Neurofix_Retail Store,real,real,real,779.0
2021-03-16 00:00:00,Neurofix_Online Store,real,real,real,395.0
2021-03-16 00:00:00,Neurofix_Chain Store,real,real,real,196.0
2021-03-16 00:00:00,Immunomax_Retail Store,real,real,real,464.0
2021-03-16 00:00:00,Immunomax_Online Store,real,real,real,320.0
2021-03-16 00:00:00,Immunomax_Chain Store,real,real,real,271.0
2021-03-16 00:00:00,Hepaheal_Retail Store,real,real,real,416.0
2021-03-16 00:00:00,Immunoboost_Online Store,real,real,real,320.0
2021-03-16 00:00:00,Immunoboost_Chain Store,real,real,real,271.0
2021-03-16 00:00:00,Hepaheal_Online Store,real,real,real,290.0
2021-03-16 00:00:00,Hepaheal_Chain Store,real,real,real,444.0
2021-03-16 00:00:00,Hepafix_Retail Store,real,real,real,407.0
2021-03-16 00:00:00,Immunoboost_Retail Store,real,real,real,455.0
2021-03-16 00:00:00,Osteofix_Chain Store,real,real,real,347.0
2021-03-16 00:00:00,Virustop_Retail Store,real,real,real,464.0
2021-03-16 00:00:00,Osteofix_Retail Store,real,real,real,287.0
2021-03-16 00:00:00,Osteogrow_Chain Store,real,real,real,340.0
2021-03-16 00:00:00,Osteogrow_Online Store,real,real,real,207.0
2021-03-16 00:00:00,Osteogrow_Retail Store,real,real,real,282.0
2021-03-16 00:00:00,Paingelix_Chain Store,real,real,real,125.0
2021-03-16 00:00:00,Paingelix_Online Store,real,real,real,256.0
2021-03-16 00:00:00,Paingelix_Retail Store,real,real,real,214.0
2021-03-16 00:00:00,Thyrocare_Chain Store,real,real,real,196.0
2021-03-16 00:00:00,Thyrocare_Online Store,real,real,real,403.0
2021-03-16 00:00:00,Thyrocare_Retail Store,real,real,real,763.0
2021-03-16 00:00:00,Virustop_Chain Store,real,real,real,266.0
2021-03-16 00:00:00,Virustop_Online Store,real,real,real,320.0
2021-03-16 00:00:00,Hepafix_Online Store,real,real,real,296.0
2021-03-16 00:00:00,Osteofix_Online Store,real,real,real,212.0
2021-03-16 00:00:00,Hepafix_Chain Store,real,real,real,452.0
2021-03-16 00:00:00,Fungistop_Retail Store,real,real,real,302.0
2021-03-16 00:00:00,Fungistop_Online Store,real,real,real,380.0
2021-03-16 00:00:00,AntifungalY_Online Store,real,real,real,380.0
2021-03-16 00:00:00,AntifungalY_Retail Store,real,real,real,308.0
2021-03-16 00:00:00,Bronchosafe_Chain Store,real,real,real,271.0
2021-03-16 00:00:00,Bronchosafe_Online Store,real,real,real,327.0
