Date,decomposition,real/pred,prediction_type,Demand,SKU,Channel,Supplier
2023-06-13 00:00:00,pred,pred,upper_bound,154.0,Cardioplus,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,141.0,Cardioplus,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,962.0,Cancerend,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,891.0,Cancerend,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,810.0,Cancerend,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,129.0,Cardioplus,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,208.0,Cardioplus,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,230.0,Cardioplus,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,260.0,Cardiox,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,235.0,Cardiox,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,214.0,Cardiox,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,308.0,Cardiox,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,283.0,Cardiox,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,257.0,Cardiox,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,156.0,Cardiox,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,143.0,Cardiox,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,131.0,Cardiox,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,252.0,Cardioplus,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,461.0,Cancerend,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,421.0,Cancerend,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,369.0,AntifungalY,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,334.0,AntifungalY,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,302.0,AntifungalY,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,452.0,AntifungalY,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,412.0,AntifungalY,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,371.0,AntifungalY,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,86.0,AntifungalY,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,79.0,AntifungalY,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,72.0,AntifungalY,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,270.0,Bronchosafe,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,297.0,Bronchosafe,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,261.0,Cancerend,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,239.0,Cancerend,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,216.0,Cancerend,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,527.0,Bronchosafe,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,477.0,Bronchosafe,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,426.0,Bronchosafe,Retail Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,375.0,Bronchosafe,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,predicted_value,340.0,Bronchosafe,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,304.0,Bronchosafe,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,328.0,Bronchosafe,Chain Store,Bayer
2023-06-13 00:00:00,pred,pred,upper_bound,502.0,Cancerend,Online Store,Bayer
2023-06-13 00:00:00,pred,pred,lower_bound,404.0,Dermacil,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,438.0,Diabetrol,Online Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,400.0,Diabetrol,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,363.0,Diabetrol,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,468.0,Diabetrol,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,433.0,Diabetrol,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,393.0,Diabetrol,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,551.0,Diabecheck,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,506.0,Diabecheck,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,463.0,Diabecheck,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,462.0,Diabetrol,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,556.0,Diabetrol,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,361.0,Fungistop,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,328.0,Fungistop,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,297.0,Fungistop,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,450.0,Fungistop,Online Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,412.0,Fungistop,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,375.0,Fungistop,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,87.0,Fungistop,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,79.0,Fungistop,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,72.0,Fungistop,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,506.0,Diabetrol,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,446.0,Diabecheck,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,260.0,Dermacil,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,450.0,Dermaglow,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,308.0,Dermacil,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,283.0,Dermacil,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,408.0,Diabecheck,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,490.0,Dermaglow,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,416.0,Dermacil,Online Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,381.0,Dermacil,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,347.0,Dermacil,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,476.0,Dermacil,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,441.0,Dermacil,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,416.0,Dermaglow,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,373.0,Diabecheck,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,472.0,Diabecheck,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,433.0,Diabecheck,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,393.0,Diabecheck,Chain Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,283.0,Dermaglow,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,308.0,Dermaglow,Retail Store,Merck
2023-06-13 00:00:00,pred,pred,predicted_value,381.0,Dermaglow,Online Store,Merck
2023-06-13 00:00:00,pred,pred,upper_bound,413.0,Dermaglow,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,346.0,Dermaglow,Online Store,Merck
2023-06-13 00:00:00,pred,pred,lower_bound,260.0,Dermaglow,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,407.0,Immunomax,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,343.0,Immunomax,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,312.0,Immunomax,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,277.0,Immunomax,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,309.0,Immunomax,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,282.0,Immunomax,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,253.0,Immunomax,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,495.0,Immunoboost,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,447.0,Immunoboost,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,399.0,Immunoboost,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,456.0,Immunomax,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,919.0,Neurofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,849.0,Neurofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,771.0,Neurofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,469.0,Neurofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,431.0,Neurofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,388.0,Neurofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,249.0,Neurofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,229.0,Neurofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,207.0,Neurofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,508.0,Immunomax,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,260.0,Hepaheal,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,348.0,Immunoboost,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,447.0,Hepaheal,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,400.0,Hepaheal,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,457.0,Hepafix,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,413.0,Hepafix,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,368.0,Hepafix,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,495.0,Hepaheal,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,331.0,Hepafix,Online Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,299.0,Hepafix,Online Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,267.0,Hepafix,Online Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,504.0,Hepafix,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,312.0,Immunoboost,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,280.0,Immunoboost,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,309.0,Immunoboost,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,282.0,Immunoboost,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,254.0,Immunoboost,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,471.0,Hepaheal,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,422.0,Hepaheal,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,376.0,Hepaheal,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,321.0,Hepaheal,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,292.0,Hepaheal,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,368.0,Osteofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,456.0,Hepafix,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,446.0,Osteofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,484.0,Thyrocare,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,440.0,Thyrocare,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,394.0,Thyrocare,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,755.0,Thyrocare,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,229.0,Thyrocare,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,206.0,Thyrocare,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,245.0,Paingelix,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,222.0,Paingelix,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,201.0,Paingelix,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,249.0,Thyrocare,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,833.0,Thyrocare,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,903.0,Thyrocare,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,503.0,Virustop,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,456.0,Virustop,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,406.0,Virustop,Retail Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,346.0,Virustop,Online Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,312.0,Virustop,Online Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,278.0,Virustop,Online Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,301.0,Virustop,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,predicted_value,276.0,Virustop,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,lower_bound,248.0,Virustop,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,288.0,Paingelix,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,438.0,Osteogrow,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,400.0,Osteogrow,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,362.0,Osteogrow,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,350.0,Osteofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,318.0,Osteofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,283.0,Osteofix,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,264.0,Osteofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,238.0,Osteofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,213.0,Osteofix,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,407.0,Osteofix,Chain Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,210.0,Osteogrow,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,263.0,Paingelix,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,237.0,Paingelix,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,143.0,Paingelix,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,130.0,Paingelix,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,118.0,Paingelix,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,344.0,Osteogrow,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,312.0,Osteogrow,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,280.0,Osteogrow,Retail Store,Pfizer
2023-06-20 00:00:00,pred,pred,upper_bound,257.0,Osteogrow,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,predicted_value,234.0,Osteogrow,Online Store,Pfizer
2023-06-20 00:00:00,pred,pred,lower_bound,408.0,Hepafix,Chain Store,Merck
2023-06-20 00:00:00,pred,pred,upper_bound,144.0,Cardiox,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,282.0,Cardioplus,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,258.0,Cardioplus,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,234.0,Cardioplus,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,142.0,Cardioplus,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,130.0,Cardioplus,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,117.0,Cardioplus,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,930.0,Cancerend,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,849.0,Cancerend,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,764.0,Cancerend,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,197.0,Cardioplus,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,243.0,Cardiox,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,222.0,Cardiox,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,199.0,Cardiox,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,289.0,Cardiox,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,263.0,Cardiox,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,237.0,Cardiox,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,132.0,Cardiox,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,120.0,Cardiox,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,239.0,Cardioplus,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,218.0,Cardioplus,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,440.0,Cancerend,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,398.0,Cancerend,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,360.0,AntifungalY,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,329.0,AntifungalY,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,298.0,AntifungalY,Retail Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,441.0,AntifungalY,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,365.0,AntifungalY,Online Store,Bayer
2023-06-20 00:00:00,pred,pred,upper_bound,84.0,AntifungalY,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,predicted_value,77.0,AntifungalY,Chain Store,Bayer
2023-06-20 00:00:00,pred,pred,lower_bound,70.0,AntifungalY,Chain Store,Bayer
